"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Function","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,9206,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,9461,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,10322,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,10438,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,10492,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,10528,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,10785,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,10846,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10987,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,11386,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,11965,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,11983,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,12259,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,13054,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,13294,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,13787,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,14061,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,14550,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,14960,,
"DEU","Germany","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,15442,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1998","1998","AUD","Australian Dollar","6","Millions",,,107436,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1999","1999","AUD","Australian Dollar","6","Millions",,,113932,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2000","2000","AUD","Australian Dollar","6","Millions",,,121419,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2001","2001","AUD","Australian Dollar","6","Millions",,,129040,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2002","2002","AUD","Australian Dollar","6","Millions",,,137283,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2003","2003","AUD","Australian Dollar","6","Millions",,,146697,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2004","2004","AUD","Australian Dollar","6","Millions",,,157459,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2005","2005","AUD","Australian Dollar","6","Millions",,,168841,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2006","2006","AUD","Australian Dollar","6","Millions",,,182520,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2007","2007","AUD","Australian Dollar","6","Millions",,,196677,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2008","2008","AUD","Australian Dollar","6","Millions",,,214964,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2009","2009","AUD","Australian Dollar","6","Millions",,,228226,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2010","2010","AUD","Australian Dollar","6","Millions",,,245296,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2011","2011","AUD","Australian Dollar","6","Millions",,,261498,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,269829,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,276431,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,288128,,
"AUS","Australia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,303460,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,12,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,14.1,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,17.2,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,19.2,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,21.4,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,22.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,34.9,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,37.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,41.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,49,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,66.7,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,71.1,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,80.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,92.4,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,85.1,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,89.8,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,100,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,94.9,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,97.9,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,108.9,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,110.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,104.5,,
"EST","Estonia","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,120.4,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,688.3,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,740,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,867,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,882.4,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,938.7,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,962,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,1051.2,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,1640.6,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,1683.5,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,1780.8,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,1764.5,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,1795.5,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,1894.4,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,2027.5,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,2157,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,2338.2,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,2407,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,2552.4,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,2748,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,2795.1,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,2783.4,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,2796.2,,
"BEL","Belgium","P3CG","Final consumption expenditure","080","Recreation, culture and religion","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,2798.1,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1995","1995","GBP","Pound Sterling","6","Millions",,,2914,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1996","1996","GBP","Pound Sterling","6","Millions",,,3020,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1997","1997","GBP","Pound Sterling","6","Millions",,,3107,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1998","1998","GBP","Pound Sterling","6","Millions",,,3490,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","1999","1999","GBP","Pound Sterling","6","Millions",,,4146,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2000","2000","GBP","Pound Sterling","6","Millions",,,4679,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2001","2001","GBP","Pound Sterling","6","Millions",,,4839,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2002","2002","GBP","Pound Sterling","6","Millions",,,5298,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2003","2003","GBP","Pound Sterling","6","Millions",,,6078,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2004","2004","GBP","Pound Sterling","6","Millions",,,6205,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2005","2005","GBP","Pound Sterling","6","Millions",,,7614,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2006","2006","GBP","Pound Sterling","6","Millions",,,7360,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2007","2007","GBP","Pound Sterling","6","Millions",,,8041,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2008","2008","GBP","Pound Sterling","6","Millions",,,7446,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2009","2009","GBP","Pound Sterling","6","Millions",,,8277,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2010","2010","GBP","Pound Sterling","6","Millions",,,8749,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2011","2011","GBP","Pound Sterling","6","Millions",,,8552,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2012","2012","GBP","Pound Sterling","6","Millions",,,8407,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2013","2013","GBP","Pound Sterling","6","Millions",,,8002,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2014","2014","GBP","Pound Sterling","6","Millions",,,8376,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2015","2015","GBP","Pound Sterling","6","Millions",,,8036,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2016","2016","GBP","Pound Sterling","6","Millions",,,8033,,
"GBR","United Kingdom","P3CG","Final consumption expenditure","050","Environment protection","GS13","General government","C","Current prices","2017","2017","GBP","Pound Sterling","6","Millions",,,7878,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,1667,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,2084,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,2294,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,2308,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,2963,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,3047,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,3453,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,3578,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,4087,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,4126,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,4546,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,5268,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,4939,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,5323,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,5333,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,4615,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,4568,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,4391,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,3752,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,4826,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,4713,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,4666,,
"GRC","Greece","P3CG","Final consumption expenditure","020","Defence","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,4663,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,3078.43,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,3497.73,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,3997.98,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,4411.41,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,4827.15,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,5164.91,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,5459.56,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,5818.76,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,6078.87,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,6840.95,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,7254.53,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,7353.27,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,7537.37,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,7296.32,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,7073.14,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,6996.57,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,7197.97,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,7591.52,,
"SVN","Slovenia","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,7837.26,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,34597.05,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,35715.48,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,36991.35,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,38391.76,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,40451.43,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,41054.56,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,41847.21,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,42713.96,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,44006.66,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,45782.88,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,49154.05,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,51578.41,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,53231.08,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,56614.18,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,59579.64,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,60636.76,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,61704.96,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,63286.7,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,64509.77,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,65972.39,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,68033.45,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,70266.32,,
"AUT","Austria","P3CG","Final consumption expenditure","T","Total function","GS13","General government","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,72340.6,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1970","1970","USD","US Dollar","6","Millions",,,11537.2,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1971","1971","USD","US Dollar","6","Millions",,,13317.9,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1972","1972","USD","US Dollar","6","Millions",,,14988.8,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1973","1973","USD","US Dollar","6","Millions",,,16684,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1974","1974","USD","US Dollar","6","Millions",,,18953.9,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1975","1975","USD","US Dollar","6","Millions",,,21593.8,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1976","1976","USD","US Dollar","6","Millions",,,23374.3,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1977","1977","USD","US Dollar","6","Millions",,,25586.7,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1978","1978","USD","US Dollar","6","Millions",,,28317.4,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1979","1979","USD","US Dollar","6","Millions",,,31393,,
"USA","United States","P3CG","Final consumption expenditure","030","Public order and safety","GS13","General government","C","Current prices","1980","1980","USD","US Dollar","6","Millions",,,34907.2,,
