"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.923455843201123","0.943402955770747","0.957639238781734","0.98504813991303","1.02509754815032","1.03793863275105","1.0524991797611","1.07298339015165","1.13099493159569","1.13970333396072","1.126001704084","1.16317911733834","1.19612058359134","1.20873525702851","1.21021257268887","1.23287916439057","1.23764827048682","1.26734587895859","1.29649984604393","1.31018519029742","1.27878791830679","1.30294060707092","1.31780135631561","1.28514099121094","1.30884277820587","1.36231791973114","1.35504460334778","1.35068964958191","1.36484874935565","1.42250669073911","1.39194832636538","1.2656258264358","1.22273056608009","",
"Africa Eastern and Southern","AFE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19749757075503","10.0707319256054","10.9129008458112","11.735787358862","12.2041652214925","14.5600018893242","14.5854818052397","14.1790575059123","14.5451339307295","16.6134779097919","17.2422638894206","17.5094188570492","17.0358776005124","17.0225200169416","17.4458279431472","17.2055580487587","17.1496573204731","17.9461277074542","18.9484463709016","18.6485513842819","","",
"Africa Western and Central","AFW","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05956073441414E-08","2.11447312404059E-08","1.19186551455087E-07","1.18497313002111E-06","2.64058620241459E-05","0.000498001005613688","0.0239658891386494","0.0460479886773902","0.0634579368512182","0.411438514817879","2.0841130701319","4.20585569302775","10.0417789028287","19.0967831017781","24.817237929602","34.2590525741182","38.9217542875155","39.5303533837807","46.2977522475493","38.2918248013339","50.0473118971555","64.6057510375977","65.6816711425781","66.0193710327148","65.0006713867188","68.1820449829102","80.7789688110352","92.9517211914063","116.336716356015","136.214650415172","148.932143135835","197.863546077901","214.989163849632","",
"Albania","ALB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33819085727471","3.06493300648956","9.97835886599569","21.9948943381164","29.2537180568149","31.4720253673201","35.4187500552085","38.7317885505318","40.718713338381","41.1017621844737","42.019883225501","42.8111190188517","42.1098291457286","44.5906564765181","44.8974740213058","45.5274686581341","44.4123958796973","44.6248687731374","44.56100740189","44.3395271928301","44.203766216073","43.8578687767297","43.6553328164802","44.1136993418774","42.8937920557232","42.7059745375862","42.3859334736374","42.255578678425","42.3028153733489","40.5504473807418","40.2101605268705","40.5940924970677","39.485954044962","",
"Andorra","AND","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12780327105821","1.09975689364344","1.09468079482726","1.08300042495523","1.0575741316695","1.07632907454432","1.11799587926941","1.08857742659941","1.03066403035515","1.10215495606207","1.20124208569866","1.14717588701752","1.17216548208919","1.19629084097766","1.26406004493086","1.42817735843857","1.55115586544322","1.69964380612764","1.97673239143005","1.66592766784863","1.9182173245378","2.12660837173462","2.17772459983826","2.21331596374512","2.18256711959839","2.18778467178345","2.18975210189819","2.22179198265076","2.34183102421015","2.22707124332785","1.93388993964971","2.10695223508328","2.22900689533131","",
"Argentina","ARG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293966424097195","0.683869409620272","0.776094362393905","0.731126714409491","0.73623721421431","0.743940340077583","0.730181312413699","0.714473304039453","0.694473012709146","0.672245111990598","0.664171110696196","0.642419923256386","0.825841640499041","0.894858603233684","1.03149512060945","1.10332152332588","1.21736665520604","1.36242054359774","1.6465299152593","1.88762866713742","2.2553242506938","2.73312783241272","3.21815371513367","3.94096684455872","5.45196390151978","6.86654806137085","9.29496574401855","10.2568216323853","14.2261354511881","20.8507177783309","28.8320957941995","42.4483114458045","67.2058983701485","",
