"Data Source","World Development Indicators",

"Last Updated Date","2018-05-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26011914250927","","","","","","",
"Afghanistan","AFG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63794378296968","10.5565893686871","11.4291678974583","12.2798564686053","12.7682037319421","15.2209056054823","15.2533728096334","14.8194277658459","16.0223658757746","17.35617","18.4575606427255","18.8685982898614","18.6463679691512","18.8949478990152","19.6127869728846","",
"Angola","AGO","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67821122897139E-09","2.26684499539319E-08","7.73689483117614E-08","1.03833778156454E-06","2.26481324828789E-05","0.000442670958273179","0.0239082615923926","0.0456766734252819","0.0611446482517931","0.3956288036683","2.00466234689533","4.04391255961863","11.8119776120393","21.4118031197373","29.1311273018827","35.7914178638793","39.2530461675001","43.0594412006445","50.5427589490051","46.4404087565486","56.1543917660417","68.3148555611226","71.8218694255595","72.4507292463504","70.198527282347","66.655365258445","83.8632157524968","",
"Albania","ALB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8792007246324","2.52009557811864","8.61595186445472","18.0799663129912","24.5041742482224","25.3413290371481","35.1592621374481","38.7464156158231","40.7522583324681","41.101486444049","42.0258888898627","42.7704249783174","42.9263391131837","44.6456899988972","44.923658633553","45.5272081382206","44.4525462867169","44.6855366654024","44.5612121499538","44.3369680183231","44.1566532134776","43.8576999373958","43.6553224928973","44.1137715754682","42.8939300138557","43.929064947029","44.3741674333027","",
"Andorra","AND","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39383287521235","1.35987125860679","1.35358608816581","1.33902646878434","1.30768263604057","1.33101931137541","1.38261918858941","1.34640866295119","1.27528631875541","1.36211875487286","1.4844326815201","1.41726082122529","1.44846766937585","1.47798334570896","1.56071756672982","1.76194887433274","1.91392001355764","2.09797580179043","2.43895815942656","2.05305998146645","2.28162418215353","2.54430863442172","2.53890971635995","2.46016893758271","2.41646657464126","2.04400412381778","1.90840080380359","",
"Argentina","ARG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.301233818934089","0.679129007685092","0.743145960229743","0.715229359459361","0.720280154893941","0.727896346453713","0.714472038317873","0.69919083213423","0.679889134360769","0.657343107965006","0.649384764308013","0.627958464671374","0.807437286570927","0.874740684842198","1.00766445288871","1.07697711796634","1.18845267414542","1.33059500353519","1.60737882496045","1.84057791616198","2.19868346737001","2.664829","3.20052705540661","3.90396550847684","5.3800445455015","6.62871175097587","9.20749160001193","",
"Armenia","ARM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00587848394133585","0.0102054921919437","0.0667338445711501","0.971986659016949","40.0422118365962","102.43925745284","120.312551557901","139.267608880785","152.512004903224","150.294079391942","144.931578920568","147.468389241983","148.680644030977","152.422719717216","157.703475264326","157.737390995152","160.105758172215","162.556492197482","168.978217036508","171.992707885144","183.117823575285","187.095284122817","193.532071686569","196.868516664474","197.863563178622","198.117003238067","196.633263761803","",
"American Samoa","ASM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75680276380446","1.74452135172833","1.74762663541052","1.73795824293604","1.75697001565956","1.7624337701341","1.78236572652204","1.78439626699354","1.80248758475319","1.80201347187674","1.78926701153798","1.77535867466017","1.76078252378854","1.70973134520294","1.69128956336623","1.71165329487573","1.66741397419268","1.68491441037427","1.72488178464753","1.74248976442658","1.74625778199796","1.73145405232612","1.74230862877309","1.69020894469186","1.69529984415612","1.71834900295688","1.72309404531147","",
"Australia","AUS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.365183","1.348254","1.327612","1.312468","1.29972","1.310017","1.311927","1.308149","1.300069","1.29695","1.311102","1.327469","1.33649","1.355927","1.36494","1.388356","1.4029","1.426944","1.479073","1.441762","1.501319","1.511052","1.540115","1.447123","1.452489","1.470809","1.485521","",
