"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.2";"V.III.1 Capital account - Changes in liabilities and net worth";"Capital transfers, receivable less payable";"D.9";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"-1963000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in liabilities and net worth";"Capital transfers, receivable";"D.9";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"629000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in liabilities and net worth";"Capital transfers, receivable";"D.9";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"629000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in liabilities and net worth";"Less: Capital transfers, payable";"D.9";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"2592000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in liabilities and net worth";"Less: Capital transfers, payable";"D.9";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"2592000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in assets";"Acquisitions less disposals of non-produced non-financial assets";"K.2";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"0";""
"Australia";"4.2";"V.III.1 Capital account - Changes in assets";"Acquisitions less disposals of non-produced non-financial assets";"K.2";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"0";""
"Australia";"4.2";"V.III.1 Capital account - Changes in assets";"NET LENDING (+) / NET BORROWING (-)";"B.9";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"19380000000";""
"Australia";"4.2";"V.III.1 Capital account - Changes in assets";"NET LENDING (+) / NET BORROWING (-)";"B.9";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"19380000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Net incurrence of liabilities";"F";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"10453000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Net incurrence of liabilities";"F";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"9866000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Net incurrence of liabilities";"F";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"11270000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Net incurrence of liabilities";"F";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"11270000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Currency and deposits";"F.2";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"1501000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Currency and deposits";"F.2";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"1456000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Currency and deposits";"F.2";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"583000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Currency and deposits";"F.2";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"583000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Securities other than shares";"F.3";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"-621000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Securities other than shares";"F.3";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"-621000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Securities other than shares";"F.3";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"991000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Securities other than shares";"F.3";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"991000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Loans";"F.4";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"1056000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Loans";"F.4";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"1079000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Loans";"F.4";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"3213000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Loans";"F.4";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"3213000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Shares and other equity";"F.5";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"5047000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Shares and other equity";"F.5";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"4457000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Shares and other equity";"F.5";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"5813000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Shares and other equity";"F.5";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"5813000000";""
"Australia";"4.2";"V.III.2 Financial account - Changes in liabilities and net worth";"Insurance technical reserves";"F.6";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"146000000";""
