"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2012";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"172249000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2011";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"158313000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2010";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"153695000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2009";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"145429000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2008";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"137374000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2008";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"138243000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2007";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"139458000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2007";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"138976000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2006";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"130004000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2006";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"128868000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2006";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"128008000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2005";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"121316000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2005";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"120430000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2005";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"121301000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2004";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"114774000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2004";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"114553000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2004";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"114318000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2004";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"115352000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2003";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"110648000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2003";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"110519000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2003";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"110108000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2003";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"110529000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2002";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"102984000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2002";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"102930000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2002";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"103003000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2002";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"102916000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2001";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"93793000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"2001";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"93768000000";""
