"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Angola";"4.1";"I. Production account - Resources";"Output, at basic prices (otherwise, please specify)";"P.1";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"18756745000000";""
"Angola";"4.1";"I. Production account - Resources";"Less: Financial intermediation services indirectly measured (only to be deducted if FISIM is not distributed to uses)";"P.119";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"150984000000";""
"Angola";"4.1";"I. Production account - Resources";"Plus: Taxes less Subsidies on products";"D.21-D.31";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"-135032000000";""
"Angola";"4.1";"I. Production account - Resources";"Plus: Taxes on products";"D.21";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"348117000000";""
"Angola";"4.1";"I. Production account - Resources";"Less: Subsidies on products";"D.31";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"483149000000";""
"Angola";"4.1";"I. Production account - Uses";"Intermediate consumption, at purchaser's prices";"P.2";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"6647156000000";""
"Angola";"4.1";"I. Production account - Uses";"GROSS DOMESTIC PRODUCT";"B.1*g";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"11974557000000";""
"Angola";"4.1";"I. Production account - Uses";"Less: Consumption of fixed capital";"K.1";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"3533436000000";""
"Angola";"4.1";"I. Production account - Uses";"NET DOMESTIC PRODUCT";"B.1*n";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"8441121000000";""
"Angola";"4.1";"II.1.1 Generation of income account - Resources";"GROSS DOMESTIC PRODUCT";"B.1*g";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"11974557000000";""
"Angola";"4.1";"II.1.1 Generation of income account - Uses";"Compensation of employees";"D.1";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"2760020000000";""
"Angola";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports, less Subsidies";"D.2-D.3";"2012";"200";"(second) Kwanza";"1993";"Western calendar year";"-106688000000";""
