alpha2;year;p2;nhweal992j;thweal992j;ahweal992j;ohweal992j;bhweal992j;shweal992j
"FR";1917;"p3";267257.4;315.0137;355.9911;37117.25;117.8274;.9998655
"FR";1918;"p3";267420.9;284.3459;323.8384;33927.2;119.3167;.9998669
"FR";1919;"p3";265746.9;266.9692;303.3023;31675.32;118.6478;.9998664
"FR";1920;"p3";271940.1;252.1796;285.6548;29165.98;115.6556;.9998624
"FR";1921;"p3";274463;237.1397;269.5786;26906.62;113.4632;.9998595
"FR";1922;"p3";276326.8;226.2858;256.7473;25418.92;112.331;.9998579
"FR";1923;"p3";278830.1;217.1587;246.3915;24119.72;111.0696;.9998567
"FR";1924;"p3";282232;204.7102;231.2129;23000.87;112.3582;.9998583
"FR";1925;"p3";285562;184.1776;209.7334;22103.49;120.0118;.9998671
"FR";1926;"p3";287377.6;188.2871;214.1586;22864.3;121.4332;.9998685
"FR";1927;"p3";289488.3;183.592;209.1469;24832.45;135.2589;.9998816
"FR";1929;"p3";292888.7;199.2431;225.9391;30052.71;150.8344;.9998941
"FR";1930;"p3";294542;223.6373;253.2909;29454.37;131.706;.9998789
"FR";1931;"p3";297448.8;221.1871;251.1785;27789.67;125.6388;.999873
"FR";1932;"p3";297663.2;245.5504;278.2459;28654.3;116.6942;.9998634
"FR";1933;"p3";298393.8;216.0052;245.1764;28889.79;133.7458;.9998806
"FR";1935;"p3";299495.3;242.4404;274.8184;29452.01;121.4815;.9998685
"FR";1936;"p3";297436.6;260.7351;295.6009;30014.7;115.1157;.9998615
"FR";1937;"p3";295365.4;303.5857;344.7089;30669.06;101.0227;.9998415
"FR";1938;"p3";293685.6;338.3156;384.7406;31502.03;93.11432;.999829
"FR";1939;"p3";279905.5;337.2168;383.6599;33584.86;99.59425;.9998402
"FR";1940;"p3";279382.4;259.6437;294.9723;22821.2;87.89431;.9998192
"FR";1941;"p3";260810.6;232.2363;264.1688;24576.84;105.8268;.9998494
"FR";1942;"p3";263296.5;256.5161;291.8664;23164.44;90.30405;.9998236
"FR";1943;"p3";262914.9;222.104;253.4856;22083.05;99.42664;.9998407
"FR";1944;"p3";260955.5;193.5404;219.7967;19074.65;98.55639;.9998384
"FR";1945;"p3";262159.1;151.8005;172.2017;16760.85;110.4137;.9998555
"FR";1946;"p3";291547.4;137.4723;156.2065;14973.9;108.9231;.9998537
"FR";1947;"p3";293642.4;152.8895;173.73;15251.8;99.757;.9998403
"FR";1948;"p3";296139.9;154.8861;176.0204;15459.29;99.81069;.9998403
"FR";1949;"p3";298357;193.7081;215.2313;15737.61;81.2439;.9998449
"FR";1950;"p3";299844.5;198.5703;218.4274;17232.03;86.7805;.9998218
"FR";1951;"p3";302141;216.433;233.0817;18808.02;86.89999;.9998267
"FR";1952;"p3";303815.2;235.4171;264.8442;20280.1;86.14542;.9998205
"FR";1953;"p3";305733.5;220.1006;249.4474;21567.68;97.99009;.9998316
"FR";1954;"p3";306944.2;262.7011;306.4846;22862.5;87.02859;.9998091
"FR";1955;"p3";308800.7;314.754;343.368;24911.17;79.14489;.9998047
"FR";1956;"p3";310734.9;354.0896;394.9461;27238.94;76.92669;.9997939
"FR";1957;"p3";312716.3;381.7701;419.9471;29393.59;76.99293;.9997902
"FR";1958;"p3";315036.2;429.5719;486.0945;31730.39;73.86515;.9997869
"FR";1959;"p3";317126.4;446.6606;510.4693;34081.97;76.30396;.9997877
"FR";1960;"p3";319069.1;507.5533;580.0609;36318.34;71.55571;.9997766
"FR";1962;"p3";321886;574.0573;641.0306;42000.62;73.16451;.9997839
"FR";1964;"p3";330595.2;652.5289;739.5327;47486.89;72.77362;.999779
"FR";1965;"p3";332870.9;785.2475;903.4568;50709.7;64.57798;.9997545
"FR";1966;"p3";334544.1;967.3638;1098.532;54302.68;56.1347;.9997121
"FR";1967;"p3";338503.7;1193.259;1344.405;57793.73;48.43352;.9996737
"FR";1968;"p3";342571.3;1538.908;1752.223;61491.48;39.95786;.9996016
"FR";1969;"p3";347080.8;1894.861;2157.444;65242.69;34.43139;.9995369
"FR";1970;"p3";351764.4;2430.858;2525.13;66906.38;27.52377;.9990464
"FR";1971;"p3";356749.5;2715.753;2957.436;68216.52;25.11883;.999342
"FR";1972;"p3";361012.3;3117.334;3349.349;70911.21;22.74739;.9992697
"FR";1973;"p3";365150.5;3147.594;3440.265;73977.98;23.50302;.9992502
"FR";1974;"p3";369145.2;3278.416;3541.284;75763.14;23.10968;.9992871
"FR";1975;"p3";372680.5;2924.25;3050.822;76515.81;26.16596;.9990742
"FR";1976;"p3";375910.4;3304.236;3552.349;78133.97;23.64661;.9991967
"FR";1977;"p3";379517.4;3538.742;3792.026;80286.21;22.68778;.9991486
"FR";1978;"p3";383307.4;3729.826;3991.51;85404.31;22.89767;.9992688
"FR";1979;"p3";386747.9;3713.326;3863.541;90467.41;24.36291;.999027
"FR";1980;"p3";390554.6;3130.956;3553.985;91716.34;29.2934;.9994548
"FR";1981;"p3";394280;3129.745;3549.618;91446.76;29.2186;.9994532
"FR";1982;"p3";398249.6;3504.435;3866.072;89894.33;25.65159;.9993625
"FR";1983;"p3";402015.3;3792.239;4090.439;89888.88;23.70338;.9992969
"FR";1984;"p3";410896;3724.223;3733.382;89853.16;24.12669;.9990104
"FR";1985;"p3";409975.6;3798.856;4102.973;90016.76;23.69575;.9992636
"FR";1986;"p3";413828;3458.783;3868.419;91868.24;26.56086;.9993693
"FR";1987;"p3";417725.8;3365.907;3803.958;94680.61;28.1293;.9994141
"FR";1988;"p3";398032.2;3592.901;3592.901;97225.18;27.06036;.9990219
"FR";1989;"p3";425680.6;3087.213;3488.385;103042.2;33.37711;.999499
"FR";1990;"p3";445631.5;3008.814;3010.281;105564.9;35.08522;.9992342
"FR";1991;"p3";454607.2;2610.842;2630.859;104459.3;40.00981;.9993202
"FR";1992;"p3";458948;2461.811;2475.839;103399.4;42.00134;.9993328
"FR";1993;"p3";412100.9;2365.744;2427.782;102694.3;43.4089;.9993626
"FR";1994;"p3";447059.1;2355.784;2355.784;102442.6;43.48557;.9993737
"FR";1995;"p3";432061.5;2383.602;2383.602;103369.3;43.36684;.9993564
"FR";1996;"p3";452093.2;2389.11;2389.11;106226.1;44.46261;.9993654
"FR";1997;"p3";454852;2408.258;2408.258;109660.1;45.53503;.9994062
"FR";1998;"p3";456626.9;2642.65;2698.627;114313;43.25695;.9994521
"FR";1999;"p3";459892.2;2739.352;2817.323;125202.9;45.70529;.9994695
"FR";2000;"p3";463562.3;2773.697;2785.211;135018.5;48.67818;.999571
"FR";2001;"p3";463942.7;2685.08;2736.499;138681.5;51.64891;.9995149
"FR";2002;"p3";472556.6;2785.082;2785.082;142067.7;51.01024;.9995179
"FR";2003;"p3";476838.6;2779.86;2855.641;151920.9;54.65055;.9995507
"FR";2004;"p3";480819.3;2735.268;3005.009;167908.4;61.38646;.999611
"FR";2005;"p3";484209.2;3050.782;3073.999;186083.1;60.99523;.9995884
"FR";2006;"p3";487904.9;2835.679;2836.815;203047.3;71.60447;.9996473
"FR";2007;"p3";491690.4;2494.949;2494.948;213001.4;85.37306;.9996871
"FR";2008;"p3";495068.9;2256.988;2259.149;205328;90.97433;.9997122
"FR";2009;"p3";498559.8;2099.139;2113.119;197753.3;94.20686;.9997422
"FR";2010;"p3";501036.1;1463.504;1467.77;204508;139.7386;.9998112
"FR";2011;"p3";505714.6;1548.118;1583.635;208885;134.9283;.999801
"FR";2012;"p3";508644;1601.261;1643.319;208197.3;130.0208;.9997938
"FR";2013;"p3";513180;1718.501;1940.44;207340.9;120.6522;.9998665
"FR";2014;"p3";517215.1;1755.328;1977.022;205957.8;117.3329;.9998625
"FR";1807;"p4";177898.8;296.5689;330.2699;19655.8;66.27735;.9996644
"FR";1817;"p4";186763.6;242.6473;269.6081;22246.62;91.68296;.9997603
"FR";1827;"p4";199030.1;300.778;314.1459;22235.37;73.92618;.9996588
"FR";1837;"p4";212004.9;362.3392;387.7665;23602.89;65.1403;.9996691
"FR";1847;"p4";225265.2;208.7074;230.6767;25626.54;122.7869;.9998214
"FR";1857;"p4";236815.8;344.3381;374.2805;28341.13;82.30611;.9997288
"FR";1867;"p4";239646.3;435.5677;450.0867;31378.05;72.03944;.9996483
"FR";1877;"p4";243667.4;409.0011;418.2966;31975.58;78.1797;.9996806
"FR";1887;"p4";252162.4;480.0865;489.8842;37402.16;77.90712;.9996781
"FR";1902;"p4";261488.9;339.1393;368.6297;45169.29;133.188;.9998369
"FR";1903;"p4";262333.8;370.0385;403.2471;45329.47;122.4993;.999818
"FR";1904;"p4";263257.1;379.1042;411.8662;45350.11;119.6244;.9998151
"FR";1905;"p4";264131.6;395.4913;433.6109;45471.79;114.9755;.9998056
"FR";1907;"p4";265560.6;433.0013;469.8525;45914.26;106.0372;.9997908
"FR";1909;"p4";266888.5;448.9247;484.4831;46416.9;103.3957;.9997876
"FR";1910;"p4";267596.1;468.6003;510.8166;46729.36;99.72115;.999777
"FR";1911;"p4";268375.7;468.5475;505.5381;47035.45;100.3857;.9997799
"FR";1912;"p4";269113.8;452.4688;489.8286;47224.65;104.371;.9997876
"FR";1913;"p4";270078.1;501.7128;542.5024;47571.57;94.81832;.9997661
"FR";1914;"p4";271323.7;469.0811;513.9497;44576.88;95.03021;.9997655
"FR";1915;"p4";270224.8;484.5275;525.7639;42770.27;88.27211;.9997497
"FR";1916;"p4";268058.5;441.8183;478.6365;40396.65;91.43273;.9997587
"FR";1917;"p4";267257.4;396.9685;430.2626;37500.18;94.46638;.9997666
"FR";1918;"p4";267420.9;359.3816;390.9756;34277.24;95.37839;.9997686
"FR";1919;"p4";265746.9;336.476;364.9106;32002.11;95.10964;.9997677
"FR";1920;"p4";271940.1;318.0141;344.7942;29466.82;92.65885;.9997614
"FR";1921;"p4";274463;299.7804;325.5078;27184.09;90.68003;.9997562
"FR";1922;"p4";276326.8;286.121;310.0551;25681.03;89.75583;.9997538
"FR";1923;"p4";278830.1;273.5364;296.5051;24368.4;89.08649;.9997515
"FR";1924;"p4";282232;257.7156;279.6488;23238.06;90.16939;.9997547
"FR";1925;"p4";285562;233.5266;253.795;22331.55;95.62744;.9997694
"FR";1926;"p4";287377.6;237.8742;257.9965;23100.24;97.11118;.9997718
"FR";1927;"p4";289488.3;232.0119;252.1868;25088.94;108.1365;.9997948
"FR";1929;"p4";292888.7;251.3328;272.1687;30363.41;120.8096;.9998167
"FR";1930;"p4";294542;281.7089;305.8024;29758.55;105.6358;.9997903
"FR";1931;"p4";297448.8;279.9204;303.6636;28076.53;100.3018;.9997798
"FR";1932;"p4";297663.2;310.2742;336.2972;28949.89;93.30419;.9997634
"FR";1933;"p4";298393.8;272.2638;295.184;29188.18;107.2055;.9997932
"FR";1935;"p4";299495.3;305.617;330.8877;29755.94;97.36349;.9997724
"FR";1936;"p4";297436.6;328.1927;356.2369;30324.27;92.39776;.99976
"FR";1937;"p4";295365.4;383.413;416.0696;30984.94;80.81348;.9997256
"FR";1938;"p4";293685.6;427.9639;465.851;31826.17;74.36647;.9997031
"FR";1939;"p4";279905.5;427.074;464.4303;33930.7;79.44923;.9997224
"FR";1940;"p4";279382.4;328.5982;357.5421;23055.85;70.16426;.9996859
"FR";1941;"p4";260810.6;293.5612;318.9621;24830.09;84.58234;.9997386
"FR";1942;"p4";263296.5;325.1017;353.8049;23402.7;71.98579;.9996938
"FR";1943;"p4";262914.9;283.1643;308.7075;22310.44;78.78973;.9997224
"FR";1944;"p4";260955.5;244.0639;264.9495;19271.05;78.95906;.9997196
"FR";1945;"p4";262159.1;191.6633;208.1721;16933.65;88.35106;.9997495
"FR";1946;"p4";291547.4;173.8853;188.9254;15128.26;87.00135;.9997461
"FR";1947;"p4";293642.4;193.3343;209.9361;15408.86;79.70061;.9997228
"FR";1948;"p4";296139.9;195.929;212.8662;15618.49;79.71503;.999723
"FR";1949;"p4";298357;236.7544;236.7544;15899.3;67.15524;.9997039
"FR";1950;"p4";299844.5;238.2844;258.1414;17409.26;73.06084;.9996912
"FR";1951;"p4";302141;266.3791;283.0277;19001.51;71.3326;.9996989
"FR";1952;"p4";303815.2;294.2713;323.6985;20488.59;69.62484;.9996859
"FR";1953;"p4";305733.5;293.4675;322.8142;21789.75;74.24926;.9997124
"FR";1954;"p4";306944.2;335.6736;364.8626;23097.46;68.80929;.999671
"FR";1955;"p4";308800.7;386.289;414.903;25167.08;65.15092;.9996626
"FR";1956;"p4";310734.9;449.4215;490.278;27518.57;61.23109;.9996445
"FR";1957;"p4";312716.3;470.8497;521.7524;29695.4;63.06769;.999643
"FR";1958;"p4";315036.2;542.6171;587.8352;32055.85;59.07637;.999629
"FR";1959;"p4";317126.4;574.278;627.4518;34431.68;59.95647;.9996333
"FR";1960;"p4";319069.1;631.8521;694.0015;36690.61;58.06836;.999612
"FR";1962;"p4";321886;717.5716;784.545;42431.45;59.132;.9996265
"FR";1964;"p4";330595.2;826.5366;904.8401;47973.84;58.042;.9996185
"FR";1965;"p4";332870.9;996.3355;1080.771;51228.51;51.41693;.999571
"FR";1966;"p4";334544.1;1237.898;1344.472;54856.89;44.31456;.9995036
"FR";1967;"p4";338503.7;1503.506;1630.787;58381.74;38.83039;.999434
"FR";1968;"p4";342571.3;1942.681;2117.904;62113.76;31.97321;.999308
"FR";1969;"p4";347080.8;2398.738;2604.546;65899.83;27.47271;.9991962
"FR";1970;"p4";348520.1;2700.205;2706.939;67577.08;25.02665;.9986577
"FR";1971;"p4";356749.5;3154.598;3300.88;68896.3;21.83996;.9988954
"FR";1972;"p4";361012.3;3515.924;3593.263;71614.97;20.36875;.9987831
"FR";1973;"p4";365150.5;3694.282;3804.724;74712.74;20.22389;.9987711
"FR";1974;"p4";369145.2;3734.716;3804.153;76515.45;20.48762;.9988056
"FR";1975;"p4";372973.1;3103.196;3277.778;77280.78;24.90361;.9986636
"FR";1976;"p4";375910.4;3808.339;3922.55;78910.86;20.72054;.9987284
"FR";1977;"p4";379517.4;4059.784;4182.808;81083.03;19.97225;.9986621
"FR";1978;"p4";383307.4;4180.32;4276.381;86252.36;20.63296;.9987873
"FR";1979;"p4";364826;4100.882;4124.916;91369.48;22.28045;.9985871
"FR";1980;"p4";390554.6;3947.375;4278.793;92634.71;23.46742;.9990555
"FR";1981;"p4";394280;3942.947;4273.537;92362.36;23.4247;.9990532
"FR";1982;"p4";398249.6;4180.351;4421.443;90790.46;21.71838;.9989194
"FR";1983;"p4";402015.3;4323.898;4478.884;90782.62;20.99555;.9988281
"FR";1984;"p4";405405.6;3735.214;3933.058;90750.35;24.29589;.9985825
"FR";1985;"p4";409975.6;4348.005;4518.31;90911.69;20.90883;.998794
"FR";1986;"p4";413828;4240.065;4543.988;92784.9;21.8829;.9989355
"FR";1987;"p4";417725.8;4211.41;4556.053;95627.24;22.7067;.9990002
"FR";1988;"p4";445249.6;3592.901;3613.173;98145.37;27.31647;.9986627
"FR";1989;"p4";425680.6;3866.934;4192.698;104079.3;26.91519;.9991501
"FR";1990;"p4";435083.5;3023.491;3035.233;106672.1;35.28111;.9989299
"FR";1991;"p4";458086.4;2666.604;2768.121;105569.4;39.58945;.9990488
"FR";1992;"p4";438014;2694.666;2694.667;104499.5;38.78014;.9990748
"FR";1993;"p4";474586.7;2436.054;2553.239;103665.1;42.55452;.999136
"FR";1994;"p4";446732.3;2355.784;2436.219;103485.4;43.92822;.9991367
"FR";1995;"p4";436604.4;2383.602;2390.335;104378.3;43.79017;.9991284
"FR";1996;"p4";452994;2389.11;2403.71;107306.2;44.9147;.999134
"FR";1997;"p4";435297.4;2408.258;2442.455;110777;45.99883;.99918
"FR";1998;"p4";458747;2848.334;2848.333;115473.4;40.54067;.9992093
"FR";1999;"p4";460019.8;2981.06;2981.06;126477.5;42.42704;.9992377
"FR";2000;"p4";463703.6;2927.223;2974.56;136395.7;46.59559;.9993586
"FR";2001;"p4";472088.9;2756.565;2925.872;140085.2;50.81873;.9993134
"FR";2002;"p4";472267.9;2785.082;2983.841;143518.7;51.53124;.9993159
"FR";2003;"p4";477009.5;2858.047;2895.336;153473.4;53.69869;.999357
"FR";2004;"p4";480464.3;3014.474;3031.037;169626.6;56.27071;.9994265
"FR";2005;"p4";484259.5;3129.721;3130.882;187989.1;60.06575;.9994181
"FR";2006;"p4";487634.4;2887.96;2939.104;205133.2;71.03047;.9995033
"FR";2007;"p4";491428.1;2494.949;2689.936;215194.5;86.25208;.9995663
"FR";2008;"p4";495181.4;2328.296;2397.442;207442.8;89.09641;.9995987
"FR";2009;"p4";498426.3;2114.194;2128.174;199791.4;94.50001;.9996321
"FR";2010;"p4";490642.7;1539.239;1785.645;206622.6;134.2369;.9997372
"FR";2011;"p4";505768.9;1754.952;1938.804;211044.5;120.2565;.9997228
"FR";2012;"p4";508756.5;1811.549;2023.888;210349;116.1155;.9997125
"FR";2013;"p4";513180;2143.036;2311.018;209480.5;97.7494;.99977
"FR";2014;"p4";517215.1;2180.495;2345.5;208082.6;95.4291;.9997635
"FR";1807;"p5";177898.8;350.4905;370.7111;19859.23;56.66125;.9994894
"FR";1817;"p5";186763.6;283.0885;296.5689;22477.96;79.40259;.9996341
"FR";1827;"p5";199030.1;320.8299;334.1978;22466.12;70.02502;.9995117
"FR";1837;"p5";212004.9;419.5506;438.6211;23847.26;56.84;.9994981
"FR";1847;"p5";225265.2;241.6613;258.1382;25893.87;107.1494;.9997277
"FR";1857;"p5";236815.8;404.223;424.1846;28635.51;70.84089;.9995912
"FR";1867;"p5";239646.3;459.7659;479.1245;31703.61;68.95599;.9994989
"FR";1877;"p5";243667.4;432.2398;441.5352;32307.76;74.74501;.9995444
"FR";1887;"p5";252162.4;504.5808;519.2773;37790.71;74.89526;.9995418
"FR";1902;"p5";261488.9;393.205;412.8653;45640.88;116.074;.9997519
"FR";1903;"p5";262333.8;431.7116;455.432;45802.38;106.0948;.9997253
"FR";1904;"p5";263257.1;439.948;468.0298;45823.14;104.1558;.9997206
"FR";1905;"p5";264131.6;462.2006;486.0254;45945.88;99.40678;.9997063
"FR";1907;"p5";265560.6;506.7037;534.3421;46392.63;91.55771;.9996843
"FR";1909;"p5";266888.5;520.0415;551.1551;46900.4;90.18588;.9996788
"FR";1910;"p5";267596.1;544.5896;574.141;47215.87;86.69991;.9996631
"FR";1911;"p5";268375.7;542.5287;575.4092;47525.24;87.5995;.9996679
"FR";1912;"p5";269113.8;527.1884;556.2461;47716.59;90.51145;.9996795
"FR";1913;"p5";270078.1;583.2921;615.9238;48066.61;82.40572;.9996473
"FR";1914;"p5";271323.7;546.5814;575.1342;45040.69;82.40437;.9996454
"FR";1915;"p5";270224.8;560.1276;591.0549;43214.95;77.15197;.9996217
"FR";1916;"p5";268058.5;512.3865;540.0001;40816.84;79.66026;.9996353
"FR";1917;"p5";267257.4;463.5567;489.1676;37890.39;81.7384;.9996471
"FR";1918;"p5";267420.9;416.6457;440.3412;34633.94;83.12563;.9996498
"FR";1919;"p5";265746.9;391.7654;412.3015;32335.13;82.53696;.9996489
"FR";1920;"p5";271940.1;370.4585;391.6595;29773.37;80.36897;.9996395
"FR";1921;"p5";274463;348.998;368.0139;27466.81;78.70192;.9996315
"FR";1922;"p5";276326.8;332.9012;352.4836;25948.09;77.94531;.9996281
"FR";1923;"p5";278830.1;318.4298;336.1783;24621.79;77.3225;.9996247
"FR";1924;"p5";282232;299.7543;317.1181;23479.72;78.3299;.9996294
"FR";1925;"p5";285562;272.3009;287.2818;22563.95;82.86404;.9996511
"FR";1926;"p5";287377.6;276.6815;291.7732;23340.69;84.35941;.9996556
"FR";1927;"p5";289488.3;269.6718;283.7942;25350.38;94.00458;.9996901
"FR";1929;"p5";292888.7;291.0512;306.027;30680.16;105.4116;.9997233
"FR";1930;"p5";294542;328.0426;344.7227;30068.58;91.66061;.9996833
"FR";1931;"p5";297448.8;324.9076;342.4026;28368.88;87.31368;.9996672
"FR";1932;"p5";297663.2;360.9857;380.3362;29251.08;81.03114;.9996424
"FR";1933;"p5";298393.8;316.0205;332.6898;29492.31;93.32404;.9996879
"FR";1935;"p5";299495.3;353.7892;371.9525;30065.68;84.9819;.9996566
"FR";1936;"p5";297436.6;381.2493;400.956;30639.73;80.36665;.9996377
"FR";1937;"p5";295365.4;445.7025;469.2878;31306.72;70.24129;.9995857
"FR";1938;"p5";293685.6;500.0027;527.751;32156.28;64.3122;.9995508
"FR";1939;"p5";279905.5;498.7578;526.0178;34282.98;68.73673;.99958
"FR";1940;"p5";279382.4;383.5065;404.7888;23294.78;60.74156;.9995244
"FR";1941;"p5";260810.6;342.1857;360.692;25088.1;73.31722;.9996048
"FR";1942;"p5";263296.5;379.7888;400.6364;23645.32;62.25912;.9995363
"FR";1943;"p5";262914.9;332.0613;350.0631;22542.04;67.88519;.9995784
"FR";1944;"p5";260955.5;284.045;299.7589;19471.12;68.54942;.9995764
"FR";1945;"p5";262159.1;223.0703;235.0157;17109.71;76.70099;.9996215
"FR";1946;"p5";291547.4;202.7342;213.8165;15285.51;75.3968;.9996161
"FR";1947;"p5";293642.4;225.3604;237.6057;15568.85;69.08422;.9995809
"FR";1948;"p5";296139.9;228.3177;240.6491;15780.65;69.11709;.9995811
"FR";1949;"p5";298357;258.2775;279.8007;16064.17;62.19731;.9995489
"FR";1950;"p5";299844.5;277.9985;297.8555;17589.8;63.273;.9995368
"FR";1951;"p5";302141;299.6764;316.3251;19198.55;64.06425;.9995438
"FR";1952;"p5";303815.2;338.412;353.1256;20700.86;61.17057;.9995213
"FR";1953;"p5";305733.5;337.4876;366.8344;22015.71;65.23414;.9995582
"FR";1954;"p5";306944.2;408.6462;437.8352;23336.75;57.10748;.9995064
"FR";1955;"p5";308800.7;457.8239;472.131;25427.63;55.5402;.999491
"FR";1956;"p5";310734.9;517.5156;544.7533;27803.07;53.72413;.999459
"FR";1957;"p5";312716.3;559.9294;585.3807;30002.49;53.58264;.99946
"FR";1958;"p5";315036.2;633.0533;666.9669;32387.09;51.16014;.999438
"FR";1959;"p5";317126.4;669.991;701.8953;34787.51;51.92236;.9994436
"FR";1960;"p5";319069.1;745.7926;787.2255;37069.52;49.70487;.999415
"FR";1962;"p5";321886;832.3831;880.2212;42869.83;51.50253;.9994339
"FR";1964;"p5";330595.2;965.7428;1017.945;48469.3;50.18863;.999422
"FR";1965;"p5";332870.9;1156.762;1224.311;51756.38;44.74245;.9993513
"FR";1966;"p5";334544.1;1434.65;1524.828;55420.17;38.62976;.9992484
"FR";1967;"p5";338503.7;1750.113;1845.574;58979.12;33.70018;.9991432
"FR";1968;"p5";342571.3;2270.271;2392.165;62745.3;27.6378;.998953
"FR";1969;"p5";347080.8;2803.258;2959.389;66566.1;23.74597;.9987849
"FR";1970;"p5";354934.1;2713.673;2801.21;68253.63;25.15175;.9982448
"FR";1971;"p5";356749.5;3440.801;3580.723;69586.78;20.224;.9983968
"FR";1972;"p5";361012.3;3652.754;3718.194;72330.99;19.80177;.9982612
"FR";1973;"p5";365150.5;3865.467;3882.033;75459.15;19.52135;.9982413
"FR";1974;"p5";369145.2;3833.911;3843.831;77280.83;20.15718;.9982883
"FR";1975;"p5";372839.3;3426.173;3443.631;78060.07;22.78346;.9982222
"FR";1976;"p5";375910.4;3989.501;4005.254;79700.21;19.97749;.9982113
"FR";1977;"p5";379517.4;4255.175;4269.648;81892.5;19.24539;.9981254
"FR";1978;"p5";383307.4;4372.443;4504.941;87115.26;19.92371;.9982715
"FR";1979;"p5";408689.3;4206.032;4224.058;92235.23;21.92927;.998144
"FR";1980;"p5";390554.6;4580.572;4820.378;93564.76;20.42644;.9985748
"FR";1981;"p5";394280;4572.757;4806.825;93289.61;20.40117;.9985718
"FR";1982;"p5";398249.6;4647.466;4845.505;91699.62;19.7311;.9984127
"FR";1983;"p5";402015.3;4637.793;4824.168;91691.08;19.77041;.9983148
"FR";1984;"p5";415906.1;4380.038;4427.667;91651.99;20.92493;.9981376
"FR";1985;"p5";409975.6;4686.878;4869.348;91821.1;19.5911;.9982769
"FR";1986;"p5";413828;4818.18;5029.605;93713.75;19.45003;.9984258
"FR";1987;"p5";417725.8;4870.097;5114.891;96585.88;19.83243;.9985043
"FR";1988;"p5";421704.7;3848.645;4027.978;99196.16;25.77431;.9982585
"FR";1989;"p5";425680.6;4492.823;4734.129;105130.7;23.3997;.9987308
"FR";1990;"p5";429785.7;3224.568;3594.432;107776.2;33.42344;.9986302
"FR";1991;"p5";434799.8;3134.154;3165.61;106711.2;34.04786;.998761
"FR";1992;"p5";436870.3;2694.666;2739.554;105569.8;39.17732;.9988068
"FR";1993;"p5";407432.1;2587.705;2600.112;104805.2;40.50124;.9988617
"FR";1994;"p5";446231.9;2441.672;2449.852;104548.5;42.81841;.9988917
"FR";1995;"p5";481789.4;2414.575;2442.855;105418.6;43.65929;.9988973
"FR";1996;"p5";452686.9;2423.62;2463.438;108411.1;44.73106;.9989008
"FR";1997;"p5";474790.4;2529.262;2566.09;111867.6;44.22935;.9989603
"FR";1998;"p5";457104.4;2848.334;2981.117;116662.1;40.95802;.9989519
"FR";1999;"p5";460000;2981.06;3052.533;127777.6;42.86316;.9989923
"FR";2000;"p5";463538.4;2983.515;3033.411;137800.2;46.18719;.9991315
"FR";2001;"p5";467920.9;2964.75;2983.562;141541.5;47.74147;.9990941
