"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,300814.7939,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,346665.8045,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,340386.5129,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,303534.5534,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,314255.0476,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,392555.2137,,
"DNK","Denmark","LF52ASNC","Investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,357570.4819,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1994","1994","USD","US Dollar","6","Millions",,,184247.5752,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,221833.7541,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,262411.4728,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,301228.5379,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,382041.3372,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,417107.5039,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,428840.2219,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,351894.9997,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,356821.3267,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,470852.6924,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,598906.2843,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,824401.8912,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,1061633.1649,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,1201420.0146,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,790554.599,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,1009260.1299,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,1105479.3081,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,1042878.8986,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,1158083.4408,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,1386719.7517,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,1348258.5683,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,1363318.7408,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,1324489.2809,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,1637421.106,,
"DNK","Denmark","LF5LINC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,1399299.4754,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,399585.6692,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,408119.4552,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,426713.419,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,642368.0313,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,586969.7776,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,612921.2154,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,613399.4825,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,683614.6533,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,900263.4951,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,1126773.1839,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,1075755.5241,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,1445170.2556,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,1831375.4559,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,1644146.3499,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,1868965.8242,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,1864432.3564,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,1896820.4074,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,1932576.6102,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,2070340.2663,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,1905532.099,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,1795479.9138,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,1713554.6366,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,1903603.5924,,
"BEL","Belgium","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,1692081.6527,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,117557.2831,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,130290.3426,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,133944.8245,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,191766.1269,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,257706.0196,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,230680.255,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,201545.3783,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,232382.4817,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,307493.769,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,366571.0762,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,385463.4359,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,507209.625,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,600485.7831,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,449509.3581,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,562133.6448,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,627220.2972,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,552259.8102,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,626402.3022,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,715289.5224,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,687181.8141,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,655268.9334,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,690234.1669,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,837615.106,,
"FIN","Finland","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,810113.835,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,1791609.9993,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,2190352.7761,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,2321017.1025,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,3047590.6197,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,4031523.0898,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,3865576.15,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,2993702.9521,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,3201699.9766,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,4371892.182,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,5235378.4568,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,5210892.9798,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,7127062.713,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,8552625.7173,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,5240755.3074,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,6308875.7634,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,6291886.5342,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,5560431.738,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,6347377.4364,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,7553949.9159,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,7167548.619,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,7091790.7113,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,7731571.5701,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,10083830.7321,,
"FRA","France","LF51LINC","Equity","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,9373103.965,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,2501963.2376,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,2883400.0925,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,3009405.5298,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,3863057.1434,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,4809389.8928,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,4860774.7455,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,3937691.5837,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,4140099.808,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,5719405.827,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,6822728.9338,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,6831658.0361,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,9277896.24,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,11040820.6608,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,7184435.5365,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,8661999.3432,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,8498353.5942,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,7395703.3797,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,8557425.2124,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,9948821.8836,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,9422052.1884,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,9243041.226,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,9917969.9786,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,12771980.1297,,
"FRA","France","LF5ASNC","Equity and investment fund shares/units","RS1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,11705189.585,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,1167.5438,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,1203.2416,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,1123.1378,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,1416.3792,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,2616.4985,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,3369.1323,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,2960.5064,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,2989.7814,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,2704.8024,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,3762.5755,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,4758.3781,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,7080.6189,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,11408.4523,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,17720.9242,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,22744.5013,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,23260.3594,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,22562.0361,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,24587.6148,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,38391.1732,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,26340.939,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2015","2015","USD","US Dollar","6","Millions",,,26466.2423,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2016","2016","USD","US Dollar","6","Millions",,,30492.4919,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2017","2017","USD","US Dollar","6","Millions",,,42990.4185,,
"CZE","Czech Republic","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2018","2018","USD","US Dollar","6","Millions",,,50859.254,,
"DNK","Denmark","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,123260.3733,,
"DNK","Denmark","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,148618.5895,,
"DNK","Denmark","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,173473.6959,,
"DNK","Denmark","LF51ASNC","Equity","RS2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,226576.9951,,
