"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,188361.1676,,
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,188414.4467,,
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,147546.6283,,
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,161662.5935,,
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,190978.9662,,
"HUN","Hungary","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,194174.767,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1989","1989","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1990","1990","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1991","1991","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1992","1992","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1993","1993","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1994","1994","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,0.0832,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,0.1932,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,0,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,23.7387,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,99.6249,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,311.7089,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,821.4908,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,2547.6151,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,4437.8831,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,4019.0517,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,6524.4856,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,7542.66,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,4479.1341,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,4280.2245,,
"HUN","Hungary","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,4639.6161,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,21004.944,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,38646.8705,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,57083.9077,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,78659.6507,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,115623.8968,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,27009.8966,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,14597.6353,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,23652.2648,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,27347.505,,
"ISL","Iceland","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,27251.4696,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,1161.6847,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,2323.7221,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,7482.7723,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,10955.0237,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,16525.5942,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,2271.3634,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,1099.2554,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,1852.2903,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,2088.5258,,
"ISL","Iceland","SAF5ASNC","Shares and other equity","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,1082.7118,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,23131.4811,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,27493.7679,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,34884.06,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,42161.0813,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,59240.9949,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,88495.815,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,118502.5779,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,125529.9483,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,163438.9512,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,169396.755,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,183764.8536,,
"IRL","Ireland","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,190712.673,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,303828.175,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,358619.7442,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,485780.112,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,598305.1492,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,692614.8467,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,966280.266,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,1164466.4304,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,878524.542,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,1111250.028,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,1243443.6684,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,1212274.3185,,
"IRL","Ireland","SAF5ASNC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,1381750.8858,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,147181.5065,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,190253.0566,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,249362.931,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,286705.7048,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,277884.2335,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,324590.454,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,349099.6824,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,325475.4873,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,494266.9788,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,485390.6844,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,491654.8281,,
"IRL","Ireland","SAF51ASNC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,568736.6058,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,174768.8404,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,211762.9423,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,316160.475,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,396677.5725,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,485509.0741,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,643311.039,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,732274.0635,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,505548.942,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,729418.998,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,837352.4454,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,772070.13,,
"IRL","Ireland","SAF51LINC","Shares and other equity, except mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,909846.3654,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,28922.5034,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,18293.5228,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,26822.331,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,31905.8304,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,46911.9502,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,77659.539,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,87981.5286,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,83762.2479,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,109991.2506,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,113526.2244,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,114199.614,,
"IRL","Ireland","SAF52LINC","Mutual funds shares","S2","Rest of the world","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,128087.352,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1980","1980","USD","US Dollar","6","Millions",,,30321.6749,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1981","1981","USD","US Dollar","6","Millions",,,32115.9618,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1982","1982","USD","US Dollar","6","Millions",,,41946.383,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1983","1983","USD","US Dollar","6","Millions",,,65723.0835,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1984","1984","USD","US Dollar","6","Millions",,,73837.9132,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1985","1985","USD","US Dollar","6","Millions",,,110381.5461,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1986","1986","USD","US Dollar","6","Millions",,,222012.5707,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1987","1987","USD","US Dollar","6","Millions",,,374051.8219,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1988","1988","USD","US Dollar","6","Millions",,,428400.4768,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1989","1989","USD","US Dollar","6","Millions",,,368712.4434,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1990","1990","USD","US Dollar","6","Millions",,,348029.0179,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1991","1991","USD","US Dollar","6","Millions",,,309843.4505,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1992","1992","USD","US Dollar","6","Millions",,,349418.0361,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1993","1993","USD","US Dollar","6","Millions",,,408692.8923,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1994","1994","USD","US Dollar","6","Millions",,,388854.0205,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1995","1995","USD","US Dollar","6","Millions",,,425195.9545,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1996","1996","USD","US Dollar","6","Millions",,,379072.4138,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1997","1997","USD","US Dollar","6","Millions",,,296018.4686,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1998","1998","USD","US Dollar","6","Millions",,,370135.8131,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1999","1999","USD","US Dollar","6","Millions",,,555205.4795,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2000","2000","USD","US Dollar","6","Millions",,,496243.6902,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2001","2001","USD","US Dollar","6","Millions",,,364283.7633,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2002","2002","USD","US Dollar","6","Millions",,,353025.0209,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2003","2003","USD","US Dollar","6","Millions",,,472009.3371,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2004","2004","USD","US Dollar","6","Millions",,,570586.8229,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2005","2005","USD","US Dollar","6","Millions",,,724229.889,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2006","2006","USD","US Dollar","6","Millions",,,877170.2396,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2007","2007","USD","US Dollar","6","Millions",,,873054.386,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2008","2008","USD","US Dollar","6","Millions",,,835420.3857,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2009","2009","USD","US Dollar","6","Millions",,,990481.2079,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2010","2010","USD","US Dollar","6","Millions",,,1190287.2928,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2011","2011","USD","US Dollar","6","Millions",,,1190845.3423,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2012","2012","USD","US Dollar","6","Millions",,,1273012.1317,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2013","2013","USD","US Dollar","6","Millions",,,1168741.6904,,
"JPN","Japan","SAF52ASNC","Mutual funds shares","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","2014","2014","USD","US Dollar","6","Millions",,,1258478.9456,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1980","1980","USD","US Dollar","6","Millions",,,696404.4335,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1981","1981","USD","US Dollar","6","Millions",,,668419.2815,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1982","1982","USD","US Dollar","6","Millions",,,720530.2128,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1983","1983","USD","US Dollar","6","Millions",,,1075769.1645,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1984","1984","USD","US Dollar","6","Millions",,,1166712.8634,,
"JPN","Japan","SAF5LINC","Shares and other equity","S1","Total economy","CXCE","US $, current prices, current exchange rates, end of period","1985","1985","USD","US Dollar","6","Millions",,,1899192.02,,
