Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Domestic Product Missing value
2013,348,"Hungary",15,"Receipts",4159.619,,,3.06566,,
2013,348,"Hungary",16,"Payments",858.481,,,0.6327,,
2013,352,"Iceland",15,"Receipts",207.341,,,1.28583,,
2013,352,"Iceland",16,"Payments",72.582,,,0.45012,,
2013,356,"India",15,"Receipts",69970.361,,,3.64989,,
2013,356,"India",16,"Payments",6431.771,,,0.3355,,
2013,360,"Indonesia",15,"Receipts",7614.419,,,0.83443,,
2013,360,"Indonesia",16,"Payments",3951.109,,,0.43299,,
2013,364,"Iran (Islamic Republic of)",15,"Receipts",1330,"Imputed from EIU",,0.23029,,
2013,368,"Iraq",15,"Receipts",727,,,0.30984,,
2013,368,"Iraq",16,"Payments",484,,,0.20628,,
2013,372,"Ireland",15,"Receipts",722.435,,,0.30349,,
2013,372,"Ireland",16,"Payments",909.845,,,0.38222,,
2013,376,"Israel",15,"Receipts",5688,,,1.91106,,
2013,376,"Israel",16,"Payments",4837.3,,,1.62524,,
2013,380,"Italy",15,"Receipts",9436.137,,,0.44067,,
2013,380,"Italy",16,"Payments",11565.683,,,0.54012,,
2013,388,"Jamaica",15,"Receipts",2171.888,,,15.20235,,
2013,388,"Jamaica",16,"Payments",297.426,,,2.08186,,
2013,392,"Japan",15,"Receipts",2363.853,,,0.04535,,
2013,392,"Japan",16,"Payments",2872.331,,,0.05511,,
2013,400,"Jordan",15,"Receipts",5342.817,,,15.5069,,
2013,400,"Jordan",16,"Payments",534.93,,,1.55257,,
2013,398,"Kazakhstan",15,"Receipts",341.406,,,0.14428,,
2013,398,"Kazakhstan",16,"Payments",3386.494,,,1.43111,,
2013,404,"Kenya",15,"Receipts",1304.277,,,2.11488,,
2013,404,"Kenya",16,"Payments",16.198,,,0.02627,,
2013,296,"Kiribati",15,"Receipts",17.254,,,9.34961,,
2013,296,"Kiribati",16,"Payments",1.284,,,0.69597,,
2013,412,"Kosovo",15,"Receipts",1058.4,,,15.71862,,
2013,412,"Kosovo",16,"Payments",106.3,,,1.57869,,
2013,414,"Kuwait",16,"Payments",17711.481,,,10.16922,,
2013,417,"Kyrgyzstan",15,"Receipts",2277.998,,,31.05641,,
2013,417,"Kyrgyzstan",16,"Payments",389.513,,,5.3103,,
2013,418,"Lao People's Dem. Rep.",15,"Receipts",170.437,,,1.42718,,
2013,418,"Lao People's Dem. Rep.",16,"Payments",68.704,,,0.5753,,
2013,428,"Latvia",15,"Receipts",1604.442,,,5.31257,,
2013,428,"Latvia",16,"Payments",376.425,,,1.2464,,
2013,422,"Lebanon",15,"Receipts",7566.589,,,16.1403,,
2013,422,"Lebanon",16,"Payments",4949.423,,,10.55762,,
2013,426,"Lesotho",15,"Receipts",462.917,,,19.56804,,
2013,430,"Liberia",15,"Receipts",412.748,,,21.31961,,
2013,430,"Liberia",16,"Payments",394.923,,,20.3989,,
2013,434,"Libya",16,"Payments",3199.3,,,4.24581,,
2013,440,"Lithuania",15,"Receipts",2059.903,,,4.42852,,
2013,440,"Lithuania",16,"Payments",851.748,,,1.83115,,
2013,442,"Luxembourg",15,"Receipts",1921.58,,,2.9479,,
2013,442,"Luxembourg",16,"Payments",12419.218,,,19.05234,,
2013,450,"Madagascar",15,"Receipts",357.754,,,2.87965,,
2013,450,"Madagascar",16,"Payments",55.196,,,0.44428,,
2013,454,"Malawi",15,"Receipts",34.132,,,0.55702,,
2013,454,"Malawi",16,"Payments",16.453,,,0.2685,,
2013,458,"Malaysia",15,"Receipts",1423.37,,,0.4403,,
2013,458,"Malaysia",16,"Payments",8981.935,,,2.77841,,
2013,462,"Maldives",15,"Receipts",3.305,,,0.1003,,
2013,462,"Maldives",16,"Payments",265.585,,,8.06021,,
2013,466,"Mali",15,"Receipts",894.763,,,6.75508,,
2013,466,"Mali",16,"Payments",133.942,,,1.01121,,
2013,470,"Malta",15,"Receipts",245.878,,,2.33105,,
2013,470,"Malta",16,"Payments",1107.797,,,10.50247,,
2013,584,"Marshall Islands",15,"Receipts",24.555,,,13.23972,,
2013,584,"Marshall Islands",16,"Payments",23.658,,,12.75608,,
2013,478,"Mauritania",15,"Receipts",65,"Imputed from EIU",,0.89989,,
2013,480,"Mauritius",15,"Receipts",261.063,"Imputed from EIU",,2.12368,,
2013,484,"Mexico",15,"Receipts",23976.098,,,1.8062,,
2013,484,"Mexico",16,"Payments",748.784,,,0.05641,,
2013,583,"Micronesia (Federated States of)",15,"Receipts",22.047,,,6.95006,,
2013,496,"Mongolia",15,"Receipts",257.135,,,2.04366,,
2013,496,"Mongolia",16,"Payments",441.382,,,3.50802,,
2013,499,"Montenegro",15,"Receipts",545.308,,,12.21432,,
2013,499,"Montenegro",16,"Payments",64.263,,,1.43943,,
2013,500,"Montserrat",16,"Payments",3.57,"Imputed from IMF_bop",,6.00137,,
2013,504,"Morocco",15,"Receipts",6881.7,,,6.02018,,
2013,504,"Morocco",16,"Payments",63.306,,,0.05538,,
2013,508,"Mozambique",15,"Receipts",152.411,,,0.88621,,
2013,508,"Mozambique",16,"Payments",99.837,,,0.58051,,
2013,104,"Myanmar",15,"Receipts",1643.9,,,2.6455,,
2013,516,"Namibia",15,"Receipts",64.103,,,0.52708,,
2013,516,"Namibia",16,"Payments",83.084,,,0.68316,,
2013,524,"Nepal",15,"Receipts",5583.702,,,26.63769,,
2013,524,"Nepal",16,"Payments",27.772,,,0.13249,,
2013,528,"Netherlands (Kingdom of the)",15,"Receipts",1618.626,,,0.18458,,
2013,528,"Netherlands (Kingdom of the)",16,"Payments",9685.792,,,1.10452,,
2013,530,"Netherlands Antilles",15,"Receipts",,,"Not applicable",,,"Not applicable"
2013,530,"Netherlands Antilles",16,"Payments",,,"Not applicable",,,"Not applicable"
2013,540,"New Caledonia",15,"Receipts",724.233,,,7.13636,,
2013,554,"New Zealand",15,"Receipts",459.239,,,0.24056,,
2013,554,"New Zealand",16,"Payments",716.983,,,0.37557,,
2013,558,"Nicaragua",15,"Receipts",1081.3,,,9.84523,,
2013,562,"Niger",15,"Receipts",145.912,,,1.43792,,
2013,562,"Niger",16,"Payments",91.515,,,0.90185,,
2013,566,"Nigeria",15,"Receipts",20797.074,,,4.03853,,
2013,807,"North Macedonia",15,"Receipts",376.068,,,3.47641,,
2013,807,"North Macedonia",16,"Payments",24.439,,,0.22591,,
2013,578,"Norway",15,"Receipts",791.458,,,0.15046,,
2013,578,"Norway",16,"Payments",5799.187,,,1.10248,,
2013,512,"Oman",15,"Receipts",39.012,,,0.04338,,
2013,512,"Oman",16,"Payments",9104.419,,,10.1232,,
2013,586,"Pakistan",15,"Receipts",14629,,,6.11387,,
2013,586,"Pakistan",16,"Payments",16,,,0.00669,,
2013,585,"Palau",15,"Receipts",2.36,,,1.05126,,
2013,585,"Palau",16,"Payments",9.838,,,4.38235,,
2013,591,"Panama",15,"Receipts",461.4,,,0.99229,,
2013,591,"Panama",16,"Payments",644.2,,,1.38542,,
2013,598,"Papua New Guinea",15,"Receipts",14.281,,,0.06717,,
2013,598,"Papua New Guinea",16,"Payments",514.811,,,2.42134,,
2013,600,"Paraguay",15,"Receipts",623.28,,,1.61886,,
2013,600,"Paraguay",16,"Payments",42.071,,,0.10927,,
2013,604,"Peru",15,"Receipts",2707.246,,,1.34571,,
2013,608,"Philippines",15,"Receipts",26716.84,,,9.41056,,
2013,608,"Philippines",16,"Payments",210.262,,,0.07406,,
2013,616,"Poland",15,"Receipts",7457,,,1.44582,,
2013,616,"Poland",16,"Payments",1579,,,0.30615,,
2013,620,"Portugal",15,"Receipts",7308.872,,,3.22874,,
2013,620,"Portugal",16,"Payments",559.099,,,0.24699,,
2013,634,"Qatar",15,"Receipts",574.396,,,0.28904,,
2013,634,"Qatar",16,"Payments",11281.044,,,5.67664,,
2013,410,"Republic of Korea",15,"Receipts",6475.4,,,0.47238,,
2013,410,"Republic of Korea",16,"Payments",9402.6,,,0.68592,,
2013,498,"Republic of Moldova",15,"Receipts",2191.54,,,23.07682,,
2013,498,"Republic of Moldova",16,"Payments",93.87,,,0.98845,,
2013,642,"Romania",15,"Receipts",4805.772,,,2.53216,,
2013,642,"Romania",16,"Payments",484.521,,,0.25529,,
2013,643,"Russian Federation",15,"Receipts",6750.81,,,0.29448,,
2013,643,"Russian Federation",16,"Payments",37216.68,,,1.62343,,
2013,646,"Rwanda",15,"Receipts",170.199,,,2.17762,,
2013,646,"Rwanda",16,"Payments",82.873,,,1.06032,,
2013,659,"Saint Kitts and Nevis",15,"Receipts",20.541,,,2.34782,,
2013,662,"Saint Lucia",15,"Receipts",32.625,,,1.96474,,
2013,670,"Saint Vincent and the Grenadines",15,"Receipts",43.604,,,5.70156,,
2013,670,"Saint Vincent and the Grenadines",16,"Payments",13.624,,,1.78148,,
2013,882,"Samoa",15,"Receipts",164.583,,,20.6163,,
2013,882,"Samoa",16,"Payments",18.22,,,2.2823,,
2013,678,"Sao Tome and Principe",15,"Receipts",26.567,,,8.77005,,
2013,682,"Saudi Arabia",15,"Receipts",268.773,,,0.03565,,
2013,682,"Saudi Arabia",16,"Payments",34984.187,,,4.64065,,
2013,686,"Senegal",15,"Receipts",1777.897,,,9.40026,,
2013,686,"Senegal",16,"Payments",280.522,,,1.4832,,
2013,688,"Serbia",15,"Receipts",4024.794,,,8.31668,,
2013,688,"Serbia",16,"Payments",255.152,,,0.52724,,
2013,690,"Seychelles",15,"Receipts",12.874,,,0.94205,,
2013,690,"Seychelles",16,"Payments",61.159,,,4.47522,,
2013,694,"Sierra Leone",15,"Receipts",69.661,,,1.41577,,
2013,694,"Sierra Leone",16,"Payments",8.998,,,0.18286,,
2013,534,"Sint Maarten (Dutch part)",15,"Receipts",72.547,,,6.06334,,
2013,534,"Sint Maarten (Dutch part)",16,"Payments",107.983,,,9.02498,,
2013,703,"Slovakia",15,"Receipts",2071.688,,,2.09458,,
2013,703,"Slovakia",16,"Payments",175.297,,,0.17723,,
2013,705,"Slovenia",15,"Receipts",314.083,,,0.64891,,
2013,705,"Slovenia",16,"Payments",211.2,,,0.43635,,
2013,090,"Solomon Islands",15,"Receipts",20.64,,,1.60511,,
2013,090,"Solomon Islands",16,"Payments",44.827,,,3.48601,,
2013,710,"South Africa",15,"Receipts",970.655,,,0.24225,,
2013,710,"South Africa",16,"Payments",1181.98,,,0.29499,,
2013,724,"Spain",15,"Receipts",7524.971,,,0.55527,,
2013,724,"Spain",16,"Payments",353.455,,,0.02608,,
2013,144,"Sri Lanka",15,"Receipts",6422.187,,,8.34044,,
2013,144,"Sri Lanka",16,"Payments",854.4,,,1.1096,,
2013,275,"State of Palestine",15,"Receipts",1489.336,,,11.01947,,
2013,275,"State of Palestine",16,"Payments",52.642,,,0.38949,,
2013,729,"Sudan",15,"Receipts",619.509,,,0.96899,,
2013,736,"Sudan (...2011)",15,"Receipts",,,"Not applicable",,,"Not applicable"
2013,736,"Sudan (...2011)",16,"Payments",,,"Not applicable",,,"Not applicable"
2013,752,"Sweden",15,"Receipts",4596.01,,,0.78318,,
2013,752,"Sweden",16,"Payments",1623.542,,,0.27666,,
2013,756,"Switzerland",15,"Receipts",2437.063,,,0.34508,,
2013,756,"Switzerland",16,"Payments",25338.865,,,3.58788,,
2013,760,"Syrian Arab Republic",15,"Receipts",1363,"Imputed from EIU",,5.04512,,
2013,762,"Tajikistan",15,"Receipts",3697.731,,,42.7306,,
2013,762,"Tajikistan",16,"Payments",240.393,,,2.77796,,
2013,764,"Thailand",15,"Receipts",6584.86,,,1.56658,,
2013,764,"Thailand",16,"Payments",3288.96,,,0.78246,,
2013,768,"Togo",15,"Receipts",397.472,,,6.60251,,
2013,768,"Togo",16,"Payments",177.984,,,2.95654,,
2013,776,"Tonga",15,"Receipts",122.68,,,27.84996,,
2013,780,"Trinidad and Tobago",15,"Receipts",145.13,,,0.5055,,
2013,780,"Trinidad and Tobago",16,"Payments",215.939,,,0.75214,,
2013,788,"Tunisia",15,"Receipts",2290.512,,,4.78106,,
2013,788,"Tunisia",16,"Payments",19.573,,,0.04086,,
2013,792,"Turkiye",15,"Receipts",1901,,,0.19848,,
2013,798,"Tuvalu",15,"Receipts",3.672,,,9.78818,,
2013,798,"Tuvalu",16,"Payments",1.375,,,3.66653,,
2013,800,"Uganda",15,"Receipts",940.664,,,4.00823,,
2013,800,"Uganda",16,"Payments",367.619,,,1.56645,,
2013,804,"Ukraine",15,"Receipts",9667,,,5.27358,,
2013,804,"Ukraine",16,"Payments",1716,,,0.93612,,
2013,784,"United Arab Emirates",16,"Payments",26462.125,,,6.61192,,
2013,826,"United Kingdom",15,"Receipts",4804.502,,,0.17252,,
2013,826,"United Kingdom",16,"Payments",10528.126,,,0.37805,,
2013,834,"United Republic of Tanzania",15,"Receipts",381.931,,,0.81697,,
2013,834,"United Republic of Tanzania",16,"Payments",129.704,,,0.27744,,
2013,840,"United States",15,"Receipts",6613,,,0.03917,,
2013,840,"United States",16,"Payments",55003,,,0.32583,,
2013,858,"Uruguay",15,"Receipts",98.848,,,0.16485,,
2013,858,"Uruguay",16,"Payments",100.492,,,0.16759,,
2013,860,"Uzbekistan",15,"Receipts",6441.535,,,8.80231,,
2013,860,"Uzbekistan",16,"Payments",676.779,,,0.92481,,
2013,548,"Vanuatu",15,"Receipts",23.71,,,2.95716,,
2013,548,"Vanuatu",16,"Payments",2.444,,,0.30484,,
2013,704,"Viet Nam",15,"Receipts",9429,,,4.41208,,
2013,887,"Yemen",15,"Receipts",3342.5,,,9.61724,,
2013,894,"Zambia",15,"Receipts",53.98,,,0.20305,,
2013,894,"Zambia",16,"Payments",77.324,,,0.29085,,
2013,716,"Zimbabwe",15,"Receipts",1890.271,,,9.90136,,
2013,716,"Zimbabwe",16,"Payments",10.354,,,0.05424,,
2014,004,"Afghanistan",15,"Receipts",253.368,,,1.29929,,
2014,004,"Afghanistan",16,"Payments",524.163,,,2.68795,,
2014,008,"Albania",15,"Receipts",1421.007,,,10.74223,,
2014,008,"Albania",16,"Payments",178.723,,,1.35107,,
2014,012,"Algeria",15,"Receipts",2000,"Imputed from EIU",,0.93541,,
2014,012,"Algeria",16,"Payments",295.922,,,0.1384,,
2014,024,"Angola",15,"Receipts",30.971,,,0.02125,,
2014,024,"Angola",16,"Payments",2746.616,,,1.88496,,
2014,660,"Anguilla",15,"Receipts",3.309,"Imputed from IMF_bop",,1.06308,,
2014,660,"Anguilla",16,"Payments",16.691,"Imputed from IMF_bop",,5.36156,,
2014,028,"Antigua and Barbuda",15,"Receipts",31.9,,,2.55254,,
2014,028,"Antigua and Barbuda",16,"Payments",52.1,,,4.16889,,
2014,032,"Argentina",15,"Receipts",505.347,,,0.08912,,
2014,032,"Argentina",16,"Payments",732.415,,,0.12916,,
2014,051,"Armenia",15,"Receipts",2078.618,,,17.90444,,
2014,051,"Armenia",16,"Payments",390.59,,,3.3644,,
2014,533,"Aruba",16,"Payments",101.055,,,3.62095,,
2014,036,"Australia",15,"Receipts",2329.657,,,0.15907,,
2014,036,"Australia",16,"Payments",6916.961,,,0.47229,,
2014,040,"Austria",15,"Receipts",3239.902,,,0.73302,,
2014,040,"Austria",16,"Payments",4962.527,,,1.12275,,
2014,031,"Azerbaijan",15,"Receipts",1846.424,,,2.45405,,
2014,031,"Azerbaijan",16,"Payments",2031.324,,,2.6998,,
2014,044,"Bahamas",16,"Payments",150.819,,,1.35732,,
2014,048,"Bahrain",16,"Payments",2364.362,,,7.08152,,
2014,050,"Bangladesh",15,"Receipts",14987.531,,,7.4953,,
2014,050,"Bangladesh",16,"Payments",32.521,,,0.01626,,
2014,052,"Barbados",15,"Receipts",188.717,,,4.00877,,
2014,112,"Belarus",15,"Receipts",1231.3,,,1.5623,,
2014,112,"Belarus",16,"Payments",181.2,,,0.22991,,
2014,056,"Belgium",15,"Receipts",12161.003,,,2.27445,,
2014,056,"Belgium",16,"Payments",5251.31,,,0.98214,,
2014,084,"Belize",15,"Receipts",80.334,,,3.78022,,
2014,084,"Belize",16,"Payments",33.27,,,1.56554,,
2014,204,"Benin",15,"Receipts",304.659,,,2.29639,,
2014,204,"Benin",16,"Payments",144.363,,,1.08815,,
2014,060,"Bermuda",15,"Receipts",1335.683,,,20.82046,,
2014,060,"Bermuda",16,"Payments",224.147,,,3.49398,,
2014,064,"Bhutan",15,"Receipts",14.292,,,0.74943,,
2014,064,"Bhutan",16,"Payments",52.12,,,2.73294,,
2014,068,"Bolivia (Plurinational State of)",15,"Receipts",1177,,,3.56708,,
2014,068,"Bolivia (Plurinational State of)",16,"Payments",180.1,,,0.54582,,
2014,070,"Bosnia and Herzegovina",15,"Receipts",2107.14,,,11.3539,,
2014,070,"Bosnia and Herzegovina",16,"Payments",46.847,,,0.25243,,
2014,072,"Botswana",15,"Receipts",46.123,,,0.29814,,
2014,072,"Botswana",16,"Payments",105.397,,,0.68129,,
2014,076,"Brazil",15,"Receipts",2647.909,,,0.10781,,
2014,076,"Brazil",16,"Payments",1538.776,,,0.06265,,
2014,100,"Bulgaria",15,"Receipts",1684.74,,,2.9515,,
2014,100,"Bulgaria",16,"Payments",169.06,,,0.29618,,
2014,854,"Burkina Faso",15,"Receipts",396.308,,,2.84613,,
2014,854,"Burkina Faso",16,"Payments",160.555,,,1.15304,,
2014,108,"Burundi",15,"Receipts",56.263,,,2.07931,,
2014,132,"Cabo Verde",15,"Receipts",196.982,,,9.65607,,
2014,132,"Cabo Verde",16,"Payments",11.394,,,0.55856,,
2014,116,"Cambodia",15,"Receipts",1103.123,,,6.6045,,
2014,116,"Cambodia",16,"Payments",359.61,,,2.15302,,
2014,120,"Cameroon",15,"Receipts",283.338,,,0.77972,,
2014,120,"Cameroon",16,"Payments",82.227,,,0.22628,,
2014,124,"Canada",15,"Receipts",1351.305,,,0.07493,,
2014,124,"Canada",16,"Payments",5948.213,,,0.32981,,
2014,152,"Chile",15,"Receipts",60.613,,,0.02326,,
2014,152,"Chile",16,"Payments",304.435,,,0.11685,,
2014,156,"China",15,"Receipts",62332.342,,,0.59502,,
2014,156,"China",16,"Payments",4155.302,,,0.03967,,
2014,344,"China, Hong Kong SAR",15,"Receipts",372.449,,,0.12779,,
2014,344,"China, Hong Kong SAR",16,"Payments",711.499,,,0.24412,,
2014,446,"China, Macao SAR",15,"Receipts",36.865,,,0.06715,,
2014,446,"China, Macao SAR",16,"Payments",1629.715,,,2.96836,,
2014,158,"China, Taiwan Province of",15,"Receipts",370,"Imputed from EIU",,0.06912,,
2014,170,"Colombia",15,"Receipts",4165.731,,,1.09305,,
2014,170,"Colombia",16,"Payments",399.082,,,0.10472,,
2014,174,"Comoros",15,"Receipts",159.817,,,13.92068,,
2014,178,"Congo",15,"Receipts",41.593,,,0.23242,,
2014,188,"Costa Rica",15,"Receipts",593.925,,,1.1418,,
2014,188,"Costa Rica",16,"Payments",419.223,,,0.80594,,
2014,384,"Cote d'Ivoire",15,"Receipts",387.214,,,0.83717,,
2014,384,"Cote d'Ivoire",16,"Payments",746.867,,,1.61475,,
2014,191,"Croatia",15,"Receipts",2773.392,,,4.73678,,
2014,191,"Croatia",16,"Payments",444.511,,,0.7592,,
2014,192,"Cuba",15,"Receipts",2760,"Imputed from EIU",,3.42194,,
2014,531,"Curacao",15,"Receipts",143.302,,,4.68397,,
2014,531,"Curacao",16,"Payments",121.039,,,3.95629,,
2014,196,"Cyprus",15,"Receipts",323.088,,,1.39292,,
2014,196,"Cyprus",16,"Payments",790.207,,,3.40679,,
2014,203,"Czechia",15,"Receipts",2628.262,,,1.25539,,
2014,203,"Czechia",16,"Payments",1523.333,,,0.72762,,
2014,180,"Dem. Rep. of the Congo",15,"Receipts",756.41,,,2.10646,,
2014,180,"Dem. Rep. of the Congo",16,"Payments",450.678,,,1.25505,,
2014,208,"Denmark",15,"Receipts",1483.022,,,0.42013,,
2014,208,"Denmark",16,"Payments",3171.598,,,0.89849,,
2014,262,"Djibouti",15,"Receipts",37.88,,,1.70921,,
2014,212,"Dominica",15,"Receipts",50.4,,,9.68844,,
2014,212,"Dominica",16,"Payments",24.8,,,4.76733,,
2014,214,"Dominican Republic",15,"Receipts",4810.4,,,7.1615,,
2014,214,"Dominican Republic",16,"Payments",574.8,,,0.85574,,
2014,218,"Ecuador",15,"Receipts",2472.449,,,2.43049,,
2014,218,"Ecuador",16,"Payments",195.915,,,0.19259,,
2014,818,"Egypt",15,"Receipts",19570.4,,,6.50289,,
2014,818,"Egypt",16,"Payments",351.4,,,0.11676,,
2014,222,"El Salvador",15,"Receipts",4160.378,,,18.41407,,
2014,222,"El Salvador",16,"Payments",51.052,,,0.22596,,
2014,233,"Estonia",15,"Receipts",543.924,,,2.04493,,
2014,233,"Estonia",16,"Payments",113.887,,,0.42817,,
2014,748,"Eswatini",15,"Receipts",95.824,,,2.16651,,
2014,748,"Eswatini",16,"Payments",17.502,,,0.3957,,
2014,231,"Ethiopia",15,"Receipts",1796.378,,,3.3166,,
2014,231,"Ethiopia",16,"Payments",14.253,,,0.02632,,
2014,234,"Faroe Islands",15,"Receipts",158.412,,,,,"No value reported or collected"
2014,242,"Fiji",15,"Receipts",220.968,,,4.5494,,
2014,242,"Fiji",16,"Payments",10.66,,,0.21948,,
2014,246,"Finland",15,"Receipts",1068.53,,,0.38927,,
2014,246,"Finland",16,"Payments",1015.369,,,0.3699,,
2014,250,"France",15,"Receipts",25358.375,,,0.88909,,
2014,250,"France",16,"Payments",13729.85,,,0.48138,,
2014,258,"French Polynesia",15,"Receipts",660.118,,,10.74443,,
2014,266,"Gabon",15,"Receipts",29.467,,,0.16209,,
2014,270,"Gambia",15,"Receipts",137.771,,,11.20581,,
2014,268,"Georgia",15,"Receipts",1986.475,,,11.26925,,
2014,268,"Georgia",16,"Payments",86.131,,,0.48862,,
2014,276,"Germany",15,"Receipts",17048.572,,,0.43895,,
2014,276,"Germany",16,"Payments",15463.162,,,0.39813,,
2014,288,"Ghana",15,"Receipts",2007.831,,,3.66909,,
2014,300,"Greece",15,"Receipts",734.926,,,0.31254,,
2014,300,"Greece",16,"Payments",1424.499,,,0.6058,,
2014,308,"Grenada",15,"Receipts",40.9,,,4.48713,,
2014,308,"Grenada",16,"Payments",43.7,,,4.79431,,
2014,320,"Guatemala",15,"Receipts",5751.443,,,9.94162,,
2014,320,"Guatemala",16,"Payments",26.126,,,0.04516,,
2014,324,"Guinea",15,"Receipts",121.426,,,1.38322,,
2014,324,"Guinea",16,"Payments",35.858,,,0.40848,,
2014,624,"Guinea-Bissau",15,"Receipts",92.42,,,8.77253,,
2014,624,"Guinea-Bissau",16,"Payments",36.524,,,3.46687,,
2014,328,"Guyana",15,"Receipts",329.658,,,7.98656,,
2014,328,"Guyana",16,"Payments",122.23,,,2.96123,,
2014,332,"Haiti",15,"Receipts",1977.034,,,13.22562,,
2014,332,"Haiti",16,"Payments",248.597,,,1.66302,,
2014,340,"Honduras",15,"Receipts",3369.514,,,17.05517,,
2014,348,"Hungary",15,"Receipts",4202.894,,,2.98006,,
2014,348,"Hungary",16,"Payments",868.845,,,0.61605,,
2014,352,"Iceland",15,"Receipts",217.728,,,1.21856,,
2014,352,"Iceland",16,"Payments",95.087,,,0.53217,,
2014,356,"India",15,"Receipts",70388.643,,,3.44546,,
2014,356,"India",16,"Payments",6221.786,,,0.30455,,
2014,360,"Indonesia",15,"Receipts",8551.164,,,0.95993,,
2014,360,"Indonesia",16,"Payments",4119.082,,,0.46239,,
2014,364,"Iran (Islamic Republic of)",15,"Receipts",1330,"Imputed from EIU",,0.28154,,
2014,368,"Iraq",15,"Receipts",729.4,,,0.31933,,
2014,368,"Iraq",16,"Payments",599.3,,,0.26237,,
2014,372,"Ireland",15,"Receipts",725.8,,,0.27987,,
2014,372,"Ireland",16,"Payments",934.1,,,0.36019,,
2014,376,"Israel",15,"Receipts",6185,,,1.96917,,
2014,376,"Israel",16,"Payments",4836.6,,,1.53987,,
2014,380,"Italy",15,"Receipts",10099.257,,,0.46775,,
2014,380,"Italy",16,"Payments",11135.812,,,0.51575,,
2014,388,"Jamaica",15,"Receipts",2268.785,,,16.32311,,
2014,388,"Jamaica",16,"Payments",275.082,,,1.97912,,
2014,392,"Japan",15,"Receipts",3733.913,,,0.07625,,
2014,392,"Japan",16,"Payments",4214.762,,,0.08607,,
2014,400,"Jordan",15,"Receipts",6369.718,,,17.28664,,
2014,400,"Jordan",16,"Payments",675.211,,,1.83244,,
2014,398,"Kazakhstan",15,"Receipts",401.381,,,0.18128,,
2014,398,"Kazakhstan",16,"Payments",3457.352,,,1.56148,,
2014,404,"Kenya",15,"Receipts",1440.846,,,2.11002,,
2014,404,"Kenya",16,"Payments",170.953,,,0.25035,,
2014,296,"Kiribati",15,"Receipts",16.381,,,9.20965,,
2014,296,"Kiribati",16,"Payments",1.25,,,0.70288,,
2014,412,"Kosovo",15,"Receipts",1098.946,,,15.55483,,
2014,412,"Kosovo",16,"Payments",99.796,,,1.41254,,
2014,414,"Kuwait",16,"Payments",18128.476,,,11.14527,,
2014,417,"Kyrgyzstan",15,"Receipts",2242.827,,,30.03209,,
2014,417,"Kyrgyzstan",16,"Payments",453.942,,,6.07842,,
2014,418,"Lao People's Dem. Rep.",15,"Receipts",188.048,,,1.41726,,
2014,418,"Lao People's Dem. Rep.",16,"Payments",54.165,,,0.40823,,
2014,428,"Latvia",15,"Receipts",1553.481,,,4.95605,,
2014,428,"Latvia",16,"Payments",292.327,,,0.93261,,
2014,422,"Lebanon",15,"Receipts",7190.795,,,14.95116,,
2014,422,"Lebanon",16,"Payments",4288.965,,,8.91765,,
2014,426,"Lesotho",15,"Receipts",406.185,,,16.63968,,
2014,430,"Liberia",15,"Receipts",512,,,24.93913,,
2014,430,"Liberia",16,"Payments",364.441,,,17.75162,,
2014,434,"Libya",16,"Payments",1119.7,,,1.95164,,
2014,440,"Lithuania",15,"Receipts",2113.241,,,4.35051,,
2014,440,"Lithuania",16,"Payments",904.678,,,1.86245,,
2014,442,"Luxembourg",15,"Receipts",1888.092,,,2.74778,,
2014,442,"Luxembourg",16,"Payments",12917.476,,,18.79909,,
2014,450,"Madagascar",15,"Receipts",344.438,,,2.75045,,
2014,450,"Madagascar",16,"Payments",49.749,,,0.39726,,
2014,454,"Malawi",15,"Receipts",38.487,,,0.53043,,
2014,454,"Malawi",16,"Payments",18.552,,,0.25568,,
2014,458,"Malaysia",15,"Receipts",1579.518,,,0.46722,,
2014,458,"Malaysia",16,"Payments",10192.345,,,3.0149,,
2014,462,"Maldives",15,"Receipts",3.47,,,0.09385,,
2014,462,"Maldives",16,"Payments",301.426,,,8.15249,,
2014,466,"Mali",15,"Receipts",921.491,,,6.40441,,
2014,466,"Mali",16,"Payments",147.502,,,1.02515,,
2014,470,"Malta",15,"Receipts",252.78,,,2.17719,,
2014,470,"Malta",16,"Payments",1112.99,,,9.58616,,
2014,584,"Marshall Islands",15,"Receipts",26.082,,,14.08497,,
2014,584,"Marshall Islands",16,"Payments",23.819,,,12.8631,,
2014,478,"Mauritania",15,"Receipts",65,"Imputed from EIU",,0.98769,,
2014,480,"Mauritius",15,"Receipts",327.038,,,2.50141,,
2014,480,"Mauritius",16,"Payments",700.783,,,5.36007,,
2014,484,"Mexico",15,"Receipts",25556.644,,,1.87296,,
2014,484,"Mexico",16,"Payments",715.177,,,0.05241,,
2014,583,"Micronesia (Federated States of)",15,"Receipts",23.339,,,7.30999,,
2014,496,"Mongolia",15,"Receipts",255.122,,,2.08662,,
2014,496,"Mongolia",16,"Payments",336.94,,,2.75581,,
2014,499,"Montenegro",15,"Receipts",543.354,,,11.84361,,
2014,499,"Montenegro",16,"Payments",72.165,,,1.573,,
