Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Domestic Product Missing value
2008,446,"China, Macao SAR",16,"Payments",1017.706,,,4.83999,,
2008,158,"China, Taiwan Province of",15,"Receipts",333.8,"Imputed from EIU",,0.08026,,
2008,170,"Colombia",15,"Receipts",4826.851,,,1.99303,,
2008,170,"Colombia",16,"Payments",88.292,,,0.03646,,
2008,178,"Congo",15,"Receipts",21.717,,,0.18717,,
2008,188,"Costa Rica",15,"Receipts",604.769,,,1.96342,,
2008,188,"Costa Rica",16,"Payments",268.618,,,0.87209,,
2008,384,"Cote d'Ivoire",15,"Receipts",199.721,,,0.82445,,
2008,384,"Cote d'Ivoire",16,"Payments",758.688,,,3.13185,,
2008,191,"Croatia",15,"Receipts",2505.308,,,3.5223,,
2008,191,"Croatia",16,"Payments",392.884,,,0.55237,,
2008,192,"Cuba",15,"Receipts",1200,"Imputed from EIU",,1.97348,,
2008,531,"Curacao",15,"Receipts",,,"Not applicable",,,"Not applicable"
2008,531,"Curacao",16,"Payments",,,"Not applicable",,,"Not applicable"
2008,196,"Cyprus",15,"Receipts",948.623,,,3.4067,,
2008,196,"Cyprus",16,"Payments",814,,,2.92325,,
2008,203,"Czechia",15,"Receipts",1134.444,,,0.47904,,
2008,203,"Czechia",16,"Payments",2586.101,,,1.09203,,
2008,208,"Denmark",15,"Receipts",1051.705,,,0.29763,,
2008,208,"Denmark",16,"Payments",4024.581,,,1.13895,,
2008,262,"Djibouti",15,"Receipts",30.328,,,3.10677,,
2008,214,"Dominican Republic",15,"Receipts",3605.5,,,7.56539,,
2008,218,"Ecuador",15,"Receipts",3088.633,,,5.00081,,
2008,818,"Egypt",15,"Receipts",8694,,,5.27408,,
2008,818,"Egypt",16,"Payments",241.3,,,0.14638,,
2008,222,"El Salvador",15,"Receipts",3754.75,,,20.87493,,
2008,222,"El Salvador",16,"Payments",18.5,,,0.10285,,
2008,233,"Estonia",15,"Receipts",416.329,,,1.71236,,
2008,233,"Estonia",16,"Payments",127.905,,,0.52607,,
2008,748,"Eswatini",15,"Receipts",89.637,,,2.72116,,
2008,231,"Ethiopia",16,"Payments",21.304,,,0.08319,,
2008,234,"Faroe Islands",15,"Receipts",136.57,,,,,"No value reported or collected"
2008,242,"Fiji",15,"Receipts",146.677,,,4.16322,,
2008,242,"Fiji",16,"Payments",12.871,,,0.36531,,
2008,246,"Finland",15,"Receipts",959.189,,,0.33707,,
2008,246,"Finland",16,"Payments",684.992,,,0.24072,,
2008,250,"France",15,"Receipts",20085.696,,,0.68822,,
2008,250,"France",16,"Payments",13269.363,,,0.45467,,
2008,258,"French Polynesia",15,"Receipts",763.1,,,10.73583,,
2008,266,"Gabon",15,"Receipts",20.654,,,0.13318,,
2008,270,"Gambia",15,"Receipts",64.812,,,4.14989,,
2008,268,"Georgia",15,"Receipts",1065.021,,,7.91238,,
2008,268,"Georgia",16,"Payments",50.98,,,0.37875,,
2008,276,"Germany",15,"Receipts",10973.689,,,0.29419,,
2008,276,"Germany",16,"Payments",15236.464,,,0.40847,,
2008,300,"Greece",15,"Receipts",2686.826,,,0.75798,,
2008,300,"Greece",16,"Payments",1912.067,,,0.53941,,
2008,308,"Grenada",15,"Receipts",36.738,,,4.44787,,
2008,320,"Guatemala",15,"Receipts",4425.6,,,11.49053,,
2008,320,"Guatemala",16,"Payments",26.5,,,0.0688,,
2008,324,"Guinea",16,"Payments",55.51,,,0.79708,,
2008,624,"Guinea-Bissau",15,"Receipts",49.461,,,5.72027,,
2008,624,"Guinea-Bissau",16,"Payments",16.75,,,1.93721,,
2008,328,"Guyana",15,"Receipts",273.896,,,9.05385,,
2008,328,"Guyana",16,"Payments",72.154,,,2.38512,,
2008,332,"Haiti",15,"Receipts",1369.754,,,13.54212,,
2008,332,"Haiti",16,"Payments",117.08,,,1.15752,,
2008,340,"Honduras",15,"Receipts",2821.344,,,20.32416,,
2008,348,"Hungary",15,"Receipts",1312.203,,,0.8288,,
2008,348,"Hungary",16,"Payments",1119.427,,,0.70704,,
2008,352,"Iceland",15,"Receipts",120.129,,,0.66463,,
2008,352,"Iceland",16,"Payments",100.763,,,0.55749,,
2008,356,"India",15,"Receipts",49977.277,,,3.94307,,
2008,356,"India",16,"Payments",3812.364,,,0.30079,,
2008,360,"Indonesia",15,"Receipts",6794.201,,,1.25065,,
2008,360,"Indonesia",16,"Payments",1971.468,,,0.3629,,
2008,364,"Iran (Islamic Republic of)",15,"Receipts",1115,"Imputed from EIU",,0.25903,,
2008,372,"Ireland",15,"Receipts",633.378,,,0.23088,,
2008,372,"Ireland",16,"Payments",2672.747,,,0.97426,,
2008,376,"Israel",15,"Receipts",4536,,,2.05667,,
2008,376,"Israel",16,"Payments",3679.4,,,1.66828,,
2008,380,"Italy",15,"Receipts",7354.813,,,0.30659,,
2008,380,"Italy",16,"Payments",14445.4,,,0.60216,,
2008,388,"Jamaica",15,"Receipts",2156.59,,,15.73073,,
2008,388,"Jamaica",16,"Payments",364.617,,,2.65961,,
2008,392,"Japan",15,"Receipts",1732.379,,,0.03392,,
2008,392,"Japan",16,"Payments",4548.088,,,0.08906,,
2008,400,"Jordan",15,"Receipts",3510.16,,,15.49143,,
2008,400,"Jordan",16,"Payments",471.779,,,2.08211,,
2008,398,"Kazakhstan",15,"Receipts",125.571,,,0.0941,,
2008,398,"Kazakhstan",16,"Payments",3461.672,,,2.59415,,
2008,404,"Kenya",16,"Payments",64.495,,,0.16401,,
2008,296,"Kiribati",15,"Receipts",14.373,,,10.19005,,
2008,296,"Kiribati",16,"Payments",0.635,,,0.44997,,
2008,412,"Kosovo",15,"Receipts",1046.523,,,20.19547,,
2008,412,"Kosovo",16,"Payments",127.064,,,2.45205,,
2008,417,"Kyrgyzstan",16,"Payments",100.559,,,1.95642,,
2008,428,"Latvia",15,"Receipts",1920.429,,,5.35652,,
2008,428,"Latvia",16,"Payments",791.453,,,2.20755,,
2008,422,"Lebanon",15,"Receipts",7180.59,,,24.65954,,
2008,422,"Lebanon",16,"Payments",4365.96,,,14.99355,,
2008,426,"Lesotho",15,"Receipts",575.859,,,32.59145,,
2008,434,"Libya",16,"Payments",964.2,,,1.11197,,
2008,440,"Lithuania",15,"Receipts",1565.309,,,3.27179,,
2008,440,"Lithuania",16,"Payments",652.018,,,1.36284,,
2008,442,"Luxembourg",15,"Receipts",1661.639,,,2.83522,,
2008,442,"Luxembourg",16,"Payments",11042.648,,,18.84184,,
2008,450,"Madagascar",15,"Receipts",313.992,,,2.92763,,
2008,450,"Madagascar",16,"Payments",40.562,,,0.3782,,
2008,454,"Malawi",15,"Receipts",16.674,,,0.31337,,
2008,454,"Malawi",16,"Payments",10.386,,,0.19518,,
2008,458,"Malaysia",15,"Receipts",1329.071,,,0.57583,,
2008,458,"Malaysia",16,"Payments",6785.528,,,2.93986,,
2008,462,"Maldives",15,"Receipts",6.266,,,0.27582,,
2008,462,"Maldives",16,"Payments",218.697,,,9.62726,,
2008,466,"Mali",15,"Receipts",432.735,,,4.43794,,
2008,466,"Mali",16,"Payments",105.202,,,1.0789,,
2008,470,"Malta",15,"Receipts",264.462,,,2.90915,,
2008,470,"Malta",16,"Payments",1320.345,,,14.52411,,
2008,584,"Marshall Islands",15,"Receipts",23.065,,,15.80119,,
2008,480,"Mauritius",15,"Receipts",318,"Imputed from EIU",,3.18307,,
2008,484,"Mexico",15,"Receipts",27081.72,,,2.33151,,
2008,496,"Mongolia",15,"Receipts",224.595,,,3.44466,,
2008,496,"Mongolia",16,"Payments",172.185,,,2.64083,,
2008,499,"Montenegro",16,"Payments",27.271,,,0.59991,,
2008,500,"Montserrat",16,"Payments",2.612,"Imputed from IMF_bop",,4.5503,,
2008,504,"Morocco",15,"Receipts",6894.288,,,7.36908,,
2008,504,"Morocco",16,"Payments",54.397,,,0.05814,,
2008,508,"Mozambique",15,"Receipts",115.744,,,0.89583,,
2008,508,"Mozambique",16,"Payments",56.838,,,0.43991,,
2008,524,"Nepal",15,"Receipts",2727.14,,,21.239,,
2008,528,"Netherlands (Kingdom of the)",15,"Receipts",1649.099,,,0.17395,,
2008,528,"Netherlands (Kingdom of the)",16,"Payments",12696.527,,,1.33925,,
2008,530,"Netherlands Antilles",16,"Payments",93.43,"Imputed from IMF_bop",,2.53422,,
2008,540,"New Caledonia",15,"Receipts",544.2,,,6.02586,,
2008,554,"New Zealand",15,"Receipts",421.363,,,0.31651,,
2008,554,"New Zealand",16,"Payments",624.258,,,0.46891,,
2008,558,"Nicaragua",15,"Receipts",819.9,,,9.64932,,
2008,566,"Nigeria",15,"Receipts",19199.974,,,5.69672,,
2008,807,"North Macedonia",15,"Receipts",406.626,,,4.10338,,
2008,807,"North Macedonia",16,"Payments",32.975,,,0.33276,,
2008,578,"Norway",15,"Receipts",684.971,,,0.14733,,
2008,578,"Norway",16,"Payments",4750.014,,,1.02169,,
2008,512,"Oman",15,"Receipts",39.012,,,0.05589,,
2008,512,"Oman",16,"Payments",5180.754,,,7.42179,,
2008,586,"Pakistan",15,"Receipts",7039,,,4.55001,,
2008,585,"Palau",15,"Receipts",1.605,,,0.80946,,
2008,585,"Palau",16,"Payments",9.725,,,4.90589,,
2008,591,"Panama",15,"Receipts",378,,,1.49775,,
2008,591,"Panama",16,"Payments",387.6,,,1.53579,,
2008,598,"Papua New Guinea",15,"Receipts",7.35,,,0.06298,,
2008,598,"Papua New Guinea",16,"Payments",321.37,,,2.7536,,
2008,600,"Paraguay",15,"Receipts",362.6,,,1.47305,,
2008,600,"Paraguay",16,"Payments",70,,,0.28437,,
2008,604,"Peru",15,"Receipts",2443.645,,,2.02604,,
2008,608,"Philippines",15,"Receipts",18850.672,,,10.37892,,
2008,608,"Philippines",16,"Payments",116.943,,,0.06439,,
2008,616,"Poland",15,"Receipts",12321,,,2.30903,,
2008,616,"Poland",16,"Payments",1474,,,0.27624,,
2008,620,"Portugal",15,"Receipts",6414.335,,,2.44491,,
2008,620,"Portugal",16,"Payments",387.824,,,0.14782,,
2008,410,"Republic of Korea",15,"Receipts",6978.1,,,0.66627,,
2008,410,"Republic of Korea",16,"Payments",7884.6,,,0.75282,,
2008,498,"Republic of Moldova",15,"Receipts",1888.02,,,25.98139,,
2008,498,"Republic of Moldova",16,"Payments",92.25,,,1.26947,,
2008,643,"Russian Federation",15,"Receipts",5736.97,,,0.34208,,
2008,643,"Russian Federation",16,"Payments",29718.81,,,1.77203,,
2008,659,"Saint Kitts and Nevis",15,"Receipts",16.557,,,2.12894,,
2008,662,"Saint Lucia",15,"Receipts",31.272,,,2.19193,,
2008,670,"Saint Vincent and the Grenadines",15,"Receipts",42.27,,,5.76938,,
2008,670,"Saint Vincent and the Grenadines",16,"Payments",12.655,,,1.72727,,
2008,882,"Samoa",15,"Receipts",109.008,,,15.94276,,
2008,882,"Samoa",16,"Payments",8.593,,,1.2567,,
2008,682,"Saudi Arabia",15,"Receipts",216.187,,,0.04159,,
2008,682,"Saudi Arabia",16,"Payments",21696.16,,,4.17397,,
2008,686,"Senegal",15,"Receipts",1482.085,,,8.82927,,
2008,686,"Senegal",16,"Payments",144.686,,,0.86194,,
2008,688,"Serbia",15,"Receipts",3545.491,,,6.79288,,
2008,688,"Serbia",16,"Payments",180.041,,,0.34494,,
2008,690,"Seychelles",16,"Payments",50.522,,,5.18104,,
2008,694,"Sierra Leone",15,"Receipts",22.579,,,0.90118,,
2008,694,"Sierra Leone",16,"Payments",3.215,,,0.12833,,
2008,534,"Sint Maarten (Dutch part)",15,"Receipts",,,"Not applicable",,,"Not applicable"
2008,534,"Sint Maarten (Dutch part)",16,"Payments",,,"Not applicable",,,"Not applicable"
2008,703,"Slovakia",15,"Receipts",2050.365,,,2.11961,,
2008,703,"Slovakia",16,"Payments",152.695,,,0.15785,,
2008,705,"Slovenia",15,"Receipts",380.2,,,0.68437,,
2008,705,"Slovenia",16,"Payments",380.1,,,0.68419,,
2008,090,"Solomon Islands",15,"Receipts",9.142,,,1.17753,,
2008,710,"South Africa",15,"Receipts",783.694,,,0.2479,,
2008,710,"South Africa",16,"Payments",1118.933,,,0.35395,,
2008,724,"Spain",15,"Receipts",6038.965,,,0.37156,,
2008,724,"Spain",16,"Payments",748.881,,,0.04608,,
2008,144,"Sri Lanka",15,"Receipts",2924.5,,,6.15288,,
2008,144,"Sri Lanka",16,"Payments",372.9,,,0.78455,,
2008,275,"State of Palestine",15,"Receipts",740.724,,,10.13247,,
2008,275,"State of Palestine",16,"Payments",8.3,,,0.11354,,
2008,729,"Sudan",15,"Receipts",,,"Not applicable",,,"Not applicable"
2008,729,"Sudan",16,"Payments",,,"Not applicable",,,"Not applicable"
2008,736,"Sudan (...2011)",15,"Receipts",1590.626,,,2.48681,,
2008,736,"Sudan (...2011)",16,"Payments",2.103,,,0.00329,,
2008,752,"Sweden",16,"Payments",1205.758,,,0.2329,,
2008,756,"Switzerland",15,"Receipts",2214.729,,,0.39042,,
2008,756,"Switzerland",16,"Payments",15837.912,,,2.79194,,
2008,760,"Syrian Arab Republic",15,"Receipts",1325.014,,,2.52106,,
2008,764,"Thailand",15,"Receipts",1898.41,,,0.65152,,
2008,768,"Togo",15,"Receipts",338.424,,,7.42094,,
2008,768,"Togo",16,"Payments",57.861,,,1.26877,,
2008,776,"Tonga",15,"Receipts",103.482,,,30.70292,,
2008,788,"Tunisia",15,"Receipts",1976.964,,,4.40702,,
2008,788,"Tunisia",16,"Payments",15.745,,,0.0351,,
2008,792,"Turkiye",15,"Receipts",2439,,,0.31657,,
2008,798,"Tuvalu",15,"Receipts",5.963,,,19.87464,,
2008,798,"Tuvalu",16,"Payments",1.368,,,4.55946,,
2008,800,"Uganda",15,"Receipts",723.521,,,3.97512,,
2008,800,"Uganda",16,"Payments",381.044,,,2.0935,,
2008,804,"Ukraine",15,"Receipts",6782,,,3.60533,,
2008,804,"Ukraine",16,"Payments",714,,,0.37956,,
2008,784,"United Arab Emirates",16,"Payments",36699.99,,,11.349,,
2008,826,"United Kingdom",15,"Receipts",5995.101,,,0.20464,,
2008,826,"United Kingdom",16,"Payments",11211.837,,,0.38271,,
2008,840,"United States",15,"Receipts",5364,,,0.03632,,
2008,840,"United States",16,"Payments",55679,,,0.37698,,
2008,860,"Uzbekistan",15,"Receipts",3629.959,,,9.92587,,
2008,860,"Uzbekistan",16,"Payments",473.929,,,1.29593,,
2008,548,"Vanuatu",16,"Payments",2.549,,,0.41929,,
2008,704,"Viet Nam",15,"Receipts",6804,,,5.94747,,
2008,887,"Yemen",15,"Receipts",1410.52,,,4.6403,,
2008,894,"Zambia",15,"Receipts",68.195,,,0.38074,,
2008,894,"Zambia",16,"Payments",138.885,,,0.77542,,
2009,004,"Afghanistan",15,"Receipts",140.695,,,1.17918,,
2009,004,"Afghanistan",16,"Payments",624.997,,,5.23816,,
2009,008,"Albania",15,"Receipts",1717.698,,,14.26161,,
2009,008,"Albania",16,"Payments",229.82,,,1.90813,,
2009,012,"Algeria",15,"Receipts",2059,"Imputed from EIU",,1.50061,,
2009,012,"Algeria",16,"Payments",45.702,,,0.03331,,
2009,024,"Angola",16,"Payments",716,,,1.01839,,
2009,660,"Anguilla",15,"Receipts",2.669,"Imputed from IMF_bop",,0.93833,,
2009,028,"Antigua and Barbuda",15,"Receipts",27.817,,,2.26465,,
2009,032,"Argentina",15,"Receipts",628.542,,,0.18687,,
2009,032,"Argentina",16,"Payments",766.572,,,0.2279,,
2009,051,"Armenia",15,"Receipts",1439.809,,,15.61216,,
2009,051,"Armenia",16,"Payments",180.495,,,1.95714,,
2009,533,"Aruba",16,"Payments",72.961,,,2.85696,,
2009,036,"Australia",15,"Receipts",1334.649,,,0.13119,,
2009,036,"Australia",16,"Payments",3224.401,,,0.31695,,
2009,040,"Austria",15,"Receipts",3101.682,,,0.77513,,
2009,040,"Austria",16,"Payments",2909.179,,,0.72703,,
2009,031,"Azerbaijan",15,"Receipts",1254.645,,,2.83264,,
2009,044,"Bahamas",16,"Payments",63.34,,,0.63454,,
2009,048,"Bahrain",16,"Payments",1390.957,,,6.06393,,
2009,050,"Bangladesh",15,"Receipts",10520.653,,,9.75835,,
2009,050,"Bangladesh",16,"Payments",7.792,,,0.00723,,
2009,052,"Barbados",15,"Receipts",114.476,,,2.56357,,
2009,112,"Belarus",15,"Receipts",503.8,,,0.99031,,
2009,112,"Belarus",16,"Payments",133,,,0.26143,,
2009,056,"Belgium",15,"Receipts",11090.651,,,2.30423,,
2009,056,"Belgium",16,"Payments",4291.703,,,0.89166,,
2009,084,"Belize",15,"Receipts",78.578,,,4.67319,,
2009,084,"Belize",16,"Payments",22.509,,,1.33864,,
2009,204,"Benin",15,"Receipts",126.457,,,1.30374,,
2009,204,"Benin",16,"Payments",70.228,,,0.72404,,
2009,060,"Bermuda",15,"Receipts",1346.067,,,20.63162,,
2009,060,"Bermuda",16,"Payments",212.564,,,3.25804,,
2009,064,"Bhutan",15,"Receipts",4.867,,,0.39438,,
2009,064,"Bhutan",16,"Payments",47.65,,,3.8614,,
2009,068,"Bolivia (Plurinational State of)",15,"Receipts",1057.93,,,6.1011,,
2009,068,"Bolivia (Plurinational State of)",16,"Payments",103.47,,,0.59671,,
2009,070,"Bosnia and Herzegovina",15,"Receipts",2127.033,,,12.07585,,
2009,070,"Bosnia and Herzegovina",16,"Payments",55.056,,,0.31257,,
2009,072,"Botswana",16,"Payments",59.504,,,0.58807,,
2009,076,"Brazil",15,"Receipts",2889.16,,,0.17332,,
2009,076,"Brazil",16,"Payments",730.896,,,0.04385,,
2009,100,"Bulgaria",15,"Receipts",1591.795,,,3.05974,,
2009,100,"Bulgaria",16,"Payments",101.25,,,0.19462,,
2009,108,"Burundi",15,"Receipts",28.232,,,1.5901,,
2009,132,"Cabo Verde",15,"Receipts",135.62,,,7.26137,,
2009,116,"Cambodia",16,"Payments",159.287,,,1.53133,,
2009,120,"Cameroon",16,"Payments",130.47,,,0.46896,,
2009,124,"Canada",15,"Receipts",1196.445,,,0.08704,,
2009,124,"Canada",16,"Payments",4662.098,,,0.33915,,
2009,152,"Chile",15,"Receipts",51.938,,,0.03013,,
2009,152,"Chile",16,"Payments",103.94,,,0.06029,,
2009,156,"China",15,"Receipts",41600.375,,,0.81542,,
2009,156,"China",16,"Payments",2051.656,,,0.04022,,
2009,344,"China, Hong Kong SAR",15,"Receipts",347.792,,,0.16248,,
2009,344,"China, Hong Kong SAR",16,"Payments",413.326,,,0.1931,,
2009,446,"China, Macao SAR",15,"Receipts",48.382,,,0.22412,,
2009,446,"China, Macao SAR",16,"Payments",768.319,,,3.55905,,
2009,158,"China, Taiwan Province of",15,"Receipts",336.3,"Imputed from EIU",,0.08605,,
2009,170,"Colombia",15,"Receipts",4124.863,,,1.77491,,
2009,170,"Colombia",16,"Payments",124.475,,,0.05356,,
2009,178,"Congo",15,"Receipts",34.089,,,0.35201,,
2009,188,"Costa Rica",15,"Receipts",513.092,,,1.66882,,
2009,188,"Costa Rica",16,"Payments",238.598,,,0.77604,,
2009,384,"Cote d'Ivoire",15,"Receipts",316.346,,,1.30304,,
2009,384,"Cote d'Ivoire",16,"Payments",746.4,,,3.07445,,
2009,191,"Croatia",15,"Receipts",2268.827,,,3.57453,,
2009,191,"Croatia",16,"Payments",350.237,,,0.5518,,
2009,192,"Cuba",15,"Receipts",1440,"Imputed from EIU",,2.31959,,
2009,531,"Curacao",15,"Receipts",,,"Not applicable",,,"Not applicable"
2009,531,"Curacao",16,"Payments",,,"Not applicable",,,"Not applicable"
2009,196,"Cyprus",15,"Receipts",593.413,,,2.2873,,
2009,196,"Cyprus",16,"Payments",694.826,,,2.67819,,
2009,203,"Czechia",15,"Receipts",1196.075,,,0.5766,,
2009,203,"Czechia",16,"Payments",2044.602,,,0.98566,,
2009,208,"Denmark",15,"Receipts",1019.066,,,0.31723,,
2009,208,"Denmark",16,"Payments",3390.97,,,1.05558,,
2009,262,"Djibouti",15,"Receipts",32.467,,,2.96794,,
2009,214,"Dominican Republic",15,"Receipts",3414.7,,,7.10344,,
2009,218,"Ecuador",15,"Receipts",2742.436,,,4.38652,,
2009,818,"Egypt",15,"Receipts",7149.6,,,3.80386,,
2009,818,"Egypt",16,"Payments",254.8,,,0.13556,,
2009,222,"El Salvador",15,"Receipts",3402.34,,,19.3297,,
2009,222,"El Salvador",16,"Payments",20.033,,,0.11381,,
2009,233,"Estonia",15,"Receipts",340.051,,,1.73127,,
2009,233,"Estonia",16,"Payments",92.426,,,0.47056,,
2009,748,"Eswatini",15,"Receipts",93.458,,,2.61024,,
2009,231,"Ethiopia",16,"Payments",26.55,,,0.09417,,
2009,234,"Faroe Islands",15,"Receipts",138.741,,,,,"No value reported or collected"
2009,242,"Fiji",15,"Receipts",171.057,,,5.95891,,
2009,242,"Fiji",16,"Payments",7.159,,,0.24937,,
2009,246,"Finland",15,"Receipts",865.769,,,0.3429,,
2009,246,"Finland",16,"Payments",686.712,,,0.27199,,
2009,250,"France",15,"Receipts",19665.37,,,0.73104,,
2009,250,"France",16,"Payments",11766.845,,,0.43742,,
2009,258,"French Polynesia",15,"Receipts",727.757,,,11.09697,,
2009,266,"Gabon",15,"Receipts",13.846,,,0.11476,,
2009,270,"Gambia",15,"Receipts",79.801,,,5.50299,,
2009,268,"Georgia",15,"Receipts",1111.62,,,9.81429,,
2009,268,"Georgia",16,"Payments",33.609,,,0.29673,,
2009,276,"Germany",15,"Receipts",12344.792,,,0.36334,,
2009,276,"Germany",16,"Payments",15336.344,,,0.45139,,
2009,300,"Greece",15,"Receipts",2022.1,,,0.61279,,
2009,300,"Greece",16,"Payments",1844.5,,,0.55897,,
2009,308,"Grenada",15,"Receipts",35.344,,,4.58259,,
2009,320,"Guatemala",15,"Receipts",4002.155,,,10.77732,,
2009,320,"Guatemala",16,"Payments",21.977,,,0.05918,,
2009,324,"Guinea",15,"Receipts",52,,,0.77417,,
2009,324,"Guinea",16,"Payments",44.9,,,0.66846,,
2009,624,"Guinea-Bissau",15,"Receipts",48.85,,,5.90839,,
2009,624,"Guinea-Bissau",16,"Payments",20.19,,,2.44197,,
2009,328,"Guyana",15,"Receipts",262.066,,,8.27839,,
2009,328,"Guyana",16,"Payments",85.625,,,2.7048,,
2009,332,"Haiti",15,"Receipts",1375.547,,,12.12613,,
2009,332,"Haiti",16,"Payments",134.824,,,1.18854,,
2009,340,"Honduras",15,"Receipts",2477.339,,,16.98265,,
2009,348,"Hungary",15,"Receipts",1575.173,,,1.20179,,
2009,348,"Hungary",16,"Payments",896.316,,,0.68385,,
2009,352,"Iceland",15,"Receipts",94.049,,,0.71496,,
2009,352,"Iceland",16,"Payments",68.068,,,0.51745,,
2009,356,"India",15,"Receipts",49204,,,3.74109,,
2009,356,"India",16,"Payments",2890,,,0.21973,,
2009,360,"Indonesia",15,"Receipts",6792.907,,,1.18239,,
2009,360,"Indonesia",16,"Payments",2701.592,,,0.47025,,
2009,364,"Iran (Islamic Republic of)",15,"Receipts",1072,"Imputed from EIU",,0.24398,,
2009,372,"Ireland",15,"Receipts",573.236,,,0.24342,,
2009,372,"Ireland",16,"Payments",2550.787,,,1.08316,,
2009,376,"Israel",15,"Receipts",4619,,,2.17414,,
2009,376,"Israel",16,"Payments",3464.5,,,1.63072,,
2009,380,"Italy",15,"Receipts",7041.291,,,0.32136,,
2009,380,"Italy",16,"Payments",14402.099,,,0.6573,,
2009,388,"Jamaica",15,"Receipts",1889.494,,,15.5893,,
2009,388,"Jamaica",16,"Payments",268.998,,,2.21937,,
2009,392,"Japan",15,"Receipts",1594.532,,,0.03015,,
2009,392,"Japan",16,"Payments",3932.046,,,0.07434,,
2009,400,"Jordan",15,"Receipts",3465.211,,,14.12189,,
2009,400,"Jordan",16,"Payments",502.254,,,2.04685,,
2009,398,"Kazakhstan",15,"Receipts",198.201,,,0.17189,,
2009,398,"Kazakhstan",16,"Payments",2934.061,,,2.54453,,
2009,404,"Kenya",16,"Payments",60.804,,,0.14358,,
2009,296,"Kiribati",15,"Receipts",14.048,,,10.60826,,
2009,296,"Kiribati",16,"Payments",0.557,,,0.42062,,
2009,412,"Kosovo",15,"Receipts",1056.112,,,21.05658,,
2009,412,"Kosovo",16,"Payments",155.674,,,3.10381,,
2009,414,"Kuwait",16,"Payments",11749.2,,,11.08751,,
2009,417,"Kyrgyzstan",16,"Payments",107.496,,,2.292,,
2009,428,"Latvia",15,"Receipts",1586.661,,,6.00704,,
2009,428,"Latvia",16,"Payments",571.395,,,2.16328,,
2009,422,"Lebanon",15,"Receipts",7558.138,,,21.35093,,
2009,422,"Lebanon",16,"Payments",5749.154,,,16.24074,,
2009,426,"Lesotho",15,"Receipts",547.927,,,31.47385,,
2009,434,"Libya",16,"Payments",1361,,,2.23817,,
2009,440,"Lithuania",15,"Receipts",1239.844,,,3.31626,,
2009,440,"Lithuania",16,"Payments",679.864,,,1.81846,,
2009,442,"Luxembourg",15,"Receipts",1676.277,,,3.08997,,
2009,442,"Luxembourg",16,"Payments",10758.739,,,19.83216,,
2009,450,"Madagascar",15,"Receipts",283.721,,,2.95024,,
2009,450,"Madagascar",16,"Payments",49.537,,,0.51511,,
2009,454,"Malawi",15,"Receipts",16.657,,,0.26904,,
2009,454,"Malawi",16,"Payments",13.317,,,0.21509,,
2009,458,"Malaysia",15,"Receipts",1130.872,,,0.55913,,
2009,458,"Malaysia",16,"Payments",6528.553,,,3.22784,,
2009,462,"Maldives",15,"Receipts",4.511,,,0.19233,,
2009,462,"Maldives",16,"Payments",190.153,,,8.10785,,
2009,466,"Mali",15,"Receipts",455.567,,,4.47467,,
2009,466,"Mali",16,"Payments",167.576,,,1.64597,,
2009,470,"Malta",15,"Receipts",259.903,,,2.98884,,
2009,470,"Malta",16,"Payments",1863.674,,,21.43193,,
2009,584,"Marshall Islands",15,"Receipts",23.587,,,15.65913,,
2009,480,"Mauritius",15,"Receipts",296.654,"Imputed from EIU",,3.24963,,
2009,484,"Mexico",15,"Receipts",22893.128,,,2.42657,,
2009,583,"Micronesia (Federated States of)",15,"Receipts",17.4,,,6.20798,,
2009,496,"Mongolia",15,"Receipts",199.619,,,3.75579,,
2009,496,"Mongolia",16,"Payments",83.444,,,1.56998,,
2009,499,"Montenegro",16,"Payments",25.943,,,0.62376,,
2009,500,"Montserrat",16,"Payments",2.421,"Imputed from IMF_bop",,4.07478,,
2009,504,"Morocco",15,"Receipts",6269.118,,,6.59781,,
2009,504,"Morocco",16,"Payments",60.109,,,0.06326,,
2009,508,"Mozambique",15,"Receipts",111.125,,,0.90612,,
2009,508,"Mozambique",16,"Payments",65.747,,,0.5361,,
2009,516,"Namibia",15,"Receipts",76.5,,,0.85088,,
2009,516,"Namibia",16,"Payments",67.8,,,0.75411,,
2009,524,"Nepal",15,"Receipts",2983.337,,,21.03995,,
2009,528,"Netherlands (Kingdom of the)",15,"Receipts",1713.131,,,0.19736,,
2009,528,"Netherlands (Kingdom of the)",16,"Payments",11672.005,,,1.34466,,
2009,530,"Netherlands Antilles",16,"Payments",102.458,"Imputed from IMF_bop",,2.74969,,
2009,540,"New Caledonia",15,"Receipts",509.35,,,5.87516,,
2009,554,"New Zealand",15,"Receipts",331.041,,,0.27274,,
2009,554,"New Zealand",16,"Payments",524.454,,,0.43209,,
2009,558,"Nicaragua",15,"Receipts",770.3,,,9.28217,,
2009,566,"Nigeria",15,"Receipts",18370.797,,,6.29395,,
2009,807,"North Macedonia",15,"Receipts",381.154,,,4.05408,,
2009,807,"North Macedonia",16,"Payments",26.302,,,0.27976,,
2009,578,"Norway",15,"Receipts",631.471,,,0.16276,,
2009,578,"Norway",16,"Payments",4174.095,,,1.07587,,
