alpha2;year;p2;shweal992i;ahweal992i
GB;1938;p99.5p100;.4383124542236328;3636919.276193448
GB;1939;p99.5p100;.4080215072631836;
GB;1940;p99.5p100;.4067151260375976;
GB;1941;p99.5p100;.3962639236450196;
GB;1946;p99.5p100;.3613932800292969;
GB;1947;p99.5p100;.3505401229858399;
GB;1948;p99.5p100;.3435057067871094;
GB;1949;p99.5p100;.335767822265625;
GB;1950;p99.5p100;.3333663177490234;2308785.088419263
GB;1951;p99.5p100;.322121353149414;2003400.170950764
GB;1952;p99.5p100;.2977039337158203;1752406.803354071
GB;1953;p99.5p100;.2916106796264649;1526155.28553107
GB;1954;p99.5p100;.311524829864502;1744045.322364264
GB;1955;p99.5p100;.2891508865356445;1577809.165318349
GB;1956;p99.5p100;.2871663475036621;1550406.449341014
GB;1957;p99.5p100;.2841565895080567;1616293.004138185
GB;1958;p99.5p100;.2714801025390625;1651106.189021343
GB;1959;p99.5p100;.2751033592224121;1810530.682335823
GB;1960;p99.5p100;.2659033584594727;1692821.75727243
GB;1961;p99.5p100;.2577045249938965;1696624.400095431
GB;1962;p99.5p100;.247608470916748;1660934.933631727
GB;1963;p99.5p100;.2420102691650391;1755858.838507274
GB;1964;p99.5p100;.2384380149841309;1810056.915252366
GB;1965;p99.5p100;.2296598243713379;1714317.999210242
GB;1966;p99.5p100;.217264461517334;1616695.661602195
GB;1967;p99.5p100;.2208835792541504;1732807.730794717
GB;1968;p99.5p100;.2278599548339844;1808818.209416853
GB;1969;p99.5p100;.2047615814208984;1572578.2604304
GB;1970;p99.5p100;.2018233871459961;1561530.862845541
GB;1971;p99.5p100;.1949082183837891;1564384.305024599
GB;1972;p99.5p100;.2132188034057617;1992192.110358348
GB;1973;p99.5p100;.2056396484375;2023788.917254145
GB;1974;p99.5p100;.1722689437866211;1402852.290983467
GB;1975;p99.5p100;.1610381698608399;1236698.290229151
GB;1976;p99.5p100;.1680259704589844;1191237.239423713
GB;1977;p99.5p100;.1466078853607178;955979.8753253964
GB;1978;p99.5p100;.1537517070770264;1128721.455983509
GB;1979;p99.5p100;.13162672996521;1067382.430389481
GB;1980;p99.5p100;.1383199787139893;1190793.263086459
GB;1981;p99.5p100;.1229648208618164;961847.9216814503
GB;1982;p99.5p100;.1232320404052734;1043959.882548492
GB;1983;p99.5p100;.1259643363952637;1192200.857795587
GB;1984;p99.5p100;.1069883346557617;1145069.961372357
GB;1985;p99.5p100;.1086804676055908;1166401.201642104
GB;1986;p99.5p100;.1156556606292725;1321754.294563826
GB;1987;p99.5p100;.1183424091339111;1617338.117367324
GB;1988;p99.5p100;.1058871269226074;1658241.029762481
GB;1989;p99.5p100;.1185076713562012;1935392.738989391
GB;1990;p99.5p100;.1196041584014893;1835556.404984999
GB;1991;p99.5p100;.1117741870880127;
GB;1992;p99.5p100;.1233380031585693;1742844.371633601
GB;1993;p99.5p100;.1345958614349365;1902989.656509531
GB;1994;p99.5p100;.1281134128570557;1831976.751921532
GB;1995;p99.5p100;.1164380073547363;1687774.379273595
GB;1996;p99.5p100;.1170807552337647;1677504.910782108
GB;1997;p99.5p100;.1389688587188721;2043191.049976492
GB;1998;p99.5p100;.1502597808837891;
GB;1999;p99.5p100;.1448956680297852;2519274.454272136
GB;2000;p99.5p100;.1335297012329102;2479616.164924201
GB;2001;p99.5p100;.142297420501709;3022510.828283453
GB;2002;p99.5p100;.1334120845794678;2933230.039188806
GB;2003;p99.5p100;.1233405876159668;2860105.526935188
GB;2005;p99.5p100;.1395417213439941;3439817.849888308
GB;2006;p99.5p100;.1508085250854492;3791741.930783245
GB;2009;p99.5p100;.1558934116363525;3638235.670408546
GB;2012;p99.5p100;.1499282932281494;3551180.440369549
GB;1895;p99.5p99.9;.2306552124023437;
GB;1896;p99.5p99.9;.2384724807739258;
GB;1897;p99.5p99.9;.2217644500732422;
GB;1898;p99.5p99.9;.2390387725830078;
GB;1899;p99.5p99.9;.2100711441040039;
GB;1900;p99.5p99.9;.2259468460083008;
GB;1901;p99.5p99.9;.1936772155761719;
GB;1902;p99.5p99.9;.2232735824584961;
GB;1903;p99.5p99.9;.2200205993652344;
GB;1904;p99.5p99.9;.2296191024780273;
GB;1905;p99.5p99.9;.2311846160888672;
GB;1906;p99.5p99.9;.2036544418334961;
GB;1907;p99.5p99.9;.2113393020629883;
GB;1908;p99.5p99.9;.2195904159545898;
GB;1909;p99.5p99.9;.1992263031005859;
GB;1910;p99.5p99.9;.2048268127441406;
GB;1911;p99.5p99.9;.2175989151000977;1998226.991138783
GB;1912;p99.5p99.9;.2215819931030273;2072566.15919592
GB;1913;p99.5p99.9;.2109914779663086;1999983.705919908
GB;1914;p99.5p99.9;.2318018913269043;2347926.570523885
GB;1919;p99.5p99.9;.1874020767211914;
GB;1920;p99.5p99.9;.1782407569885254;1011600.196822953
GB;1921;p99.5p99.9;.1855656433105469;
GB;1922;p99.5p99.9;.1866848373413086;
GB;1923;p99.5p99.9;.1734198760986328;
GB;1924;p99.5p99.9;.1799344635009766;1423993.711120031
GB;1925;p99.5p99.9;.1674790954589844;1383050.461610479
GB;1926;p99.5p99.9;.1774087333679199;1485826.345346946
GB;1927;p99.5p99.9;.1795078277587891;1611975.093328584
GB;1928;p99.5p99.9;.1768829154968262;1549651.526171443
GB;1929;p99.5p99.9;.1824079704284668;1516661.920886722
GB;1930;p99.5p99.9;.1745490455627441;1611103.438505698
GB;1931;p99.5p99.9;.177800121307373;
GB;1932;p99.5p99.9;.1694185066223144;
GB;1933;p99.5p99.9;.1690135955810547;
GB;1934;p99.5p99.9;.1763581848144531;
GB;1935;p99.5p99.9;.1774391746520996;
GB;1936;p99.5p99.9;.1868129539489746;1931572.389407462
GB;1937;p99.5p99.9;.1800326347351074;
GB;1938;p99.5p99.9;.1680899620056152;1743418.470836269
GB;1939;p99.5p99.9;.1686721038818359;
GB;1940;p99.5p99.9;.1708835411071777;
GB;1941;p99.5p99.9;.1676811408996582;
GB;1946;p99.5p99.9;.1685215568542481;
GB;1947;p99.5p99.9;.1575617980957031;
GB;1948;p99.5p99.9;.1529791831970215;
GB;1949;p99.5p99.9;.1523834991455078;
GB;1950;p99.5p99.9;.1324906730651856;1146983.341002317
GB;1951;p99.5p99.9;.1319254302978516;1025620.573688246
GB;1952;p99.5p99.9;.1254675674438477;923191.608708999
GB;1953;p99.5p99.9;.133452091217041;873033.0737412828
GB;1954;p99.5p99.9;.1502750968933105;1051627.971029667
GB;1955;p99.5p99.9;.131590461730957;897561.8191731835
GB;1956;p99.5p99.9;.1318656158447266;889925.3996387123
GB;1957;p99.5p99.9;.1239364051818848;881193.4688911914
GB;1958;p99.5p99.9;.1204321670532227;915565.7013123862
GB;1959;p99.5p99.9;.127890739440918;1052105.054255251
GB;1960;p99.5p99.9;.1296907424926758;1032063.45286665
GB;1961;p99.5p99.9;.1266748237609863;1042471.008589042
GB;1962;p99.5p99.9;.1232426261901855;1033375.304133981
GB;1963;p99.5p99.9;.1303721427917481;1182362.426219579
GB;1964;p99.5p99.9;.1268472480773926;1203670.996938648
GB;1965;p99.5p99.9;.123892707824707;1156011.394114008
GB;1966;p99.5p99.9;.1152642440795899;1072121.97774958
GB;1967;p99.5p99.9;.116014461517334;1137651.090226104
GB;1968;p99.5p99.9;.116508960723877;1156102.27492105
GB;1969;p99.5p99.9;.1100771141052246;1056746.555015162
GB;1970;p99.5p99.9;.102596378326416;992250.0399878352
GB;1971;p99.5p99.9;.1061441040039063;1064925.402783967
GB;1972;p99.5p99.9;.0979527282714844;1144016.436012727
GB;1973;p99.5p99.9;.0860086441040039;1058060.435136869
GB;1974;p99.5p99.9;.0894227027893066;910254.3435607273
GB;1975;p99.5p99.9;.0899553108215332;863518.7172252069
GB;1976;p99.5p99.9;.0859841537475586;761991.7747285727
GB;1977;p99.5p99.9;.0804227495193481;655511.5527182277
GB;1978;p99.5p99.9;.0865615701675415;794331.8432781572
GB;1979;p99.5p99.9;.064116792678833;649916.7951714648
GB;1980;p99.5p99.9;.0718920803070068;773646.4183878975
GB;1981;p99.5p99.9;.073604211807251;719677.9702684616
GB;1982;p99.5p99.9;.0692112159729004;732903.276011726
GB;1983;p99.5p99.9;.0709798145294189;839743.595189205
GB;1984;p99.5p99.9;.0622676658630371;833044.4853397728
GB;1985;p99.5p99.9;.0628484678268433;843142.8619334539
GB;1986;p99.5p99.9;.062841420173645;897717.8088287882
GB;1987;p99.5p99.9;.0646253967285156;1104011.637120957
GB;1988;p99.5p99.9;.0595178890228271;1165096.840037008
GB;1989;p99.5p99.9;.062072925567627;1267169.96520757
GB;1990;p99.5p99.9;.0609909868240356;1170030.352701143
GB;1991;p99.5p99.9;.0632499551773071;
GB;1992;p99.5p99.9;.0651473951339722;1150717.62178056
GB;1993;p99.5p99.9;.0642314958572388;1135174.875877841
GB;1994;p99.5p99.9;.0676820516586304;1209786.922343065
GB;1995;p99.5p99.9;.0629330062866211;1140271.098268054
GB;1996;p99.5p99.9;.065745735168457;1177486.357470351
GB;1997;p99.5p99.9;.0731160402297974;1343736.650646428
GB;1998;p99.5p99.9;.0717700290679932;
GB;1999;p99.5p99.9;.0698184728622437;1517401.257658597
GB;2000;p99.5p99.9;.0744109487533569;1727242.981079695
GB;2001;p99.5p99.9;.0670261907577515;1779612.260623015
GB;2003;p99.5p99.9;.0567801713943481;1645821.594134755
GB;2009;p99.5p99.9;.0734564208984375;
GB;1895;p99.9p100;.3431779479980469;
GB;1896;p99.9p100;.3417921447753906;
GB;1897;p99.9p100;.3720665740966797;
GB;1898;p99.9p100;.3424317550659179;
GB;1899;p99.9p100;.3884830093383789;
GB;1900;p99.9p100;.3639649963378906;
GB;1901;p99.9p100;.4343210601806641;
GB;1902;p99.9p100;.3615131759643554;
GB;1903;p99.9p100;.3656705856323242;
GB;1904;p99.9p100;.3472287750244141;
GB;1905;p99.9p100;.3637517929077149;
GB;1906;p99.9p100;.4092700576782227;
GB;1907;p99.9p100;.3803813934326172;
GB;1908;p99.9p100;.3521323776245117;
GB;1909;p99.9p100;.3935998153686524;
GB;1910;p99.9p100;.3730259704589844;
GB;1911;p99.9p100;.3433005142211914;12610216.43004139
GB;1912;p99.9p100;.3574446487426758;13373427.54968875
GB;1913;p99.9p100;.3405947494506836;12913961.37491417
GB;1914;p99.9p100;.3199374580383301;12962614.83172598
GB;1919;p99.9p100;.336888542175293;
GB;1920;p99.9p100;.2775622367858886;6301185.387835847
GB;1921;p99.9p100;.3198324966430664;
GB;1922;p99.9p100;.3283605194091797;
GB;1923;p99.9p100;.3309232330322265;
GB;1924;p99.9p100;.31448486328125;9955279.468794201
GB;1925;p99.9p100;.3377561187744141;11156825.38653591
GB;1926;p99.9p100;.2890273475646973;9682599.93484696
GB;1927;p99.9p100;.306583023071289;11012426.66458824
GB;1928;p99.9p100;.284188175201416;9958963.830594566
GB;1929;p99.9p100;.2763913154602051;9192409.354429457
GB;1930;p99.9p100;.2952453422546387;10900564.58517279
GB;1931;p99.9p100;.2484103965759277;
GB;1932;p99.9p100;.2736746406555176;
GB;1933;p99.9p100;.291263656616211;
GB;1934;p99.9p100;.2577912139892578;
GB;1935;p99.9p100;.2582176017761231;
GB;1936;p99.9p100;.2345572853088379;9700919.908598375
GB;1937;p99.9p100;.2462784004211426;
GB;1938;p99.9p100;.2702224922180176;11210922.49762217
GB;1939;p99.9p100;.2393494033813477;
GB;1940;p99.9p100;.2358315849304199;
GB;1941;p99.9p100;.2285827827453613;
GB;1946;p99.9p100;.1928717231750488;
GB;1947;p99.9p100;.1929783248901367;
GB;1948;p99.9p100;.1905265235900879;
GB;1949;p99.9p100;.1833843231201172;
GB;1950;p99.9p100;.2008756446838379;6955992.078087044
GB;1951;p99.9p100;.1901959228515625;5914518.560000836
GB;1952;p99.9p100;.1722363662719727;5069267.581934356
GB;1953;p99.9p100;.1581585884094238;4138644.13269022
GB;1954;p99.9p100;.1612497329711914;4513714.727702651
GB;1955;p99.9p100;.1575604248046875;4298798.549899013
GB;1956;p99.9p100;.1553007316589355;4192330.648150221
GB;1957;p99.9p100;.1602201843261719;4556691.145126158
GB;1958;p99.9p100;.1510479354858398;4593268.13985717
GB;1959;p99.9p100;.1472126197814941;4844233.19465811
GB;1960;p99.9p100;.1362126159667969;4335854.974895547
GB;1961;p99.9p100;.1310297012329102;4313237.966120984
GB;1962;p99.9p100;.1243658447265625;4171173.451622712
GB;1963;p99.9p100;.111638126373291;4049844.487658052
GB;1964;p99.9p100;.1115907669067383;4235600.58850724
GB;1965;p99.9p100;.1057671165466309;3947544.419595177
GB;1966;p99.9p100;.1020002174377441;3794990.397012652
GB;1967;p99.9p100;.1048691177368164;4113434.293069172
GB;1968;p99.9p100;.1113509941101074;4419681.947400067
GB;1969;p99.9p100;.0946844673156738;3635905.082091353
GB;1970;p99.9p100;.0992270088195801;3838654.154276365
GB;1971;p99.9p100;.0887641143798828;3562219.913987125
GB;1972;p99.9p100;.1152660751342773;5384894.80774083
GB;1973;p99.9p100;.1196310043334961;5886702.845723252
GB;1974;p99.9p100;.0828462409973145;3373244.080674427
GB;1975;p99.9p100;.0710828590393066;2729416.582244926
GB;1976;p99.9p100;.0820418167114258;2908219.098204273
GB;1977;p99.9p100;.0661851358413696;2157853.165754071
GB;1978;p99.9p100;.0671901369094849;2466279.906804915
GB;1979;p99.9p100;.067509937286377;2737244.971261546
GB;1980;p99.9p100;.0664278984069824;2859380.641880704
GB;1981;p99.9p100;.0493606090545654;1930527.727333405
GB;1982;p99.9p100;.054020824432373;2288186.308695558
GB;1983;p99.9p100;.0549845218658447;2602029.908221113
GB;1984;p99.9p100;.0447206687927246;2393171.865502692
GB;1985;p99.9p100;.0458319997787476;2459434.560476705
GB;1986;p99.9p100;.0528142404556274;3017900.237503975
GB;1987;p99.9p100;.0537170124053955;3670644.038352792
GB;1988;p99.9p100;.0463692378997803;3630817.788664375
GB;1989;p99.9p100;.0564347457885742;4608283.834116671
GB;1990;p99.9p100;.0586131715774536;4497660.614120422
GB;1991;p99.9p100;.0485242319107056;
GB;1992;p99.9p100;.0581906080245972;4111351.371045767
GB;1993;p99.9p100;.0703643655776977;4974248.77903629
GB;1994;p99.9p100;.0604313611984253;4320736.070235402
GB;1995;p99.9p100;.0535050010681152;3877787.503295758
GB;1996;p99.9p100;.0513350200653076;3677579.124029137
GB;1997;p99.9p100;.0658528184890747;4841008.647296745
GB;1998;p99.9p100;.0784897518157959;
GB;1999;p99.9p100;.0750771951675415;6526767.240726293
GB;2000;p99.9p100;.0591187524795532;5489108.900302226
GB;2001;p99.9p100;.0752712297439575;7994105.098925202
GB;2003;p99.9p100;.0665604162216187;7717241.258136915
GB;2009;p99.9p100;.082436990737915;
GB;1895;p99p100;.7000782775878907;
GB;1896;p99p100;.705110092163086;
GB;1897;p99p100;.7137647247314454;
GB;1898;p99p100;.7019902801513672;
GB;1899;p99p100;.7141673278808593;
GB;1900;p99p100;.7065190124511719;
GB;1901;p99p100;.7377162933349609;
GB;1902;p99p100;.7065190124511719;
GB;1903;p99p100;.7033992004394531;
GB;1904;p99p100;.7000782775878907;
GB;1905;p99p100;.7134628295898438;
GB;1906;p99p100;.7209100341796875;
GB;1907;p99p100;.6993737792968751;
GB;1908;p99p100;.6864922332763672;
GB;1909;p99p100;.7024935150146484;
GB;1910;p99p100;.6883036804199218;
GB;1911;p99p100;.6765202331542969;2485014.209411032
GB;1912;p99p100;.6877904510498047;2573297.935452946
GB;1913;p99p100;.6658455657958985;2524614.34952072
GB;1914;p99p100;.6721404266357421;2723250.199189641
GB;1919;p99p100;.625506477355957;
GB;1920;p99p100;.5731497192382813;1301157.779144287
GB;1921;p99p100;.6053791809082031;
GB;1922;p99p100;.6173549270629883;
GB;1923;p99p100;.6024458694458008;
GB;1924;p99p100;.5946409606933594;1882385.335029766
GB;1925;p99p100;.6027004241943359;1990851.688350437
GB;1926;p99p100;.5688758087158203;1905770.1338019
GB;1927;p99p100;.5911042404174804;2123239.582385814
GB;1928;p99p100;.5645961761474609;1978545.691832341
GB;1929;p99p100;.5632240676879883;1873208.707673855
GB;1930;p99p100;.5693781280517578;2102164.596676361
GB;1931;p99p100;.5311093521118164;
GB;1932;p99p100;.5431857299804688;
GB;1933;p99p100;.5594888687133789;
GB;1934;p99p100;.5379526519775391;
GB;1935;p99p100;.5397640991210938;
GB;1936;p99p100;.5342680740356446;2209648.61062263
GB;1937;p99p100;.5313106155395508;
GB;1938;p99p100;.5407191467285156;2243321.937118003
GB;1939;p99p100;.5118877410888671;
GB;1940;p99p100;.5097743988037109;
GB;1941;p99p100;.4985031127929688;
GB;1946;p99p100;.4607643890380859;
GB;1947;p99p100;.4494931030273437;
GB;1948;p99p100;.443857421875;
GB;1949;p99p100;.4337937545776367;
GB;1950;p99p100;.4304161834716797;1490460.213442866
GB;1951;p99p100;.418526382446289;1301490.599648913
GB;1952;p99p100;.3877555847167969;1141243.779037342
GB;1953;p99p100;.3888714599609375;1017586.589715743
GB;1954;p99p100;.4093095016479492;1145742.254411704
GB;1955;p99p100;.3786228942871094;1033015.461171548
GB;1956;p99p100;.3790607452392578;1023271.40561528
GB;1957;p99p100;.3656898498535156;1040028.575486936
GB;1958;p99p100;.3527925491333008;1072818.884085244
GB;1959;p99p100;.3609408569335937;1187725.402252408
GB;1960;p99p100;.3504408264160156;1115506.511520762
GB;1961;p99p100;.3403308486938477;1120301.674976106
GB;1962;p99p100;.327640266418457;1098890.442124234
GB;1963;p99p100;.3238276290893555;1174734.457862294
GB;1964;p99p100;.3207176589965821;1217333.60460359
GB;1965;p99p100;.3093605422973633;1154625.863181665
GB;1966;p99p100;.2927067947387695;1089036.379605732
GB;1967;p99p100;.299123420715332;1173295.402101623
GB;1968;p99p100;.3052953338623047;1211761.319672158
GB;1969;p99p100;.2760114288330078;1059890.16494483
GB;1970;p99p100;.2738671112060547;1059470.739526458
GB;1971;p99p100;.2672746658325195;1072608.163540281
GB;1972;p99p100;.2835238647460938;1324540.79429988
GB;1973;p99p100;.2666575241088867;1312146.140334444
GB;1974;p99p100;.2366724395751953;963657.368451615
GB;1975;p99p100;.2212634658813477;849600.284771305
GB;1976;p99p100;.2308113098144531;818180.1503067552
GB;1977;p99p100;.2062810897827148;672544.2155013331
GB;1978;p99p100;.2115473937988281;776505.4674108665
GB;1979;p99p100;.1852586936950684;751146.3468677195
GB;1980;p99p100;.1875444412231445;807282.7194385921
GB;1981;p99p100;.173856143951416;679963.4625546283
GB;1982;p99p100;.1720271682739258;728663.8352971398
GB;1983;p99p100;.174615592956543;826332.538497393
GB;1984;p99p100;.1522161960601807;814566.3464324778
GB;1985;p99p100;.1578246879577637;846918.0789265197
GB;1986;p99p100;.1630077362060547;931455.3831831558
GB;1987;p99p100;.1667326354980469;1139333.941118963
GB;1988;p99p100;.1520341491699219;1190462.294169431
GB;1989;p99p100;.1659284210205078;1354919.295772076
GB;1990;p99p100;.1634733009338379;1254406.487966267
GB;1991;p99p100;.1558031749725342;
GB;1992;p99p100;.1699167442321777;1200515.792973505
GB;1993;p99p100;.1828954315185547;1292937.653104969
GB;1994;p99p100;.1764508819580078;1261592.7809362
GB;1995;p99p100;.1622555923461914;1175951.211623956
GB;1996;p99p100;.1654807281494141;1185484.042856542
GB;1997;p99p100;.1926913833618164;1416523.505776575
GB;1998;p99p100;.1996123886108399;
GB;1999;p99p100;.1930294227600098;1678083.618007907
GB;2000;p99p100;.1849681854248047;1717408.55532972
GB;2001;p99p100;.188568172454834;2002669.272235726
GB;2002;p99p100;.1804530906677246;1983742.431877466
GB;2003;p99p100;.1678964996337891;1946649.176225865
GB;2005;p99p100;.1876566505432129;2312945.153505442
GB;2006;p99p100;.1987440872192383;2498487.033731816
GB;2009;p99p100;.205814266204834;2401643.523371245
GB;2012;p99p100;.198812427520752;2354521.580658954
GB;1895;p99p99.5;.1262451171875;
GB;1896;p99p99.5;.1248454666137695;
GB;1897;p99p99.5;.1199337005615234;
GB;1898;p99p99.5;.1205197525024414;
GB;1899;p99p99.5;.1156131744384766;
GB;1900;p99p99.5;.1166071701049805;
GB;1901;p99p99.5;.109718017578125;
GB;1902;p99p99.5;.1217322540283203;
GB;1903;p99p99.5;.1177080154418945;
GB;1904;p99p99.5;.1232304000854492;
GB;1905;p99p99.5;.1185264205932617;
GB;1906;p99p99.5;.1079855346679687;
GB;1907;p99p99.5;.1076530838012695;
GB;1908;p99p99.5;.1147694396972656;
GB;1909;p99p99.5;.1096673965454102;
GB;1910;p99p99.5;.1104508972167969;
GB;1911;p99p99.5;.1156208038330078;849403.5399027594
GB;1912;p99p99.5;.1087638092041016;813857.4336114059
GB;1913;p99p99.5;.1142593383789063;866449.4593226805
GB;1914;p99p99.5;.1204010772705078;975636.1756149784
GB;1919;p99p99.5;.1012158584594727;
GB;1920;p99p99.5;.1173467254638672;532798.323263042
GB;1921;p99p99.5;.0999810409545898;
GB;1922;p99p99.5;.1023095703125;
GB;1923;p99p99.5;.0981027603149414;
GB;1924;p99p99.5;.1002216339111328;634519.807404667
GB;1925;p99p99.5;.0974652099609375;643897.930105309
GB;1926;p99p99.5;.1024397277832031;686359.2043568507
GB;1927;p99p99.5;.1050133895874023;754413.7571911123
GB;1928;p99p99.5;.1035250854492187;725577.3966086146
GB;1929;p99p99.5;.1044247817993164;694606.0077524397
GB;1930;p99p99.5;.099583740234375;735333.5255136067
GB;1931;p99p99.5;.1048988342285156;
GB;1932;p99p99.5;.1000925827026367;
GB;1933;p99p99.5;.0992116165161133;
GB;1934;p99p99.5;.1038032531738281;
GB;1935;p99p99.5;.1041073226928711;
GB;1936;p99p99.5;.112897834777832;933855.3279996152
GB;1937;p99p99.5;.1049995803833008;
GB;1938;p99p99.5;.1024066925048828;849724.5980425577
GB;1939;p99p99.5;.1038662338256836;
GB;1940;p99p99.5;.1030592727661133;
GB;1941;p99p99.5;.1022391891479492;
GB;1946;p99p99.5;.0993711090087891;
GB;1947;p99p99.5;.0989529800415039;
GB;1948;p99p99.5;.1003517150878906;
GB;1949;p99p99.5;.0980259323120117;
GB;1950;p99p99.5;.0970498657226563;672135.3384664695
GB;1951;p99p99.5;.096405029296875;599581.0283470619
GB;1952;p99p99.5;.0900516510009766;530080.7547206142
GB;1953;p99p99.5;.0972607803344727;509017.8939004151
GB;1954;p99p99.5;.0977846717834473;547439.1864591435
GB;1955;p99p99.5;.0894720077514648;488221.757024747
GB;1956;p99p99.5;.0918943977355957;496136.3618895453
GB;1957;p99p99.5;.081533260345459;463764.1468356878
GB;1958;p99p99.5;.0813124465942383;494531.5791491445
GB;1959;p99p99.5;.0858374977111816;564920.1221689925
GB;1960;p99p99.5;.084537467956543;538191.2657690942
GB;1961;p99p99.5;.0826263236999512;543978.9498567815
GB;1962;p99p99.5;.080031795501709;536845.9506167398
GB;1963;p99p99.5;.0818173599243164;593610.0772173139
GB;1964;p99p99.5;.0822796440124512;624610.2939548135
GB;1965;p99p99.5;.0797007179260254;594933.7271530882
GB;1966;p99p99.5;.0754423332214356;561377.0976092704
GB;1967;p99p99.5;.0782398414611816;613783.073408528
GB;1968;p99p99.5;.0774353790283203;614704.4299274624
GB;1969;p99p99.5;.0712498474121094;547202.0694592601
GB;1970;p99p99.5;.0720437240600586;557410.6162073754
GB;1971;p99p99.5;.0723664474487305;580832.0220559627
GB;1972;p99p99.5;.070305061340332;656889.4782414127
GB;1973;p99p99.5;.0610178756713867;600503.3634147417
GB;1974;p99p99.5;.0644034957885742;524462.4459197627
GB;1975;p99p99.5;.0602252960205078;462502.2793134595
GB;1976;p99p99.5;.0627853393554687;445123.0611897974
GB;1977;p99p99.5;.0596732044219971;389108.5556772699
GB;1978;p99p99.5;.0577956867218018;424289.4788382242
GB;1979;p99p99.5;.0536319637298584;434910.263345958
GB;1980;p99p99.5;.0492244625091553;423772.1757907255
GB;1981;p99p99.5;.0508913230895996;398079.0034278063
GB;1982;p99p99.5;.0487951278686523;413367.7880457873
GB;1983;p99p99.5;.0486512565612793;460464.2191991991
GB;1984;p99p99.5;.0452278614044189;484062.7314925989
GB;1985;p99p99.5;.0491442203521728;527434.9562109353
GB;1986;p99p99.5;.0473520755767822;541156.4718024859
GB;1987;p99p99.5;.0483902263641357;661329.7648706014
GB;1988;p99p99.5;.0461470222473145;722683.558576381
GB;1989;p99p99.5;.0474207496643066;774445.8525547611
GB;1990;p99p99.5;.0438691425323486;673256.5709475343
GB;1991;p99p99.5;.0440289878845215;
GB;1992;p99p99.5;.0465787410736084;658187.2143134094
GB;1993;p99p99.5;.0482995700836182;682885.6497004068
GB;1994;p99p99.5;.0483374691009522;691208.8099508686
GB;1995;p99p99.5;.0458175849914551;664128.0439743177
GB;1996;p99p99.5;.0483999729156494;693463.1749309761
GB;1997;p99p99.5;.0537225246429443;789855.9615766577
GB;1998;p99p99.5;.0493526077270508;
GB;1999;p99p99.5;.0481337547302246;836892.7817436783
GB;2000;p99p99.5;.0514384841918945;955200.9457352387
GB;2001;p99p99.5;.046270751953125;982827.7161879995
GB;2002;p99p99.5;.0470410060882568;1034254.824566125
GB;2003;p99p99.5;.0445559120178223;1033192.825516543
GB;2005;p99p99.5;.0481149291992188;1186072.457122575
GB;2006;p99p99.5;.0479355621337891;1205232.136680386
GB;2009;p99p99.5;.0499208545684814;1165051.376333944
GB;2012;p99p99.5;.0488841342926025;1157862.720948359
GB;1911;pall;;36732.29694586628
GB;1912;pall;;37413.98170802181
GB;1913;pall;;37915.91442834042
GB;1914;pall;;40516.08996084789
GB;1920;pall;;22701.88286707236
GB;1924;pall;;31655.83031540376
GB;1925;pall;;33032.19324943603
GB;1926;pall;;33500.63589633005
GB;1927;pall;;35919.88412883368
GB;1928;pall;;35043.55458680233
GB;1929;pall;;33258.67652217526
GB;1930;pall;;36920.36088336132
GB;1936;pall;;41358.42506799704
GB;1938;pall;;41487.74739512471
GB;1950;pall;;34628.34973864162
GB;1951;pall;;31096.97869084604
GB;1952;pall;;29432.03976986861
GB;1953;pall;;26167.68507048474
GB;1954;pall;;27992.0756737567
GB;1955;pall;;27283.49174754904
GB;1956;pall;;26994.91884788558
GB;1957;pall;;28440.18164309292
GB;1958;pall;;30409.34075055777
GB;1959;pall;;32906.3717624776
GB;1960;pall;;31831.52268327666
GB;1961;pall;;32918.0172551416
GB;1962;pall;;33539.54183155095
GB;1963;pall;;36276.53579670755
GB;1964;pall;;37956.55058134991
GB;1965;pall;;37322.98419854128
GB;1966;pall;;37205.70889301217
GB;1967;pall;;39224.45789419537
GB;1968;pall;;39691.44579912546
GB;1969;pall;;38400.22746254047
GB;1970;pall;;38685.57764606221
GB;1971;pall;;40131.3068786101
GB;1972;pall;;46717.08307468425
GB;1973;pall;;49207.16731018034
GB;1974;pall;;40716.92378636435
GB;1975;pall;;38397.67588323427
GB;1976;pall;;35448.00950024858
GB;1977;pall;;32603.28982214289
GB;1978;pall;;36705.98126816384
GB;1979;pall;;40545.80823635135
GB;1980;pall;;43044.87587974251
GB;1981;pall;;39110.69503213206
GB;1982;pall;;42357.48589065066
GB;1983;pall;;47322.95234956734
GB;1984;pall;;53513.77629424062
GB;1985;pall;;53661.9517444044
GB;1986;pall;;57141.79000717625
GB;1987;pall;;68332.98938241212
GB;1988;pall;;78302.29594266375
GB;1989;pall;;81656.85465087477
GB;1990;pall;;76734.63989535265
GB;1992;pall;;70653.17773115379
GB;1993;pall;;70692.72547542014
GB;1994;pall;;71498.24171671963
GB;1995;pall;;72475.23457403711
GB;1996;pall;;71638.79782944621
GB;1997;pall;;73512.55053874257
GB;1999;pall;;86934.08465994535
GB;2000;pall;;92848.86216434771
GB;2001;pall;;106203.9922307359
GB;2002;pall;;109931.1973287401
GB;2003;pall;;115943.4044468967
GB;2005;pall;;123254.099804623
GB;2006;pall;;125713.7793979093
GB;2008;pall;;110464.3993674119
