Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
NY.GDP.DEFL.ZS ZMB,Zambia GDP deflator (base year varies by country),National Account Aggregates,Zambia Kwacha,Zambia,Index Number,Units,Stock,Current Not Seasonally Adjusted,Annual From Dec 1960 To Dec 2013<BR>,Definition:The GDP implicit deflator is the ratio of GDP in current local currency to GDP in constant local currency. The base year varies by country.

Date,Ticker,Open,High,Low,Close,Volume,Openint
12/31/1960,NY.GDP.DEFL.ZS ZMB,0.0022652,0.0022652,0.0022652,0.0022652,0,
12/31/1961,NY.GDP.DEFL.ZS ZMB,0.0021824,0.0021824,0.0021824,0.0021824,0,
12/31/1962,NY.GDP.DEFL.ZS ZMB,0.0022281,0.0022281,0.0022281,0.0022281,0,
12/31/1963,NY.GDP.DEFL.ZS ZMB,0.0022371,0.0022371,0.0022371,0.0022371,0,
12/31/1964,NY.GDP.DEFL.ZS ZMB,0.0023284,0.0023284,0.0023284,0.0023284,0,
12/31/1965,NY.GDP.DEFL.ZS ZMB,0.002575,0.002575,0.002575,0.002575,0,
12/31/1966,NY.GDP.DEFL.ZS ZMB,0.0031837,0.0031837,0.0031837,0.0031837,0,
12/31/1967,NY.GDP.DEFL.ZS ZMB,0.0031921,0.0031921,0.0031921,0.0031921,0,
12/31/1968,NY.GDP.DEFL.ZS ZMB,0.0037009,0.0037009,0.0037009,0.0037009,0,
12/31/1969,NY.GDP.DEFL.ZS ZMB,0.0045501,0.0045501,0.0045501,0.0045501,0,
12/31/1970,NY.GDP.DEFL.ZS ZMB,0.0040317,0.0040317,0.0040317,0.0040317,0,
12/31/1971,NY.GDP.DEFL.ZS ZMB,0.0037294,0.0037294,0.0037294,0.0037294,0,
12/31/1972,NY.GDP.DEFL.ZS ZMB,0.0038678,0.0038678,0.0038678,0.0038678,0,
12/31/1973,NY.GDP.DEFL.ZS ZMB,0.0046371,0.0046371,0.0046371,0.0046371,0,
12/31/1974,NY.GDP.DEFL.ZS ZMB,0.005139,0.005139,0.005139,0.005139,0,
12/31/1975,NY.GDP.DEFL.ZS ZMB,0.0044108,0.0044108,0.0044108,0.0044108,0,
12/31/1976,NY.GDP.DEFL.ZS ZMB,0.0050814,0.0050814,0.0050814,0.0050814,0,
12/31/1977,NY.GDP.DEFL.ZS ZMB,0.0055009,0.0055009,0.0055009,0.0055009,0,
12/31/1978,NY.GDP.DEFL.ZS ZMB,0.0061984,0.0061984,0.0061984,0.0061984,0,
