Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CPSGPM,Singapore Consumer Price Index,Consumer Price Indices,Singapore Dollar,Singapore,Index Number,Units,Stock,none,Monthly From Jan 1948 To Apr 2016<BR>,"Sources: Department of Statistics, Monthly Digest of Statistics (1948-) Notes: For data prior to 1962, the Malaysian CPI is used since it was calculated in Singapore. Data are disseminated on the CPI (November 1997 - October 1998 =100) which is compiled using a fixed-weight Laspeyres formula.  The index covers 741 items, divided into 7 groups and 138 sections. 33,400 price quotations are collected each month from 2,410 outlets. For perishable food items at wet markets, prices are collected three times a week. Price data on most other items are monitored monthly, usually on the 15th, while those on rentals are obtained on a quarterly basis. The prices are the normal retail prices paid by consumers, including taxes. The weights for the current index series are derived from the results of the Household Expenditure Survey conducted between November 1997 and October 1998. The records of 5,487 households, which comprised the central 90 per cent in the distribution of households by household expenditure, were used to derive the weighting pattern. The weighting pattern and basket of goods and services are revised once every five years to reflect changes in the consumption expenditure pattern of Singaporean households. The CPI is re-based every five years. Seasonally-adjusted indices are published at the group level.",
Date,Ticker,Open,High,Low,Close,Volume,Openint
12/31/1948,CPSGPM,21.2423093,21.4783666,19.8261964,19.8261964,0,
12/31/1949,CPSGPM,20.0621767,20.0621767,18.8820441,19.3540818,0,
12/31/1950,CPSGPM,19.3540818,23.6119767,19.1605656,23.6119767,0,
12/31/1951,CPSGPM,24.7732278,27.4828393,24.7732278,27.4828393,0,
12/31/1952,CPSGPM,27.6763554,27.6763554,25.9344789,25.9344789,0,
12/31/1953,CPSGPM,25.9344789,26.3215882,25.5474465,25.5474465,0,
12/31/1954,CPSGPM,25.5474465,25.5474465,23.8055699,23.999086,0,
12/31/1955,CPSGPM,23.999086,23.999086,23.4184605,23.6786399,0,
12/31/1956,CPSGPM,23.9388964,24.4592553,23.6786399,24.4592553,0,
12/31/1957,CPSGPM,24.9796912,25.1748258,24.9796912,25.1748258,0,
12/31/1958,CPSGPM,25.1748258,25.1748258,24.3942105,24.5894221,0,
12/31/1959,CPSGPM,24.3300133,24.4350561,24.0938019,24.4350561,0,
12/31/1960,CPSGPM,24.4350561,24.4350561,24.1200818,24.3038104,0,
12/31/1961,CPSGPM,24.4087761,24.5446459,23.7288108,24.2727522,0,
12/31/1962,CPSGPM,24.5446459,24.6126964,24.0007815,24.4766725,0,
