Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CPMWIM,Malawi Consumer Price Index,Consumer Price Indices,Malawi Kwacha,Malawi,Index Number,Units,Stock,none,Monthly From Jan 1980 To Mar 2016<BR>,Source: National Statistical Office of Malawi,
Date,Ticker,Open,High,Low,Close,Volume,Openint
12/31/1980,CPMWIM,0.335238,0.3894334,0.335238,0.3894334,0,
12/31/1981,CPMWIM,0.4002675,0.4244645,0.3897805,0.4244645,0,
12/31/1982,CPMWIM,0.4197788,0.4819077,0.418688,0.4775691,0,
12/31/1983,CPMWIM,0.4884032,0.5664237,0.4725115,0.5664237,0,
12/31/1984,CPMWIM,0.5573994,0.6339821,0.5573994,0.6339821,0,
12/31/1985,CPMWIM,0.6256767,0.7040692,0.6256767,0.7040692,0,
12/31/1986,CPMWIM,0.718151,0.8019729,0.7094738,0.801601,0,
12/31/1987,CPMWIM,0.7972624,1.0862633,0.7972624,1.0862633,0,
12/31/1988,CPMWIM,1.1563504,1.3727353,1.1563504,1.3727353,0,
12/31/1989,CPMWIM,1.3958415,1.5027943,1.3593724,1.3593724,0,
12/31/1990,CPMWIM,1.5183141,1.6747271,1.5183141,1.6747271,0,
12/31/1991,CPMWIM,1.7495991,1.8787656,1.7445663,1.8787656,0,
12/31/1992,CPMWIM,1.9509105,2.556456,1.9509105,2.556456,0,
12/31/1993,CPMWIM,2.6151884,3.026166,2.6135025,3.026166,0,
12/31/1994,CPMWIM,3.1469281,5.0223468,3.1469281,5.0223468,0,
12/31/1995,CPMWIM,5.4249447,8.7865966,5.4249447,8.7865966,0,
12/31/1996,CPMWIM,9.299891,9.7645683,8.731236,9.3770687,0,
12/31/1997,CPMWIM,9.9423768,10.7978757,9.6739781,10.7978757,0,
12/31/1998,CPMWIM,11.7489976,16.5197299,11.7489976,16.5197299,0,
12/31/1999,CPMWIM,18.2844273,21.2049049,17.3635022,21.2049049,0,
12/31/2000,CPMWIM,23.8100277,28.7215789,22.5066358,28.7215789,0,
12/31/2001,CPMWIM,29.9983689,32.8246616,28.9323112,32.8246616,0,
12/31/2002,CPMWIM,34.6592725,36.5930517,33.3700865,36.5930517,0,
12/31/2003,CPMWIM,38.3532866,40.1878976,36.2707552,40.1878976,0,
12/31/2004,CPMWIM,42.2208449,45.6917306,40.4110259,45.6917306,0,
12/31/2005,CPMWIM,48.1213505,53.2533029,46.7082042,53.2533029,0,
12/31/2006,CPMWIM,56.1787637,58.6579677,52.5095417,58.6579677,0,
12/31/2007,CPMWIM,61.5834285,63.4676235,56.3027239,63.095743,0,
12/31/2008,CPMWIM,66.3435002,69.3433371,61.4346762,69.3433371,0,
12/31/2009,CPMWIM,73.0125591,75.1446746,66.21954,74.5992497,0,
12/31/2010,CPMWIM,78.7395205,81.3178927,71.0044039,79.2849454,0,
12/31/2011,CPMWIM,83.8962649,87.044854,76.4090687,87.044854,0,
12/31/2012,CPMWIM,92.573479,117.1423911,92.573479,117.1423911,0,
12/31/2013,CPMWIM,121.6,140.6,119.1,140.6,0,
12/31/2014,CPMWIM,153.1,174.5,146.6,174.5,0,
12/31/2015,CPMWIM,185.6,217.9,179.1,217.9,0,
12/31/2016,CPMWIM,229.1,238.6,229.1,232.6,0,
