"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.503245,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.502765,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.505028,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.509121,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","INR","Indian Rupee","0","Units",,,12.223076,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","INR","Indian Rupee","0","Units",,,12.984639,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","INR","Indian Rupee","0","Units",,,14.186101,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","INR","Indian Rupee","0","Units",,,15.109435,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","INR","Indian Rupee","0","Units",,,16.001393,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","INR","Indian Rupee","0","Units",,,16.698279,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","INR","Indian Rupee","0","Units",,,16.934248,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","INR","Indian Rupee","0","Units",,,17.137026,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","INR","Indian Rupee","0","Units",,,17.481263,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","INR","Indian Rupee","0","Units",,,17.813169,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","INR","Indian Rupee","0","Units",,,18.149283,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","INR","Indian Rupee","0","Units",,,18.380962,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","PLN","Zloty","0","Units",,,1.758255,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","PLN","Zloty","0","Units",,,1.800798,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","PLN","Zloty","0","Units",,,1.714023,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","PLN","Zloty","0","Units",,,1.714588,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","PLN","Zloty","0","Units",,,1.681601,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","PLN","Zloty","0","Units",,,1.662055,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","PLN","Zloty","0","Units",,,1.67568,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","PLN","Zloty","0","Units",,,1.666573,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","PLN","Zloty","0","Units",,,1.637087,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","PLN","Zloty","0","Units",,,1.655916,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","PLN","Zloty","0","Units",,,1.672467,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.727348,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.750767,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.743103,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.748328,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.742583,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.750583,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.759292,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.761609,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.75209,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","GBP","Pound Sterling","0","Units",,,0.746725,,
"GBR","United Kingdom","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","GBP","Pound Sterling","0","Units",,,0.751893,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","NZD","New Zealand Dollar","0","Units",,,1.433611,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","NZD","New Zealand Dollar","0","Units",,,1.472094,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","NZD","New Zealand Dollar","0","Units",,,1.472616,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.476817,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","NZD","New Zealand Dollar","0","Units",,,1.469729,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","NZD","New Zealand Dollar","0","Units",,,1.447742,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","NZD","New Zealand Dollar","0","Units",,,1.447073,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","NZD","New Zealand Dollar","0","Units",,,1.468087,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","NZD","New Zealand Dollar","0","Units",,,1.424574,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","NZD","New Zealand Dollar","0","Units",,,1.432303,,
"NZL","New Zealand","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","NZD","New Zealand Dollar","0","Units",,,1.420695,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","ISK","Iceland Krona","0","Units",,,120.58,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","ISK","Iceland Krona","0","Units",,,124.9,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","ISK","Iceland Krona","0","Units",,,115.05,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","ISK","Iceland Krona","0","Units",,,122.71,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","ISK","Iceland Krona","0","Units",,,128.99,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","ISK","Iceland Krona","0","Units",,,115.55,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","ISK","Iceland Krona","0","Units",,,126.9,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","ISK","Iceland Krona","0","Units",,,129.59,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","ISK","Iceland Krona","0","Units",,,112.82,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","ISK","Iceland Krona","0","Units",,,104.42,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","ISK","Iceland Krona","0","Units",,,116.33,,
"ISL","Iceland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","ISK","Iceland Krona","0","Units",,,121.1,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","AUD","Australian Dollar","0","Units",,,1.530675,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","AUD","Australian Dollar","0","Units",,,1.546179,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","AUD","Australian Dollar","0","Units",,,1.553784,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","AUD","Australian Dollar","0","Units",,,1.526641,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","AUD","Australian Dollar","0","Units",,,1.546202,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","AUD","Australian Dollar","0","Units",,,1.518153,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","AUD","Australian Dollar","0","Units",,,1.530216,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","AUD","Australian Dollar","0","Units",,,1.545456,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","AUD","Australian Dollar","0","Units",,,1.532797,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","AUD","Australian Dollar","0","Units",,,1.543324,,
"AUS","Australia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","AUD","Australian Dollar","0","Units",,,1.53677,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.723468,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.733644,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.742273,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.735113,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.709416,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.663,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.638483,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.630938,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.605838,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.596247,,
"GRC","Greece","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.586007,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","ZAR","Rand","0","Units",,,4.078829,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","ZAR","Rand","0","Units",,,4.35175,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","ZAR","Rand","0","Units",,,4.574823,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","ZAR","Rand","0","Units",,,4.773938,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","ZAR","Rand","0","Units",,,4.931555,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","ZAR","Rand","0","Units",,,5.144817,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","ZAR","Rand","0","Units",,,5.329375,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","ZAR","Rand","0","Units",,,5.543038,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","ZAR","Rand","0","Units",,,5.854495,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","ZAR","Rand","0","Units",,,6.063588,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","ZAR","Rand","0","Units",,,6.143572,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","ZAR","Rand","0","Units",,,6.297666,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","BRL","Brazilian Real","0","Units",,,1.833767,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","BRL","Brazilian Real","0","Units",,,1.999428,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","BRL","Brazilian Real","0","Units",,,1.759227,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","BRL","Brazilian Real","0","Units",,,1.672829,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","BRL","Brazilian Real","0","Units",,,1.953069,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","BRL","Brazilian Real","0","Units",,,2.156089,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","BRL","Brazilian Real","0","Units",,,2.352952,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","BRL","Brazilian Real","0","Units",,,3.326904,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","BRL","Brazilian Real","0","Units",,,3.491313,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","BRL","Brazilian Real","0","Units",,,3.191389,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","BRL","Brazilian Real","0","Units",,,3.653825,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","BRL","Brazilian Real","0","Units",,,3.927342,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.763449,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.781603,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.778252,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.777677,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.787207,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.792885,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.798517,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.805799,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.788636,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","GBP","Pound Sterling","0","Units",,,0.782553,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","GBP","Pound Sterling","0","Units",,,0.78673,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.940371,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.948124,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.936113,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.941862,,
