"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","RUB","Russian Ruble","0","Units",,,17.345572,,
"CAN","Canada","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CAD","Canadian Dollar","0","Units",,,1.239904,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","MXN","Mexican Peso","0","Units",,,7.673013,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","HUF","Forint","0","Units",,,124.271836,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","USD","US Dollar","0","Units",,,1,,
"POL","Poland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","PLN","Zloty","0","Units",,,1.801424,,
"FRA","France","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.841361,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","Units",,,1161.909895,,
"KOR","Korea","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","KRW","Won","0","Units",,,854.585723,,
"ISL","Iceland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","ISK","Iceland Krona","0","Units",,,135.152004,,
"EU28","European Union (28 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.754269,,
"AUS","Australia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","AUD","Australian Dollar","0","Units",,,1.511052,,
"NLD","Netherlands","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.836065,,
"ESP","Spain","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.714129,,
"SVN","Slovenia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.62397,,
"NZL","New Zealand","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.485915,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","BRL","Brazilian Real","0","Units",,,1.471075,,
"CHN","China (People's Republic of)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CNY","Yuan Renminbi","0","Units",,,3.505536,,
"FIN","Finland","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.898068,,
"JPN","Japan","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","JPY","Yen","0","Units",,,107.454281,,
"SWE","Sweden","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","SEK","Swedish Krona","0","Units",,,8.844042,,
"NOR","Norway","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","NOK","Norwegian Krone","0","Units",,,9.082736,,
"GBR","United Kingdom","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.706052,,
"LTU","Lithuania","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.45192,,
"SAU","Saudi Arabia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","SAR","Saudi Riyal","0","Units",,,1.837011,,
"EA19","Euro area (19 countries)","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.780389,,
"ARG","Argentina","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","ARS","Argentine Peso","0","Units",,,2.664829,,
"CRI","Costa Rica","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CRC","Costa Rican Colon","0","Units",,,346.738298,,
"BGR","Bulgaria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","BGN","Bulgarian Lev","0","Units",,,0.701074,,
"CYP","Cyprus","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.698622,,
"PER","Peru","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","PEN","Nuevo Sol","0","Units",,,1.52123,,
"HRV","Croatia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","HRK","Croatian Kuna","0","Units",,,3.752632,,
"ROU","Romania","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","RON","Romanian Leu","0","Units",,,1.550038,,
"MLT","Malta","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.574149,,
