currency,lcu_to_usd,year
KRW,1111.916148,2000
KWD,0.304182,2000
KZT,140.726245,2000
LAK,7500.910423,2000
LBP,1502.845733,2000
LKR,78.580222,2000
LSL,6.158644,2000
LTL,3.970909,2000
LVL,0.593868,2000
LYD,0.497279,2000
MAD,10.401266,2000
MMK,3.298347,2000
MNT,1050.952281,2000
MOP,7.94014,2000
MRO,244.683968,2000
MTL,0.430876,2000
MUR,25.689619,2000
MVR,11.77,2000
MWK,46.864378,2000
MXN,9.847815,2000
MYR,3.799277,2000
NAD,6.724676,2000
NGN,103.618146,2000
NIO,11.329008,2000
NOK,8.572371,2000
NPR,69.549916,2000
NZD,2.127798,2000
OMR,0.384497,2000
PAB,1,2000
PEN,3.466998,2000
PGK,2.433236,2000
PHP,43.070627,2000
PKR,51.983944,2000
PLN,4.377878,2000
PYG,3460.862285,2000
QAR,3.64,2000
RON,2.135998,2000
RUB,27.871966,2000
SAR,3.75047,2000
SBD,5.083508,2000
SCR,5.547091,2000
SEK,8.820088,2000
SGD,1.726144,2000
SHP,0.66059,2000
SIT,216.736653,2000
SKK,44.503457,2000
SOS,2585.726245,2000
SVC,8.646086,2000
SYP,45.58288,2000
SZL,6.740059,2000
THB,39.09339,2000
TND,1.330578,2000
TOP,1.671097,2000
TRY,0.620122,2000
TTD,6.2505,2000
TWD,30.720827,2000
TZS,794.406656,2000
UAH,5.486187,2000
UGX,1618.396819,2000
USD,1,2000
VEF,0.677599,2000
VND,13900.690666,2000
VUV,134.250733,2000
WST,3.265802,2000
XAF,686.434701,2000
XCD,2.673045,2000
XDR,0.755211,2000
XOF,686.434701,2000
XPF,124.876203,2000
ZAR,6.787213,2000
ZMK,2842.08874,2000
ZWD,37.845333,2000
AED,3.67246,2001
ALL,147.431604,2001
ANG,1.79,2001
ARS,0.998417,2001
AUD,1.966934,2001
AWG,1.79,2001
BBD,2,2001
BDT,57.676887,2001
BGN,2.298306,2001
BHD,0.37636,2001
BIF,841.73467,2001
BMD,1,2001
BND,1.828774,2001
BOB,6.586557,2001
BRL,2.304027,2001
BSD,1,2001
BTN,46.357075,2001
BWP,5.649882,2001
BZD,2,2001
CAD,1.51866,2001
CHF,1.794723,2001
CLP,624.79776,2001
CNY,8.27335,2001
COP,2283.639589,2001
CRC,327.727594,2001
CVE,130.025943,2001
CYP,0.675865,2001
CZK,39.917453,2001
DJF,177.721,2001
DKK,8.775352,2001
DOP,16.173659,2001
DZD,79.063721,2001
EEK,18.470683,2001
EGP,3.884069,2001
ETB,8.299292,2001
EUR,1.178323,2001
FJD,2.284198,2001
FKP,0.709302,2001
GBP,0.709302,2001
GIP,0.706368,2001
GMD,16.335967,2001
GNF,1932.712264,2001
GTQ,7.751061,2001
GYD,179.823113,2001
HKD,7.800096,2001
HNL,15.381722,2001
HRK,8.684198,2001
HTG,23.411557,2001
HUF,286.506909,2001
IDR,11261.098118,2001
IEP,0.928566,2001
ILS,4.171456,2001
INR,46.91339,2001
IQD,3112.264151,2001
IRR,1748.254717,2001
ISK,104.858491,2001
JMD,45.282075,2001
JOD,0.70925,2001
JPY,124.472683,2001
KES,78.88659,2001
KHR,3801.485849,2001
KMF,580.150943,2001
KPW,2.190684,2001
KRW,1299.598287,2001
KWD,0.307399,2001
KZT,146.285377,2001
LAK,7576.544811,2001
LBP,1511.644141,2001
LKR,90.398585,2001
LSL,6.215448,2001
LTL,4.000708,2001
LVL,0.635731,2001
LYD,0.580189,2001
MAD,11.947052,2001
MMK,6.600118,2001
MNT,1092.913915,2001
MOP,8.033879,2001
MRO,258.799528,2001
MTL,0.465703,2001
MUR,29.237146,2001
MVR,11.77,2001
MWK,74.383137,2001
MXN,9.044573,2001
MYR,3.799695,2001
NAD,8.041392,2001
NGN,112.12158,2001
NIO,13.280896,2001
NOK,9.296899,2001
NPR,74.387146,2001
NZD,2.472721,2001
OMR,0.384497,2001
PAB,1,2001
PEN,3.500881,2001
PGK,3.458255,2001
PHP,52.327244,2001
PKR,63.674376,2001
PLN,3.973585,2001
PYG,4034.457547,2001
QAR,3.64,2001
RON,2.923426,2001
RUB,29.02217,2001
SAR,3.75047,2001
SBD,5.274646,2001
SCR,5.597406,2001
SEK,10.866684,2001
SGD,1.822271,2001
SHP,0.709302,2001
SIT,257.930619,2001
SKK,49.777438,2001
SLL,1891.875,2001
SOS,2610.306604,2001
SVC,8.715802,2001
SYP,51.366745,2001
SZL,8.029481,2001
THB,45.193185,2001
TND,1.507075,2001
TOP,2.141745,2001
TRY,1.261967,2001
TTD,6.2505,2001
TWD,34.435366,2001
TZS,891.603774,2001
UAH,5.362972,2001
UGX,1758.160377,2001
USD,1,2001
VEF,0.715998,2001
VND,14833.962264,2001
VUV,146.152123,2001
WST,3.399528,2001
XAF,773.534198,2001
XCD,3.079835,2001
XDR,0.780146,2001
XOF,773.534198,2001
XPF,140.721344,2001
ZAR,8.051535,2001
ZMK,2869.009434,2001
ZWD,55.735024,2001
AED,3.67246,2002
ALL,137.59599,2002
AMD,578.526316,2002
ANG,1.79,2002
ARS,3.792269,2002
AUD,1.774959,2002
AWG,1.79,2002
BBD,2,2002
BDT,56.824962,2002
BGN,1.953199,2002
BHD,0.376345,2002
BIF,847.237093,2002
BMD,1,2002
BND,1.761138,2002
BOB,7.116401,2002
BRL,2.780578,2002
BSD,1,2002
BTN,48.514185,2002
BWP,6.060902,2002
BYR,1788.681704,2002
BZD,2,2002
CAD,1.509831,2002
CDF,337.045614,2002
CHF,1.4781,2002
CLP,687.94203,2002
CNY,8.27355,2002
COP,2382.511283,2002
CRC,356.8401,2002
CVE,110.538346,2002
CYP,0.583557,2002
CZK,29.551131,2002
DJF,177.721,2002
DKK,7.455255,2002
DOP,17.519133,2002
DZD,79.219148,2002
EEK,15.615206,2002
EGP,4.630933,2002
ETB,8.243509,2002
EUR,1.005403,2002
FJD,2.114586,2002
FKP,0.652215,2002
GBP,0.652215,2002
GEL,2.183358,2002
GIP,0.648328,2002
GMD,18.575439,2002
GNF,1949.974937,2002
GTQ,7.857554,2002
GYD,178.415038,2002
HKD,7.9,2002
HNL,16.3601,2002
HRK,7.338668,2002
HTG,27.178747,2002
HUF,247.77192,2002
IDR,8491.37877,2002
IEP,0.793709,2002
ILS,4.774157,2002
INR,48.647338,2002
IQD,3088.02,2002
IRR,1729.66416,2002
ISK,86.39599,2002
JMD,48.099048,2002
JOD,0.707,2002
JPY,119.056731,2002
KES,78.431331,2002
KGS,47.312381,2002
KHR,3800.501253,2002
KMF,493.201003,2002
KPW,2.184561,2002
KRW,1198.058793,2002
KWD,0.301487,2002
KZT,151.690226,2002
LAK,7511.689223,2002
LBP,1509.044417,2002
LKR,95.511679,2002
LSL,9.847799,2002
LTL,3.460952,2002
LVL,0.600401,2002
LYD,1.22798,2002
MAD,10.532431,2002
MDL,13.6801,2002
MKD,61.518195,2002
MMK,6.352632,2002
MNT,1092.160401,2002
MOP,8.034,2002
MRO,269.192982,2002
MTL,0.417594,2002
MUR,29.771328,2002
MVR,11.77,2002
MWK,75.027569,2002
MXN,9.92265,2002
MYR,3.799695,2002
NAD,10.122807,2002
NGN,118.80802,2002
NIO,14.106165,2002
NOK,7.455907,2002
NPR,77.094737,2002
NZD,2.050556,2002
OMR,0.384497,2002
PAB,1,2002
PEN,3.496701,2002
PGK,3.86804,2002
PHP,50.173199,2002
PKR,59.680571,2002
PLN,4.069975,2002
PYG,5751.478697,2002
QAR,3.64,2002
RON,3.334904,2002
RUB,31.291429,2002
RWF,455.451629,2002
SAR,3.749765,2002
SBD,6.985373,2002
SCR,5.580612,2002
SEK,9.149311,2002
SGD,1.765054,2002
SHP,0.652215,2002
SIT,226.464357,2002
SKK,43.95181,2002
SLL,1956.912281,2002
SOS,2589.573935,2002
STD,8959.759398,2002
SVC,8.69203,2002
SYP,50.802807,2002
SZL,9.849534,2002
THB,41.410433,2002
TJS,2.682005,2002
TND,1.36801,2002
TOP,2.123609,2002
TRY,1.574975,2002
TTD,6.2505,2002
TWD,33.44439,2002
TZS,927.788471,2002
UAH,5.315398,2002
UGX,1788.795113,2002
USD,1,2002
UZS,1780.090226,2002
VEF,1.370827,2002
VND,15168.411028,2002
VUV,146.214683,2002
WST,3.538659,2002
XAF,660.645017,2002
XCD,2.682296,2002
XDR,0.746637,2002
XOF,657.601003,2002
XPF,119.630777,2002
YER,173.12381,2002
ZAR,10.303808,2002
ZMK,4355.859649,2002
ZWD,55.01708,2002
AED,3.67246,2003
ALL,117.307137,2003
AMD,554.858443,2003
ANG,1.79,2003
ARS,2.794128,2003
AUD,1.491364,2003
AWG,1.79,2003
BBD,2,2003
BDT,57.958692,2003
BGN,1.707373,2003
BHD,0.3765,2003
BIF,1061.304315,2003
BMD,1,2003
BND,1.761853,2003
BOB,7.610703,2003
BRL,2.87517,2003
BSD,1,2003
BTN,46.067912,2003
BWP,4.888837,2003
BYR,2054.916204,2003
BZD,2,2003
CAD,1.353286,2003
CDF,409.923424,2003
CHF,1.355269,2003
CLP,697.541228,2003
CNY,8.276109,2003
COP,2789.287112,2003
CRC,396.144051,2003
CVE,96.492518,2003
CYP,0.511036,2003
CZK,27.609027,2003
DJF,177.721,2003
DKK,6.48765,2003
DOP,26.369516,2003
DZD,78.182112,2003
EEK,13.681698,2003
EGP,6.028821,2003
ETB,8.45755,2003
EUR,0.870646,2003
FJD,1.843985,2003
FKP,0.605417,2003
GBP,0.605274,2003
GEL,2.138914,2003
GIP,0.606837,2003
GMD,24.874283,2003
GNF,1970.052072,2003
GTQ,7.86968,2003
GYD,178.093029,2003
HKD,7.798617,2003
HNL,17.242288,2003
HRK,6.539731,2003
HTG,38.948409,2003
HUF,233.126409,2003
IDR,8284.969392,2003
IEP,0.743547,2003
ILS,4.326589,2003
INR,46.333354,2003
IQD,3108.87,2003
IRR,7965.107426,2003
ISK,76.669292,2003
JMD,58.408874,2003
JOD,0.709,2003
JPY,119.95733,2003
KES,73.72631,2003
KGS,42.240231,2003
KHR,3815.647836,2003
KMF,430.531198,2003
KPW,2.199947,2003
KRW,1194.077704,2003
KWD,0.300254,2003
KZT,146.764101,2003
LAK,10569.570735,2003
LBP,1504.309216,2003
LKR,96.911884,2003
LSL,7.500573,2003
LTL,3.021615,2003
LVL,0.567866,2003
LYD,1.213979,2003
MAD,9.502395,2003
MDL,13.980046,2003
MKD,53.701234,2003
MMK,6.069488,2003
MNT,1120.343062,2003
MOP,8.032143,2003
MRO,259.892355,2003
MTL,0.374934,2003
MUR,28.659782,2003
MVR,11.77,2003
MWK,89.011508,2003
MXN,10.429835,2003
MYR,3.800143,2003
NAD,7.505605,2003
NGN,128.948497,2003
NIO,14.729974,2003
NOK,7.244802,2003
NPR,73.708485,2003
NZD,1.710876,2003
OMR,0.384497,2003
PAB,1,2003
PEN,3.466884,2003
PGK,3.448956,2003
PHP,53.321127,2003
PKR,57.606282,2003
PLN,3.918351,2003
PYG,6143.954842,2003
QAR,3.64,2003
RON,3.284003,2003
RUB,30.274092,2003
RWF,522.417188,2003
SAR,3.749765,2003
SBD,7.349005,2003
SCR,5.619219,2003
SEK,8.047475,2003
SGD,1.76196,2003
SHP,0.605417,2003
SIT,205.331425,2003
SKK,36.321853,2003
SLL,2278.571741,2003
SOS,2606.887498,2003
STD,8656.456483,2003
SVC,8.749652,2003
SYP,46.689537,2003
SZL,7.50957,2003
THB,42.017681,2003
TJS,3.08167,2003
TND,1.271002,2003
TOP,2.127012,2003
TRY,1.410703,2003
TTD,6.2505,2003
TWD,34.56495,2003
TZS,1031.426946,2003
UAH,5.305028,2003
UGX,1993.459349,2003
USD,1,2003
UYU,27.634967,2003
UZS,969.15941,2003
VEF,1.594014,2003
VND,15503.39124,2003
VUV,120.001835,2003
WST,2.945399,2003
XAF,572.070643,2003
XCD,2.656955,2003
XDR,0.713334,2003
XOF,574.041306,2003
XPF,104.429597,2003
YER,177.000831,2003
ZAR,7.484842,2003
ZMK,4746.91895,2003
ZWD,816.2769,2003
AED,3.673135,2004
ALL,101.324056,2004
AMD,534.344879,2004
ANG,1.79,2004
ARS,2.961343,2004
AUD,1.439898,2004
AWG,1.79,2004
BBD,2,2004
BDT,59.322099,2004
BGN,1.609103,2004
BHD,0.3765,2004
BIF,1067.554686,2004
BMD,1,2004
BND,1.718019,2004
BOB,7.93809,2004
BRL,3.10747,2004
BSD,1,2004
BTN,45.969358,2004
BWP,4.630136,2004
BYR,2161.173065,2004
BZD,2,2004
CAD,1.339793,2004
CDF,385.092437,2004
CHF,1.252176,2004
CLP,636.7166,2004
CNY,8.275838,2004
COP,2701.580765,2004
CRC,437.610612,2004
CVE,90.713287,2004
CYP,0.480484,2004
CZK,26.339606,2004
DJF,177.721,2004
DKK,6.107647,2004
DOP,47.791215,2004
DZD,71.471996,2004
EEK,12.911861,2004
EGP,6.195436,2004
ETB,8.679315,2004
EUR,0.821112,2004
FJD,1.797896,2004
FKP,0.550966,2004
GBP,0.551182,2004
GEL,1.918015,2004
GIP,0.552157,2004
GMD,29.749169,2004
GNF,2011.998749,2004
GTQ,7.886378,2004
GYD,178.991907,2004
HKD,7.799703,2004
HNL,18.200187,2004
HRK,6.035581,2004
HTG,33.949965,2004
HUF,207.546011,2004
IDR,9323.004095,2004
IEP,0.722907,2004
ILS,4.496548,2004
INR,45.975664,2004
IQD,1459.68617,2004
IRR,8629.880872,2004
ISK,72.669683,2004
JMD,60.993947,2004
JOD,0.70901,2004
JPY,109.029129,2004
KES,79.35599,2004
KGS,42.510198,2004
KHR,3990.945422,2004
KMF,404.745372,2004
KPW,2.19999,2004
KRW,1154.629431,2004
KWD,0.294729,2004
KZT,135.909075,2004
LAK,10723.288523,2004
LBP,1514.677127,2004
LKR,102.355465,2004
LSL,6.235855,2004
LTL,2.840724,2004
LVL,0.540308,2004
LYD,1.332856,2004
MAD,9.030871,2004
MDL,11.910013,2004
MKD,50.484903,2004
MMK,5.797633,2004
MNT,1177.48116,2004
MOP,8.033492,2004
MRO,254.45656,2004
MTL,0.352186,2004
MUR,28.001086,2004
MVR,11.77,2004
MWK,108.604723,2004
MXN,11.537471,2004
MYR,3.799923,2004
NAD,6.234021,2004
NGN,132.993683,2004
NIO,15.818777,2004
NOK,6.940376,2004
NPR,72.008865,2004
NZD,1.581269,2004
OMR,0.384497,2004
PAB,1,2004
PEN,3.471201,2004
PGK,3.166469,2004
PHP,56.173426,2004
PKR,58.162498,2004
PLN,3.721596,2004
PYG,5926.264015,2004
QAR,3.64,2004
RON,3.345672,2004
RUB,29.068708,2004
RWF,562.793184,2004
SAR,3.75047,2004
SBD,7.462565,2004
SCR,5.553415,2004
SEK,7.525221,2004
SGD,1.720166,2004
SHP,0.550966,2004
SIT,197.051015,2004
SKK,32.914463,2004
SLL,2456.322575,2004
SOS,2619.864138,2004
STD,8705.853805,2004
SVC,8.749877,2004
SYP,49.29126,2004
SZL,6.234021,2004
THB,40.890403,2004
TJS,2.785059,2004
TND,1.262311,2004
TOP,1.990065,2004
TRY,1.485329,2004
TTD,6.2505,2004
TWD,33.687268,2004
TZS,1113.523464,2004
UAH,5.322634,2004
UGX,1773.318445,2004
USD,1,2004
UYU,29.697405,2004
UZS,1020.361991,2004
VEF,1.919251,2004
VND,15740.205265,2004
VUV,115.807998,2004
WST,2.84108,2004
XAF,538.720036,2004
XCD,2.694875,2004
XDR,0.681417,2004
XOF,539.660222,2004
XPF,98.17499,2004
YER,184.520872,2004
ZAR,6.245627,2004
ZMK,4786.205961,2004
ZWD,5325.726066,2004
AED,3.672705,2005
ALL,102.486468,2005
AMD,452.320357,2005
ANG,1.79,2005
ARS,2.888377,2005
AUD,1.314433,2005
AWG,1.79,2005
BBD,2,2005
BDT,63.763124,2005
BGN,1.617487,2005
BHD,0.3764,2005
BIF,1084.484655,2005
BMD,1,2005
BND,1.684889,2005
BOB,8.087784,2005
BRL,2.352907,2005
BSD,1,2005
BTN,43.491333,2005
BWP,5.500319,2005
BYR,2149.451505,2005
BZD,1.99,2005
CAD,1.228558,2005
CDF,462.487946,2005
CHF,1.282059,2005
CLP,579.321852,2005
CNY,8.275388,2005
COP,2326.477406,2005
CRC,478.059818,2005
CVE,91.185908,2005
CYP,0.472152,2005
CZK,24.843464,2005
DJF,177.721,2005
DKK,6.161888,2005
DOP,28.206425,2005
DZD,73.278563,2005
EEK,12.935077,2005
EGP,5.785041,2005
ETB,8.708176,2005
EUR,0.826753,2005
FJD,1.694328,2005
FKP,0.55833,2005
GBP,0.558021,2005
GEL,1.811078,2005
GIP,0.557956,2005
GMD,28.397452,2005
GNF,3706.411004,2005
GTQ,7.61132,2005
GYD,174.973731,2005
HKD,7.772622,2005
HNL,18.85382,2005
HRK,6.045713,2005
HTG,39.386717,2005
HUF,204.474067,2005
IDR,9749.062672,2005
IEP,0.724595,2005
ILS,4.572019,2005
INR,43.515961,2005
IQD,1463.64125,2005
IRR,8981.198685,2005
ISK,65.092623,2005
JMD,61.375999,2005
JOD,0.70875,2005
JPY,110.842251,2005
KES,76.043662,2005
KGS,40.96463,2005
KHR,4091.325025,2005
KMF,406.854118,2005
KPW,2.200356,2005
KRW,1028.272037,2005
KWD,0.291979,2005
KZT,135.010963,2005
LAK,10351.276216,2005
LBP,1507.521423,2005
LKR,100.134877,2005
LRD,50.008108,2005
LSL,6.649906,2005
LTL,2.855442,2005
LVL,0.578442,2005
LYD,1.326836,2005
MAD,9.059205,2005
MDL,12.524966,2005
MKD,50.747933,2005
MMK,5.842229,2005
MNT,1190.195667,2005
MOP,8.005948,2005
MRO,265.848916,2005
MTL,0.356769,2005
MUR,29.1858,2005
MVR,12.8,2005
MWK,122.995003,2005
MXN,10.76185,2005
MYR,3.80027,2005
NAD,6.649906,2005
NGN,134.485775,2005
NIO,16.364374,2005
NOK,6.542414,2005
NPR,70.177608,2005
NZD,1.437676,2005
OMR,0.384497,2005
PAB,1,2005
PEN,3.254262,2005
PGK,3.062094,2005
PHP,55.988442,2005
PKR,59.704981,2005
PLN,3.34006,2005
PYG,6060.488559,2005
QAR,3.64,2005
RON,2.965618,2005
RUB,28.740179,2005
RWF,547.871915,2005
SAR,3.750045,2005
SBD,7.261536,2005
SCR,5.469323,2005
SEK,7.800044,2005
SGD,1.685699,2005
SHP,0.55833,2005
SIT,197.65557,2005
SKK,31.633801,2005
SLL,2615.474661,2005
SOS,2764.993996,2005
STD,8522.491978,2005
SVC,8.750219,2005
SYP,52.209986,2005
SZL,6.648711,2005
THB,41.307506,2005
TJS,2.785,2005
TND,1.321011,2005
TOP,1.919827,2005
TRY,1.33705,2005
TTD,6.26255,2005
TWD,31.627717,2005
TZS,1127.001199,2005
UAH,5.012493,2005
UGX,1737.247908,2005
USD,1,2005
UYU,24.605003,2005
UZS,1146.328151,2005
VEF,2.1473,2005
VND,15854.986934,2005
VUV,111.785025,2005
WST,2.676524,2005
XAF,542.124641,2005
XCD,2.684468,2005
XDR,0.686403,2005
XOF,542.124641,2005
XPF,98.589594,2005
YER,188.000073,2005
ZAR,6.649325,2005
ZMK,4664.999066,2005
ZWD,9899.567716,2005
AED,3.671595,2006
ALL,99.280458,2006
AMD,439.685827,2006
ANG,1.785,2006
ARS,3.089099,2006
AUD,1.346521,2006
AWG,1.79,2006
BBD,2,2006
BDT,68.879133,2006
BGN,1.537654,2006
BHD,0.3765,2006
BIF,980.101687,2006
BMD,1,2006
BND,1.583877,2006
BOB,7.999545,2006
BRL,2.172214,2006
BSD,1,2006
BTN,45.914348,2006
BWP,6.058221,2006
BYR,2144.187914,2006
BZD,1.98,2006
CAD,1.114319,2006
CDF,431.793658,2006
CHF,1.227245,2006
CLP,542.181961,2006
CNY,7.994648,2006
COP,2606.425742,2006
CRC,513.479434,2006
CVE,86.731692,2006
CYP,0.453955,2006
CZK,22.384374,2006
DJF,177.721,2006
DKK,5.85224,2006
DOP,32.681536,2006
DZD,73.101335,2006
EEK,12.356451,2006
EGP,5.741743,2006
ETB,8.737951,2006
EUR,0.782979,2006
FJD,1.75636,2006
FKP,0.542702,2006
GBP,0.542295,2006
GEL,1.822819,2006
GIP,0.544403,2006
GMD,28.002323,2006
GNF,4753.758452,2006
GTQ,7.60597,2006
GYD,190.043626,2006
HKD,7.766908,2006
HNL,18.905,2006
HRK,5.690374,2006
HTG,38.727839,2006
HUF,222.459067,2006
IDR,9283.697367,2006
IEP,0.708688,2006
ILS,4.451057,2006
INR,45.913928,2006
IQD,1476.782317,2006
IRR,9144.820715,2006
ISK,76.307717,2006
JMD,64.214511,2006
JOD,0.70875,2006
JPY,114.532062,2006
KES,73.659986,2006
KGS,41.381605,2006
KHR,4051.025525,2006
KMF,386.980256,2006
KPW,170.027305,2006
KRW,948.493643,2006
KWD,0.289154,2006
KZT,118.345809,2006
LAK,10155.116652,2006
LBP,1504.744575,2006
LKR,103.96624,2006
LRD,49.007815,2006
LSL,7.13612,2006
LTL,2.71596,2006
LVL,0.550186,2006
LYD,1.30642,2006
MAD,8.701031,2006
MDL,13.344318,2006
MKD,48.269016,2006
MMK,6.51,2006
MNT,1172.182726,2006
MOP,8.000132,2006
MRO,266.646166,2006
MTL,0.338878,2006
MUR,30.95744,2006
MVR,12.8,2006
MWK,138.310802,2006
MXN,11.290083,2006
MYR,3.673586,2006
NAD,7.15862,2006
NGN,128.332586,2006
NIO,17.18364,2006
NOK,6.23255,2006
NPR,72.504587,2006
NZD,1.641012,2006
OMR,0.384497,2006
PAB,1,2006
PEN,3.259601,2006
PGK,2.98612,2006
PHP,53.077684,2006
PKR,60.049685,2006
PLN,3.189334,2006
PYG,5651.309494,2006
QAR,3.64,2006
RON,2.808435,2006
RUB,26.826032,2006
RWF,552.445211,2006
SAR,3.74975,2006
SBD,7.366727,2006
SCR,5.42208,2006
SEK,7.238019,2006
SGD,1.584668,2006
SHP,0.542702,2006
SIT,187.739417,2006
SKK,30.022472,2006
SLL,2375.360545,2006
SOS,1340.410839,2006
STD,6824.105892,2006
SVC,8.750893,2006
SYP,51.931014,2006
SZL,7.135531,2006
THB,38.224353,2006
TJS,2.785854,2006
TND,1.325801,2006
TOP,2.076201,2006
TRY,1.580694,2006
TTD,6.27675,2006
TWD,32.355394,2006
TZS,1252.389239,2006
UAH,5.00204,2006
UGX,1863.287698,2006
USD,1,2006
UYU,24.230644,2006
UZS,1224.549674,2006
VEF,2.1473,2006
VND,15996.939825,2006
VUV,111.024735,2006
WST,2.837296,2006
XAF,528.951702,2006
XCD,2.680566,2006
XDR,0.676071,2006
XOF,515.211712,2006
XPF,96.182943,2006
YER,195.774786,2006
ZAR,7.191031,2006
ZMK,3454.99274,2006
ZWD,101197.067589,2006
AED,3.672705,2007
ALL,93.469044,2007
AMD,348.863905,2007
ANG,1.785,2007
ARS,3.090993,2007
AUD,1.177716,2007
AWG,1.79025,2007
BBD,2,2007
BDT,68.922524,2007
BGN,1.454876,2007
BHD,0.3765,2007
BIF,1069.231506,2007
BMD,1,2007
BND,1.534738,2007
BOB,7.889381,2007
BRL,1.925858,2007
BSD,1,2007
BTN,40.603277,2007
BWP,6.214578,2007
BYR,2144.823536,2007
BZD,1.9925,2007
CAD,1.058698,2007
CDF,542.564169,2007
CHF,1.223797,2007
CLP,527.499045,2007
CNY,7.61334,2007
COP,1968.795363,2007
CRC,518.854728,2007
CVE,81.645317,2007
CYP,0.434252,2007
CZK,21.252354,2007
DJF,177.721,2007
DKK,5.50455,2007
DOP,33.107346,2007
DZD,69.819483,2007
EEK,11.585861,2007
EGP,5.69313,2007
ETB,8.9802129999999991,2007
EUR,0.739633,2007
FJD,1.591702,2007
FKP,0.498587,2007
GBP,0.498587,2007
GEL,1.669556,2007
GIP,0.499074,2007
GMD,27.103727,2007
GNF,3451.435195,2007
GTQ,7.72223,2007
GYD,202.45722,2007
HKD,7.817361,2007
HNL,18.905,2007
HRK,5.405549,2007
HTG,36.404593,2007
HUF,182.440439,2007
IDR,9062.955516,2007
IEP,0.690523,2007
ILS,4.25048,2007
INR,40.558286,2007
IQD,1270.870003,2007
IRR,9274.20137,2007
ISK,62.391707,2007
JMD,68.572797,2007
JOD,0.70875,2007
JPY,123.260736,2007
KES,66.691082,2007
KGS,37.922538,2007
KHR,4008.777897,2007
KMF,364.28582,2007
KPW,142.41296,2007
KRW,923.631639,2007
KWD,0.288096,2007
KZT,122.302238,2007
LAK,9614.534543,2007
LBP,1506.737633,2007
LKR,111.354284,2007
LRD,62.245988,2007
LSL,7.145337,2007
LTL,2.556683,2007
LVL,0.520403,2007
LYD,1.272019,2007
MAD,8.273728,2007
MDL,12.17242,2007
MKD,45.438282,2007
MMK,6.51,2007
MNT,1163.094321,2007
MOP,8.050571,2007
MRO,261.153912,2007
MTL,0.316898,2007
MUR,31.595155,2007
MVR,12.8,2007
MWK,139.608131,2007
MXN,10.78694,2007
MYR,3.4525,2007
NAD,7.080241,2007
NGN,127.670927,2007
NIO,18.109273,2007
NOK,5.90119,2007
NPR,67.373742,2007
NZD,1.297482,2007
OMR,0.384497,2007
PAB,1,2007
PEN,3.166712,2007
PGK,2.961225,2007
PHP,46.260434,2007
PKR,60.487958,2007
PLN,2.789856,2007
