currency,lcu_to_usd,year
MKD,41.68494,2007
MMK,6.51,2007
MNT,1169.048605,2007
MOP,8.022418,2007
MRO,250.030262,2007
MTL,0.291324,2007
MUR,28.120362,2007
MVR,12.7975,2007
MWK,138.910584,2007
MXN,10.917458,2007
MYR,3.306555,2007
NAD,6.801837,2007
NGN,123.155913,2007
NIO,18.395385,2007
NOK,5.418575,2007
NPR,66.678156,2007
NZD,1.295917,2007
OMR,0.384497,2007
PAB,1,2007
PEN,3.004574,2007
PGK,2.752324,2007
PHP,41.257354,2007
PKR,61.613027,2007
PLN,2.441071,2007
PYG,4976.686124,2007
QAR,3.64,2007
RON,2.451313,2007
RUB,24.411697,2007
RWF,546.162111,2007
SAR,3.750045,2007
SBD,7.212264,2007
SCR,8.001447,2007
SEK,6.436427,2007
SGD,1.437436,2007
SHP,0.500983,2007
SKK,22.805063,2007
SLL,2967.662589,2007
SOS,1344.146542,2007
STD,14068.279251,2007
SVC,8.749597,2007
SYP,51.872238,2007
SZL,6.812924,2007
THB,29.660045,2007
TJS,3.46,2007
TND,1.218502,2007
TOP,1.927807,2007
TRY,1.167521,2007
TTD,6.2505,2007
TWD,32.433852,2007
TZS,1141.999742,2007
UAH,5.047906,2007
UGX,1692.752003,2007
USD,1,2007
UYU,27.059923,2007
UZS,1289.430066,2007
VEF,2.1473,2007
VND,16010.021115,2007
VUV,95.000153,2007
WST,2.579059,2007
XAF,475.846351,2007
XCD,2.667345,2007
XDR,0.632905,2007
XOF,446.046346,2007
XPF,81.306112,2007
YER,198.650132,2007
ZAR,6.8373,2007
ZMK,3787.75421,2007
ZWD,29993.691691,2007
AED,3.67295,2008
AFN,47.039449,2008
ALL,88.271016,2008
AMD,307.386709,2008
ANG,1.7825,2008
AOA,75.209479,2008
ARS,3.451225,2008
AUD,1.435622,2008
AWG,1.79025,2008
AZN,0.812395,2008
BAM,1.396927,2008
BBD,2,2008
BDT,69.172099,2008
BGN,1.405343,2008
BHD,0.3765,2008
BIF,1131.073683,2008
BMD,1,2008
BND,1.490772,2008
BOB,7.0199,2008
BRL,2.322171,2008
BSD,1,2008
BTN,48.444734,2008
BWP,7.570894,2008
BYR,2201.733621,2008
BZD,1.9849,2008
CAD,1.220094,2008
CDF,543.6667,2008
CHF,1.068102,2008
CLP,637.98368,2008
CNY,6.823594,2008
COP,2251.048282,2008
CRC,558.683658,2008
CVE,79.228282,2008
CZK,19.290694,2008
DJF,177.721,2008
DKK,5.3494,2008
DOP,35.376753,2008
DZD,70.061254,2008
EEK,11.188492,2008
EGP,5.516456,2008
ETB,9.417335,2008
EUR,0.717552,2008
FJD,1.765861,2008
FKP,0.685708,2008
GBP,0.68495,2008
GEL,1.400648,2008
GHS,1.269286,2008
GIP,0.684415,2008
GMD,27.098491,2008
GNF,4980.763965,2008
GTQ,7.746067,2008
GYD,203.206417,2008
HKD,7.750115,2008
HNL,18.905,2008
HRK,5.264748,2008
HTG,38.565745,2008
HUF,191.355216,2008
IDR,11021.491465,2008
IEP,0.681891,2008
ILS,3.791557,2008
INR,48.509503,2008
IQD,1161.491137,2008
IRR,9834.346699,2008
ISK,121.114696,2008
JMD,78.723596,2008
JOD,0.70925,2008
JPY,90.74911,2008
KES,78.153259,2008
KGS,39.422258,2008
KHR,4050.690156,2008
KMF,353.501473,2008
KPW,142.387532,2008
KRW,1290.533643,2008
KWD,0.276265,2008
KZT,121.078203,2008
LAK,8470.858878,2008
LBP,1501.833011,2008
LKR,112.897539,2008
LRD,63.781869,2008
LSL,9.294211,2008
LTL,2.480994,2008
LVL,0.506972,2008
LYD,1.254703,2008
MAD,8.070414,2008
MDL,10.350337,2008
MGA,1833.675605,2008
MKD,44.093124,2008
MMK,6.51,2008
MNT,1271.439915,2008
MOP,7.997547,2008
MRO,258.255075,2008
MUR,31.737212,2008
MVR,12.795,2008
MWK,143.770286,2008
MXN,13.818252,2008
MYR,3.452901,2008
MZN,25.257422,2008
NAD,9.312471,2008
NGN,135.920131,2008
NIO,18.883748,2008
NOK,6.987813,2008
NPR,73.408177,2008
NZD,1.720741,2008
OMR,0.384497,2008
PAB,1,2008
PEN,3.004574,2008
PGK,2.605894,2008
PHP,47.385369,2008
PKR,79.066609,2008
PLN,2.984479,2008
PYG,4894.895797,2008
QAR,3.64,2008
RON,2.880013,2008
RSD,64.012422,2008
RUB,29.607833,2008
RWF,557.827883,2008
SAR,3.7516,2008
SBD,7.943245,2008
SCR,17.030995,2008
SDG,2.189795,2008
SEK,7.838142,2008
SGD,1.438466,2008
SHP,0.685708,2008
SKK,21.69008,2008
SLL,3009.077876,2008
SOS,1417.592714,2008
SRD,2.743308,2008
STD,14434.380183,2008
SVC,8.753142,2008
SYP,46.051477,2008
SZL,9.320043,2008
THB,34.754244,2008
TJS,3.452011,2008
TND,1.312062,2008
TOP,2.150679,2008
TRY,1.538759,2008
TTD,6.263,2008
TWD,32.822675,2008
TZS,1310.044291,2008
UAH,7.805025,2008
UGX,1940.049326,2008
USD,1,2008
UYU,24.350011,2008
UZS,1399.504203,2008
VEF,2.1473,2008
VND,17485.012575,2008
VUV,112.009887,2008
WST,2.998537,2008
XAF,488.717534,2008
XCD,2.66084,2008
XDR,0.646507,2008
XOF,469.167529,2008
XPF,85.372638,2008
YER,200.111539,2008
ZAR,9.368382,2008
ZMK,4810.878221,2008
ZWD,478082.336046,2008
AED,3.67275,2009
AFN,48.550089,2009
ALL,96.435505,2009
AMD,377.894224,2009
ANG,1.791,2009
AOA,89.174867,2009
ARS,3.801626,2009
AUD,1.112379,2009
AWG,1.79025,2009
AZN,0.802601,2009
BAM,1.363,2009
BBD,2,2009
BDT,68.875969,2009
BGN,1.35764,2009
BHD,0.3765,2009
BIF,1136.687381,2009
BMD,1,2009
BND,1.400814,2009
BOB,7.020063,2009
BRL,1.742449,2009
BSD,1,2009
BTN,46.390556,2009
BWP,6.684572,2009
BYR,2862.268784,2009
BZD,1.9875,2009
CAD,1.048238,2009
CDF,890.00504,2009
CHF,1.033312,2009
CLP,507.427443,2009
CNY,6.827225,2009
COP,2044.171135,2009
CRC,554.506762,2009
CVE,76.538942,2009
CZK,18.383534,2009
DJF,177.721,2009
DKK,5.17898,2009
DOP,36.205077,2009
DZD,71.573864,2009
EEK,10.860498,2009
EGP,5.486778,2009
ETB,10.756432,2009
EUR,0.697415,2009
FJD,1.946322,2009
FKP,0.617865,2009
GBP,0.617868,2009
GEL,1.692423,2009
GHS,1.429497,2009
GIP,0.616479,2009
GMD,26.200169,2009
GNF,4995.970044,2009
GTQ,8.33355,2009
GYD,205.197677,2009
HKD,7.754222,2009
HNL,18.9225,2009
HRK,5.074525,2009
HTG,40.249761,2009
HUF,188.259455,2009
IDR,9430.435368,2009
IEP,0.672286,2009
ILS,3.785278,2009
INR,46.486829,2009
IQD,1151.992531,2009
IRR,9889.944329,2009
ISK,124.948712,2009
JMD,87.739453,2009
JOD,0.708375,2009
JPY,92.833793,2009
KES,75.840606,2009
KGS,44.066483,2009
KHR,4145.046765,2009
KMF,341.502152,2009
KPW,143.112069,2009
KRW,1160.47536,2009
KWD,0.287273,2009
KZT,148.473173,2009
LAK,8466.893794,2009
LBP,1501.743462,2009
LKR,114.359881,2009
LRD,68.999131,2009
LSL,7.384621,2009
LTL,2.396779,2009
LVL,0.49011,2009
LYD,1.235989,2009
MAD,7.866575,2009
MDL,12.234987,2009
MGA,1959.991649,2009
MKD,42.596418,2009
MMK,6.51,2009
MNT,1432.483743,2009
MOP,7.999735,2009
MRO,261.248805,2009
MUR,29.674809,2009
MVR,12.795,2009
MWK,143.274305,2009
MXN,13.100457,2009
MYR,3.422995,2009
MZN,30.584999,2009
NAD,7.356121,2009
NGN,149.698917,2009
NIO,19.307824,2009
NOK,5.774214,2009
NPR,71.724682,2009
NZD,1.377133,2009
OMR,0.384497,2009
PAB,1,2009
PEN,3.004574,2009
PGK,2.685241,2009
PHP,46.159726,2009
PKR,84.400874,2009
PLN,2.84916,2009
PYG,4692.47027,2009
QAR,3.64,2009
RON,2.945538,2009
RSD,66.612287,2009
RUB,30.002896,2009
RWF,569.996697,2009
SAR,3.750375,2009
SBD,7.84671,2009
SCR,10.979979,2009
SDG,2.234396,2009
SEK,7.136108,2009
SGD,1.402872,2009
SHP,0.617865,2009
SLL,3849.993913,2009
SOS,1499.996522,2009
SRD,2.71499,2009
STD,16129.897404,2009
SVC,8.748798,2009
SYP,45.549845,2009
SZL,7.395295,2009
THB,33.311548,2009
TJS,4.370486,2009
TND,1.318996,2009
TOP,1.90848,2009
TRY,1.499147,2009
TTD,6.31525,2009
TWD,31.975408,2009
TZS,1338.495773,2009
UAH,8.005007,2009
UGX,1904.998348,2009
USD,1,2009
UYU,19.549958,2009
UZS,1508.614466,2009
VEF,2.1473,2009
VND,18469.946758,2009
VUV,97.049984,2009
WST,2.587412,2009
XAF,480.717991,2009
XCD,2.605025,2009
XDR,0.637967,2009
XOF,454.917986,2009
XPF,83.342361,2009
YER,204.499713,2009
ZAR,7.386118,2009
ZMK,4689.991132,2009
ZWD,15180.699616,2009
AED,3.672725,2010
AFN,43.022128,2010
ALL,104.57501,2010
AMD,363.231524,2010
ANG,1.79075,2010
AOA,92.405819,2010
ARS,3.972412,2010
AUD,0.980828,2010
AWG,1.79025,2010
AZN,0.797344,2010
BAM,1.463638,2010
BBD,2,2010
BDT,70.60861,2010
BGN,1.463714,2010
BHD,0.376515,2010
BIF,1127.327668,2010
BMD,1,2010
BND,1.285783,2010
BOB,6.955924,2010
BRL,1.660156,2010
BSD,1,2010
BTN,44.686316,2010
BWP,6.468699,2010
BYR,2997.122149,2010
BZD,1.9875,2010
CAD,0.996645,2010
CDF,887.270181,2010
CHF,0.934536,2010
CLP,467.810748,2010
CNY,6.600479,2010
COP,1953.710641,2010
CRC,506.586056,2010
CVE,82.519084,2010
CZK,18.749095,2010
DJF,177.721,2010
DKK,5.575877,2010
DOP,37.214215,2010
DZD,74.519637,2010
EEK,11.666462,2010
EGP,5.803494,2010
ETB,12.710642,2010
EUR,0.747952,2010
FJD,1.842895,2010
FKP,0.642344,2010
GBP,0.642488,2010
GEL,1.772175,2010
GHS,1.484464,2010
GIP,0.644178,2010
GMD,27.243245,2010
GNF,6996.949675,2010
GTQ,8.012668,2010
GYD,203.124509,2010
HKD,7.77276,2010
HNL,18.92,2010
HRK,5.535728,2010
HTG,39.992614,2010
HUF,207.878673,2010
IDR,8988.972,2010
IEP,0.693643,2010
ILS,3.54287,2010
INR,44.693016,2010
IQD,1169.782492,2010
IRR,10352.07918,2010
ISK,115.00751,2010
JMD,86.599452,2010
JOD,0.708375,2010
JPY,81.201789,2010
KES,80.6511,2010
KGS,47.081524,2010
KHR,4032.635092,2010
KMF,368.184404,2010
KPW,143.065322,2010
KRW,1121.367414,2010
KWD,0.281408,2010
KZT,147.295106,2010
LAK,8032.014818,2010
LBP,1501.970716,2010
LKR,110.940641,2010
LRD,69.973993,2010
LSL,6.604899,2010
LTL,2.584044,2010
LVL,0.528441,2010
LYD,1.250035,2010
MAD,8.36401,2010
MDL,12.069231,2010
MGA,2119.861293,2010
MKD,45.924562,2010
MMK,6.51,2010
MNT,1230.3812,2010
MOP,8.009082,2010
MRO,281.311256,2010
MUR,30.123553,2010
MVR,12.8,2010
MWK,150.86769,2010
MXN,12.374687,2010
MYR,3.066246,2010
MZN,32.348202,2010
NAD,6.640593,2010
NGN,152.172544,2010
NIO,19.819738,2010
NOK,5.834012,2010
NPR,70.471542,2010
NZD,1.284889,2010
OMR,0.384497,2010
PAB,1,2010
PEN,3.004574,2010
PGK,2.593892,2010
PHP,43.645673,2010
PKR,85.66927,2010
PLN,2.974854,2010
PYG,4622.276553,2010
QAR,3.64,2010
RON,3.199932,2010
RSD,79.037164,2010
RUB,30.668791,2010
RWF,588.221583,2010
SAR,3.749725,2010
SBD,7.970465,2010
SCR,12.162533,2010
SDG,2.497837,2010
SEK,6.710002,2010
SGD,1.282683,2010
SHP,0.642344,2010
SLL,4146.503738,2010
SOS,1600.001489,2010
SRD,2.709819,2010
STD,18370.721936,2010
SVC,8.746457,2010
SYP,46.800087,2010
SZL,6.600953,2010
THB,30.064589,2010
TJS,4.402614,2010
TND,1.416282,2010
TOP,1.868371,2010
TRY,1.545165,2010
TTD,6.32025,2010
TWD,29.142132,2010
TZS,1500.205508,2010
UAH,7.964996,2010
UGX,2326.081118,2010
USD,1,2010
UYU,19.849337,2010
UZS,1653.277952,2010
VEF,4.3,2010
VND,19448.708202,2010
VUV,91.988865,2010
WST,2.33672,2010
XAF,498.50615,2010
XCD,2.691726,2010
XDR,0.649095,2010
XOF,493.00615,2010
XPF,90.053383,2010
YER,213.87153,2010
ZAR,6.627452,2010
ZMK,4797.421008,2010
ZWD,15180.687951,2010
AED,3.6728,2011
AFN,45.736288,2011
ALL,107.042905,2011
AMD,385.719925,2011
ANG,1.79,2011
AOA,94.772829,2011
ARS,4.300722,2011
AUD,0.981393,2011
AWG,1.79005,2011
AZN,0.786189,2011
BAM,1.512764,2011
BBD,2,2011
BDT,81.804626,2011
BGN,1.514089,2011
BHD,0.376515,2011
BIF,1299.056055,2011
BMD,1,2011
BND,1.297017,2011
BOB,6.884557,2011
BRL,1.865273,2011
BSD,1,2011
BTN,53.079577,2011
BWP,7.492989,2011
BYR,8371.960238,2011
BZD,1.99275,2011
CAD,1.021566,2011
CDF,907.888972,2011
CHF,0.939368,2011
CLF,0.021176,2011
CLP,519.852721,2011
CNY,6.304144,2011
COP,1938.206896,2011
CRC,503.688394,2011
CVE,85.308394,2011
CZK,19.835836,2011
DJF,178.2355,2011
DKK,5.741838,2011
DOP,38.594948,2011
DZD,75.264969,2011
EGP,6.02863,2011
ETB,17.282456,2011
EUR,0.772484,2011
FJD,1.825743,2011
FKP,0.6444,2011
GBP,0.6444,2011
GEL,1.669921,2011
GHS,1.638125,2011
GIP,0.644659,2011
GMD,28.664916,2011
GNF,6958.72716,2011
GTQ,7.811485,2011
GYD,202.199172,2011
HKD,7.767744,2011
HNL,18.979946,2011
HRK,5.830813,2011
HTG,40.349853,2011
HUF,243.30772,2011
IDR,9068.375841,2011
IEP,0.608169,2011
ILS,3.816865,2011
INR,53.08517,2011
IQD,1169.541734,2011
IRR,11143.384856,2011
ISK,122.564624,2011
JMD,86.02815,2011
JOD,0.70925,2011
JPY,77.177649,2011
KES,84.997967,2011
KGS,46.373382,2011
KHR,4031.404965,2011
KMF,379.905563,2011
KPW,900,2011
KRW,1159.016724,2011
KWD,0.278709,2011
KZT,148.297627,2011
LAK,7996.67723,2011
LBP,1506.5,2011
LKR,113.912515,2011
LRD,71.942503,2011
LSL,8.08852,2011
LTL,2.667261,2011
LVL,0.540407,2011
LYD,1.257984,2011
MAD,8.574831,2011
MDL,11.672491,2011
MGA,2233.327238,2011
MKD,47.537962,2011
MMK,6.460006,2011
MNT,1384.434214,2011
MOP,8.000789,2011
MRO,286.225408,2011
MUR,29.115013,2011
MVR,14.105,2011
MWK,162.780681,2011
MXN,13.952751,2011
MYR,3.171483,2011
MZN,26.841949,2011
NAD,8.087185,2011
NGN,162.125201,2011
NIO,22.972523,2011
NOK,5.986043,2011
NPR,85.389878,2011
NZD,1.290184,2011
OMR,0.384774,2011
PAB,1,2011
PEN,2.697037,2011
PGK,2.129915,2011
PHP,43.826371,2011
PKR,89.960091,2011
PLN,3.447149,2011
PYG,4417.501544,2011
QAR,3.641,2011
RON,3.343097,2011
RSD,81.685742,2011
RUB,32.188491,2011
RWF,599.578096,2011
SAR,3.75015,2011
SBD,7.61855,2011
SCR,13.323885,2011
SDG,2.674444,2011
SEK,6.886502,2011
SGD,1.299085,2011
SHP,0.6444,2011
SLL,4337.557102,2011
SOS,1635.020966,2011
SRD,3.262251,2011
STD,18451.485351,2011
SVC,8.748721,2011
SYP,52.215015,2011
SZL,8.094223,2011
THB,31.625096,2011
TJS,4.75845,2011
TMT,2.850251,2011
TND,1.496549,2011
TOP,1.753685,2011
TRY,1.889823,2011
TTD,6.333025,2011
TWD,30.286989,2011
TZS,1580.151877,2011
UAH,8.016004,2011
UGX,2479.999422,2011
USD,1,2011
UYU,19.849996,2011
UZS,1800.362015,2011
VEF,4.2974,2011
VND,21030.377958,2011
VUV,93.427625,2011
WST,2.412618,2011
XAF,506.540637,2011
XCD,2.699827,2011
XDR,0.651401,2011
XOF,506.070559,2011
XPF,92.278186,2011
YER,219.235586,2011
ZAR,8.096132,2011
ZMK,5132.10492,2011
ZWD,361.843913,2011
AED,3.67305,2012
AFN,51.084,2012
ALL,105.773751,2012
AMD,403.579996,2012
ANG,1.77892,2012
AOA,95.811533,2012
ARS,4.91507,2012
AUD,0.962404,2012
AWG,1.790033,2012
AZN,0.785,2012
BAM,1.482633,2012
BBD,2,2012
BDT,79.721225,2012
BGN,1.482359,2012
BHD,0.377046,2012
BIF,1536.36,2012
BMD,1,2012
BND,1.22158,2012
BOB,6.987173,2012
BRL,2.048591,2012
BSD,1,2012
BTC,0.074349,2012
BTN,54.78775,2012
BWP,7.7764,2012
BYR,8563.413333,2012
BZD,1.993325,2012
CAD,0.994356,2012
CDF,923.715561,2012
CHF,0.915241,2012
CLF,0.02096,2012
CLP,478.866014,2012
CNY,6.235827,2012
COP,1766.7849,2012
CRC,510.858046,2012
CUP,22.682881,2012
CVE,83.264675,2012
CZK,19.036496,2012
DJF,177.777501,2012
DKK,5.654708,2012
DOP,40.258249,2012
DZD,78.496963,2012
EEK,11.760122,2012
EGP,6.322951,2012
ETB,18.252075,2012
EUR,0.758095,2012
FJD,1.780012,2012
FKP,0.616507,2012
GBP,0.616492,2012
GEL,1.657325,2012
GHS,1.9062,2012
GIP,0.620545,2012
GMD,32.543254,2012
GNF,7009.7125,2012
GTQ,7.899388,2012
GYD,202.601665,2012
HKD,7.750181,2012
HNL,19.89682,2012
HRK,5.72769,2012
HTG,42.253126,2012
HUF,221.195414,2012
IDR,9645.261229,2012
ILS,3.731793,2012
INR,54.929546,2012
IQD,1164.172501,2012
IRR,12273.735,2012
ISK,128.566251,2012
JEP,0.616507,2012
JMD,92.317438,2012
JOD,0.710146,2012
JPY,86.484519,2012
KES,86.056646,2012
KGS,47.4013,2012
KHR,3996.1675,2012
KMF,372.391737,2012
KPW,900,2012
KRW,1064.519393,2012
KWD,0.2813,2012
KYD,0.822305,2012
KZT,150.340188,2012
LAK,7977.99,2012
LBP,1504.20682,2012
LKR,127.523871,2012
LRD,72.583333,2012
LSL,8.472743,2012
LTL,2.616393,2012
LVL,0.528797,2012
LYD,1.25935,2012
MAD,8.443715,2012
MDL,12.098623,2012
MGA,2260.3175,2012
MKD,47.149557,2012
MMK,856.091125,2012
MNT,1377.5,2012
MOP,7.979925,2012
MRO,301.77875,2012
MUR,30.64772,2012
MVR,15.395025,2012
MWK,326.506252,2012
MXN,12.969897,2012
MYR,3.057157,2012
MZN,29.566666,2012
NAD,8.473395,2012
NGN,156.14548,2012
NIO,24.109543,2012
NOK,5.567305,2012
NPR,87.655329,2012
NZD,1.210916,2012
OMR,0.38498,2012
PAB,1,2012
PEN,2.55156,2012
PGK,2.0448,2012
PHP,41.028119,2012
PKR,97.267494,2012
PLN,3.089188,2012
PYG,4244.125856,2012
QAR,3.641061,2012
RON,3.367468,2012
RSD,85.30714,2012
RUB,30.551932,2012
RWF,620.799625,2012
SAR,3.75045,2012
SBD,7.089747,2012
SCR,13.123704,2012
SDG,4.411867,2012
SEK,6.506426,2012
SGD,1.221395,2012
SHP,0.616507,2012
SLL,4341.251083,2012
SOS,1604.685,2012
SRD,3.28125,2012
STD,18630.2825,2012
SVC,8.744706,2012
SYP,70.963625,2012
SZL,8.470063,2012
THB,30.587593,2012
TJS,4.764467,2012
TMT,2.85,2012
TND,1.55276,2012
TOP,1.733011,2012
TRY,1.785549,2012
TTD,6.395286,2012
TWD,29.047955,2012
TZS,1583.208318,2012
UAH,8.044705,2012
UGX,2687.436558,2012
USD,1,2012
UYU,19.156964,2012
UZS,1983.233396,2012
VEF,4.293129,2012
VND,20826.38266,2012
VUV,91.133333,2012
WST,2.281549,2012
XAF,496.706491,2012
XCD,2.70185,2012
XDR,0.65005,2012
XOF,496.7,2012
XPF,90.404299,2012
YER,214.965448,2012
ZAR,8.473725,2012
ZMK,5202.496666,2012
ZWL,322.387247,2012
AED,3.673257,2013
AFN,56.00975,2013
ALL,102.06477,2013
AMD,408.536002,2013
ANG,1.78934,2013
AOA,97.634776,2013
ARS,6.516132,2013
AUD,1.128797,2013
AWG,1.7901,2013
AZN,0.7841,2013
BAM,1.422903,2013
BBD,2,2013
BDT,77.69171,2013
BGN,1.421903,2013
BHD,0.376914,2013
BIF,1546.166733,2013
BMD,1,2013
BND,1.26492,2013
BOB,6.917399,2013
BRL,2.36088,2013
BSD,1,2013
BTC,0.0013281597,2013
BTN,61.867913,2013
BWP,8.754102,2013
BYR,9540.431667,2013
BZD,1.992103,2013
CAD,1.063692,2013
CDF,922.526667,2013
CHF,0.892303,2013
CLF,0.02253,2013
CLP,525.564599,2013
CNY,6.065775,2013
COP,1928.72,2013
CRC,501.270201,2013
CUP,22.682881,2013
CVE,79.74305,2013
CZK,19.88988,2013
DJF,178.393,2013
DKK,5.422855,2013
DOP,42.70585,2013
DZD,78.36725,2013
EEK,11.6409,2013
EGP,6.953237,2013
ERN,14.94,2013
ETB,19.12468,2013
EUR,0.727184,2013
FJD,1.877336,2013
FKP,0.603818,2013
GBP,0.603818,2013
GEL,1.74787,2013
GHS,2.367388,2013
GIP,0.603818,2013
GMD,37.955,2013
GNF,6936.008268,2013
GTQ,7.848769,2013
GYD,204.696252,2013
HKD,7.754187,2013
HNL,20.28311,2013
HRK,5.541872,2013
HTG,43.69742,2013
HUF,216.0468,2013
IDR,12179.516667,2013
ILS,3.472788,2013
INR,61.83584,2013
IQD,1166.320043,2013
IRR,24750.334633,2013
ISK,115.127,2013
JEP,0.603818,2013
JMD,106.011251,2013
JOD,0.707899,2013
JPY,105.299701,2013
KES,86.41706,2013
KGS,49.247001,2013
KHR,4007.575167,2013
KMF,357.26708,2013
KPW,900,2013
KRW,1052.800018,2013
KWD,0.282414,2013
KYD,0.827827,2013
KZT,154.444201,2013
LAK,8037.796667,2013
LBP,1506.066667,2013
LKR,130.810701,2013
LRD,80.765124,2013
LSL,10.48683,2013
LTL,2.510768,2013
LVL,0.510545,2013
LYD,1.23875,2013
MAD,8.175219,2013
MDL,13.04668,2013
MGA,2238.805,2013
MKD,44.68876,2013
MMK,988.575025,2013
MNT,1639.333333,2013
MOP,7.995291,2013
MRO,291.7983,2013
MTL,0.683602,2013
MUR,30.20611,2013
MVR,15.38112,2013
MWK,430.4345,2013
MXN,13.04425,2013
MYR,3.281062,2013
MZN,30.00865,2013
NAD,10.48683,2013
NGN,160.417699,2013
NIO,25.38833,2013
NOK,6.079076,2013
NPR,98.997641,2013
NZD,1.215892,2013
OMR,0.385045,2013
PAB,1,2013
PEN,2.797147,2013
PGK,2.515229,2013
PHP,44.38454,2013
PKR,105.49328,2013
PLN,3.019413,2013
PYG,4601.108268,2013
QAR,3.641507,2013
RON,3.246474,2013
RSD,83.30045,2013
RUB,32.8855,2013
RWF,679.74242,2013
SAR,3.750575,2013
SBD,7.193739,2013
SCR,12.07273,2013
SDG,5.701965,2013
SEK,6.440004,2013
SGD,1.26266,2013
SHP,0.603818,2013
SLL,4333.5,2013
SOS,1120.5417,2013
SRD,3.2875,2013
STD,17842.667333,2013
SVC,8.758764,2013
SYP,141.251249,2013
SZL,10.48843,2013
THB,32.74134,2013
TJS,4.775,2013
TMT,2.850167,2013
TND,1.644837,2013
TOP,1.860806,2013
TRY,2.146777,2013
TTD,6.416841,2013
TWD,29.86512,2013
TZS,1589.521667,2013
UAH,8.251492,2013
UGX,2526.201667,2013
USD,1,2013
UYU,21.2465,2013
UZS,2202.149967,2013
VEF,6.296408,2013
VND,21116.6,2013
VUV,97.0225,2013
WST,2.326035,2013
XAF,477.155599,2013
XAG,0.05205899,2013
XAU,8.3168e-4,2013
XCD,2.7019,2013
XDR,0.649201,2013
XOF,477.258421,2013
XPF,86.814819,2013
YER,215.131,2013
ZAR,10.47303,2013
ZMK,5253.075255,2013
ZMW,5.532387,2013
ZWL,322.355006,2013
AED,3.673024,2014
AFN,58.270125,2014
ALL,115.5244,2014
AMD,474.85,2014
ANG,1.78956,2014
AOA,102.87275,2014
ARS,8.480108,2014
AUD,1.223993,2014
AWG,1.79,2014
AZN,0.783533,2014
BAM,1.614566,2014
BBD,2,2014
BDT,77.94589,2014
BGN,1.611825,2014
BHD,0.377041,2014
BIF,1571.580033,2014
BMD,1,2014
BND,1.324633,2014
BOB,6.913519,2014
BRL,2.662773,2014
BSD,1,2014
BTC,0.0031556891,2014
BTN,63.207413,2014
BWP,9.516149,2014
BYR,10992.983333,2014
BZD,1.99883,2014
CAD,1.162125,2014
CDF,922.936833,2014
CHF,0.993351,2014
CLF,0.024649,2014
CLP,605.886006,2014
CNY,6.193968,2014
COP,2380.11,2014
CRC,540.340997,2014
CUP,1.001013,2014
CVE,90.661337,2014
CZK,22.86552,2014
DJF,178.711521,2014
DKK,6.148755,2014
DOP,44.32044,2014
DZD,87.91139,2014
EEK,12.90235,2014
EGP,7.150876,2014
ERN,15.095625,2014
ETB,20.22882,2014
EUR,0.826483,2014
FJD,1.983991,2014
FKP,0.641866,2014
GBP,0.641866,2014
GEL,1.7655,2014
GGP,0.641866,2014
GHS,3.207196,2014
GIP,0.641866,2014
GMD,42.92152,2014
GNF,7029.14,2014
GTQ,7.602873,2014
GYD,206.960127,2014
HKD,7.75547,2014
HNL,21.0292,2014
HRK,6.324661,2014
HTG,46.56271,2014
HUF,261.035502,2014
IDR,12419.883268,2014
ILS,3.8988,2014
IMP,0.641866,2014
INR,63.21609,2014
IQD,1166.59835,2014
IRR,27125,2014
ISK,127.197,2014
JEP,0.641866,2014
JMD,114.454399,2014
JOD,0.707342,2014
JPY,119.7585,2014
KES,90.58495,2014
KGS,58.886375,2014
KHR,4072.233284,2014
KMF,406.111304,2014
KPW,900,2014
KRW,1094.286649,2014
KWD,0.292885,2014
KYD,0.828343,2014
KZT,182.849001,2014
LAK,8100.626732,2014
LBP,1512.963333,2014
LKR,131.219401,2014
LRD,91.50915,2014
LSL,11.56911,2014
LTL,2.849239,2014
LVL,0.579959,2014
LYD,1.20405,2014
MAD,9.05883,2014
MDL,15.6153,2014
MGA,2590.853301,2014
MKD,50.58908,2014
MMK,1032.649984,2014
MNT,1884.833333,2014
MOP,7.999111,2014
MRO,292.3554,2014
MTL,0.683602,2014
MUR,31.71267,2014
MVR,15.30789,2014
MWK,468.078299,2014
MXN,14.74588,2014
MYR,3.502314,2014
MZN,33.425875,2014
NAD,11.56911,2014
NGN,182.812,2014
NIO,26.5302,2014
NOK,7.455807,2014
NPR,101.188,2014
NZD,1.282105,2014
OMR,0.385024,2014
PAB,1,2014
PEN,2.980494,2014
PGK,2.587717,2014
PHP,44.77043,2014
PKR,100.685,2014
PLN,3.541306,2014
PYG,4634.304993,2014
QAR,3.64141,2014
RON,3.697955,2014
RSD,100.16485,2014
RUB,57.341475,2014
RWF,689.828,2014
SAR,3.75315,2014
SBD,7.636542,2014
SCR,13.397125,2014
SDG,5.696197,2014
SEK,7.804656,2014
SGD,1.324943,2014
SHP,0.641866,2014
SLL,4220,2014
SOS,723.368842,2014
SRD,3.2875,2014
STD,20132.583333,2014
SVC,8.774457,2014
SYP,179.645633,2014
SZL,11.57711,2014
THB,32.89908,2014
TJS,5.21315,2014
TMT,2.8501,2014
TND,1.862311,2014
TOP,1.972865,2014
TRY,2.332686,2014
TTD,6.3768,2014
TWD,31.71271,2014
TZS,1736.764984,2014
UAH,15.8251,2014
UGX,2773.191667,2014
USD,1,2014
