alpha2;year;p2;ahweal992j;shweal992j;afiinc992j;sfiinc992j;afainc992j;sfainc992j;aptinc992j;sptinc992j;adiinc992j;sdiinc992j;npopul992i;mhweal992j;mfiinc992j;mfainc992j;mptinc992j;mdiinc992j
"US";1913;"pall";2796.8494;1;487.43098;;596.09787;.99997044;596.09787;1;596.09787;1;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p90p100";21930.143;.78410169;;;2508.9648;.42089812;2521.3124;.42296954;2461.5747;.41294809;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p99p100";126098.03;.45085742;;;11162.423;.18725822;11222.772;.18827063;10457.072;.17542541;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p0p50";;;;;;;;;;;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p0p90";670.92783;.21589831;;;383.53752;.57907231;382.18514;.57703046;388.82266;.58705191;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p90p95";6834.1003;.12217498;;;1268.5836;.10640732;1277.1832;.10712865;1330.2681;.11158135;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p95p99";14758.225;.21106929;;;1896.0768;.12723258;1901.1091;.12757027;1876.8339;.12594133;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1913;"p0p99";1551.3829;.54914258;;;489.34952;.81271221;488.75773;.81172937;496.49208;.82457459;56687000;1.58545e+11;2.76310e+10;3.379e+10;3.379e+10;3.379e+10
"US";1914;"pall";2836.0466;1;481.97841;;545.6317;.99999994;545.6317;1.0000316;545.6317;1.0000316;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p90p100";22206.036;.78299264;;;2328.5501;.42676224;2343.0455;.42941887;2276.1918;.41716634;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p99p100";126363.4;.44556178;;;10469.888;.19188563;10541.194;.19319247;9698.5594;.17774919;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p0p50";;;;;;;;;;;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p0p90";683.82555;.21700736;;;347.52963;.5732377;345.93821;.57061272;353.3664;.58286525;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p90p95";7021.9072;.12379746;;;1156.7989;.10600547;1166.0939;.10685723;1219.068;.11171162;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p95p99";15146.857;.2136334;;;1757.9044;.12887113;1764.698;.12936917;1742.0046;.12770553;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1914;"p0p99";1588.2956;.55443822;;;445.38665;.80811431;444.68384;.80683912;453.1953;.8222824;57986000;1.64451e+11;2.79480e+10;3.164e+10;3.164e+10;3.164e+10
"US";1915;"pall";3099.2241;1;490.8518;;569.54327;1;569.54327;1.0000001;569.54327;1;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p90p100";24152.735;.77931555;;;2389.1713;.41948899;2401.9924;.4217401;2329.809;.40906621;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p99p100";138248.08;.44607321;;;10593.107;.18599301;10646.747;.18693482;9700.2583;.17031644;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p0p50";;;;;;;;;;;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p0p90";759.94509;.22068445;;;367.36237;.58051101;365.93789;.57826002;373.95818;.59093379;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p90p95";7633.0557;.12314462;;;1210.0303;.10622813;1219.9764;.10710129;1282.6782;.11260586;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p95p99";16278.497;.21009771;;;1812.1137;.12726785;1818.3236;.12770399;1796.1102;.1261439;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1915;"p0p99";1734.0841;.55392679;;;468.29515;.81400699;467.7534;.8130653;477.31382;.82968356;59028000;1.82941e+11;2.89740e+10;3.362e+10;3.362e+10;3.362e+10
"US";1916;"pall";3464.3291;1;582.85467;;707.59036;1;707.59036;1;707.59036;.99999994;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p90p100";27087.064;.78188483;;;3125.3997;.4416962;3140.2249;.44379136;3072.1728;.43417392;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p99p100";149901.38;.4326996;;;14518.57;.20518326;14596.426;.20628356;13647.882;.19287828;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p0p50";;;;;;;;;;;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p0p90";839.58083;.21811517;;;438.94488;.5583038;437.29764;.55620864;444.85893;.56582602;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p90p95";7488.8235;.10808476;;;1464.6716;.10349714;1476.8898;.10436051;1565.5777;.11062741;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p95p99";20881.285;.24110047;;;2353.0173;.13301579;2355.3435;.13314729;2311.4895;.13066823;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1916;"p0p99";1985.167;.5673004;;;568.08552;.79481674;567.29909;.79371644;576.88031;.80712166;60063000;2.08078e+11;3.50080e+10;4.250e+10;4.250e+10;4.250e+10
"US";1917;"pall";3558.1476;1.000002;692.66507;;833.68355;.99999994;833.68355;.99998033;833.68355;.99998033;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p90p100";27853.754;.78281617;;;3722.0375;.44645687;3742.8365;.4489517;3677.689;.44113728;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p99p100";144134.25;.40508228;;;16620.875;.19936672;16783.127;.20131293;14671.283;.17598144;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p0p50";;;;;;;;;;;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p0p90";858.64358;.21718583;;;512.75529;.55354307;510.42612;.55102863;517.66473;.55884305;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p90p95";8170.1063;.11480842;;;1703.7221;.10218039;1719.3027;.10311483;2007.6864;.12041058;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p95p99";23388.19;.26292547;;;3020.2221;.14490976;3012.181;.14452395;3016.7936;.14474526;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1917;"p0p99";2138.1941;.59491972;;;674.21692;.80063322;672.5615;.79866741;693.89326;.82399889;60914000;2.16741e+11;4.21930e+10;5.078e+10;5.078e+10;5.078e+10
"US";1918;"pall";3821.2709;.999999;775.69985;;1036.5428;.99999994;1036.5428;.99998397;1036.5428;1;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p90p100";30020.047;.78560373;;;4502.289;.43435629;4522.7896;.43633408;4272.6079;.41219791;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p99p100";141462.94;.37019866;;;19468.697;.18782337;19638.694;.18946341;15116.553;.14583626;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p0p50";;;;;;;;;;;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p0p90";910.29157;.21439527;;;651.45984;.56564365;649.1636;.56364989;676.98004;.58780209;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p90p95";10702.384;.14003696;;;2043.0332;.09855035;2028.0561;.0978279;2353.2849;.11351605;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p95p99";26306.403;.27536811;;;3834.7568;.14798257;3862.2303;.14904277;3960.7752;.1528456;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1918;"p0p99";2430.9472;.62980034;;;850.35938;.81217657;848.62551;.81052055;894.32049;.85416374;60477000;2.31099e+11;4.69120e+10;6.269e+10;6.269e+10;6.269e+10
"US";1919;"pall";4288.157;1;878.2344;;1120.4702;.99999994;1120.4702;.99999994;1120.4702;1;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p90p100";34335.366;.80070217;;;5068.0857;.45231775;5090.279;.45429847;4853.8024;.43319334;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p99p100";171447.79;.39981696;;;23307.08;.2080116;23531.782;.21001702;20831.364;.18591627;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p0p50";;;;;;;;;;;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p0p90";949.57822;.19929783;;;681.8462;.54768219;679.38028;.54570147;705.65553;.56680666;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p90p95";10694.244;.12469511;;;2053.0482;.09161547;2031.0331;.09063307;2131.3418;.09510926;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p95p99";29608.663;.27619011;;;4277.1341;.15269068;4303.9608;.15364838;4262.4877;.15216782;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1919;"p0p99";2599.6759;.60018304;;;896.36299;.79198835;894.09327;.78998292;921.37028;.81408373;61758000;2.64828e+11;5.42380e+10;6.920e+10;6.920e+10;6.920e+10
"US";1920;"pall";4319.4543;1;906.25347;;1265.2534;1;1265.2534;1;1265.2534;.99998748;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p90p100";33729.915;.78088371;;;5465.8156;.43199375;5494.9876;.43429937;5272.9593;.41675124;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p99p100";153937.2;.35638113;;;23130.36;.18281207;23275.116;.18395616;21013.859;.16608419;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p0p50";;;;;;;;;;;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p0p90";1051.6253;.21911629;;;798.52428;.56800625;795.28296;.56570063;819.93517;.58323624;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p90p95";12634.855;.14625522;;;2473.9155;.09776363;2468.5745;.09755257;2522.837;.09969691;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p95p99";30046.92;.27824737;;;4789.5547;.15141804;4832.9718;.15279063;4775.3874;.15097015;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1920;"p0p99";2808.164;.64361887;;;1044.3938;.81718793;1042.9316;.81604384;1065.7566;.8339033;63117000;2.72631e+11;5.72000e+10;7.986e+10;7.986e+10;7.986e+10
"US";1921;"pall";4103.4183;1;708.76321;;992.99254;1;992.99254;1;992.99254;1;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p90p100";31990.812;.77961373;;;4600.1896;.46326527;4618.9837;.46515794;4449.9426;.44813454;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p99p100";150816.89;.36753964;;;17873.377;.17999508;17961.936;.18088692;15981.859;.16094641;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p0p50";;;;;;;;;;;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p0p90";1004.819;.22038627;;;592.19287;.53673473;590.10464;.53484206;608.88698;.55186546;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p90p95";11356.616;.13837995;;;2334.0452;.11752582;2328.8384;.11726364;2417.0536;.12170553;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p95p99";28077.038;.27369414;;;4114.5733;.16574438;4145.9272;.16700739;4108.0748;.1654826;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1921;"p0p99";2621.4641;.63246036;;;822.48361;.82000492;821.58907;.81911308;841.58985;.83905359;64360000;2.64096e+11;4.56160e+10;6.391e+10;6.391e+10;6.391e+10
"US";1922;"pall";4282.3398;.999999;760.30474;;1001.7475;.99998468;1001.7475;1;1001.7475;.99998468;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p90p100";33929.36;.79230893;;;4539.0617;.45311437;4560.5994;.45526437;4385.3768;.43777268;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p99p100";171009.29;.39933612;;;17513.309;.17482759;17647.933;.17617148;15687.581;.15660215;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p0p50";;;;;;;;;;;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p0p90";988.22161;.20769007;;;608.69551;.54687031;606.31949;.54473563;625.77161;.562212;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p90p95";11216.783;.13096559;;;2305.0967;.11505378;2297.3931;.11466927;2365.6575;.11807654;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p95p99";28050.099;.26200722;;;4087.9562;.163233;4117.7737;.16442362;4084.4748;.16309399;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1922;"p0p99";2598.2248;.60066288;;;834.94852;.8251571;833.60418;.82382852;853.39022;.84338253;65237000;2.79367e+11;4.96000e+10;6.535e+10;6.535e+10;6.535e+10
"US";1923;"pall";4417.3509;1;861.90562;;1159.7341;1;1159.7341;1;1159.7341;1;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p90p100";35181.51;.79643911;;;4975.5985;.42902924;4997.4654;.43091475;4759.1038;.41036162;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p99p100";156087.52;.35335097;;;19511.647;.16824241;19570.288;.16874806;17486.258;.15077816;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p0p50";;;;;;;;;;;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p0p90";999.11097;.20356089;;;735.74919;.57097076;733.31954;.56908525;759.80417;.58963838;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p90p95";13811.517;.15633258;;;2487.7064;.10725331;2481.7449;.10699629;2491.1751;.10740285;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p95p99";31667.499;.28675556;;;4451.4516;.15353352;4498.9104;.15517041;4412.2261;.15218061;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1923;"p0p99";2885.329;.64664903;;;974.36127;.83175759;973.76894;.83125194;994.81975;.84922184;66498000;2.93745e+11;5.73150e+10;7.712e+10;7.712e+10;7.712e+10
"US";1924;"pall";4510.1921;1;859.72478;;1145.7208;1.0000129;1145.7208;1.0000129;1145.7208;1.0000129;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p90p100";36591.698;.8113113;;;5158.2066;.45021497;5184.9173;.45254632;4947.2695;.43180411;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p99p100";168743.59;.37413836;;;20068.076;.17515677;20159.122;.17595144;18242.771;.15922527;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p0p50";;;;;;;;;;;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p0p90";945.5803;.1886887;;;699.90544;.5497979;696.93758;.54746656;723.3429;.56820877;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p90p95";14004.715;.1552563;;;2627.3475;.11465915;2621.3404;.114397;2603.3703;.11361277;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p95p99";31787.454;.28191663;;;4594.3132;.16039905;4645.8371;.16219788;4553.2682;.15896606;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1924;"p0p99";2851.2689;.62586164;;;954.60081;.8248561;953.68114;.82406144;973.03823;.8407876;67945000;3.06445e+11;5.84140e+10;7.785e+10;7.785e+10;7.785e+10
"US";1925;"pall";4838.2342;.999999;915.45771;;1187.0489;1.0000122;1187.0489;1.0000123;1187.0489;1.0000123;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p90p100";39777.379;.82214662;;;5555.6418;.46802131;5588.8167;.47081605;5321.4066;.44828874;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p99p100";197756.24;.4087364;;;23494.74;.19792563;23667.439;.19938049;21435.764;.18058029;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p0p50";;;;;;;;;;;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p0p90";956.10162;.17785238;;;701.66572;.53199085;697.97978;.52919623;727.69202;.55172354;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p90p95";13738.759;.14198112;;;2546.8125;.10727496;2544.1715;.10716372;2516.6043;.10600255;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p95p99";32830.939;.2714291;;;4831.904;.16282072;4874.9677;.16427184;4798.8202;.1617059;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1925;"p0p99";2889.5626;.5912626;;;961.73327;.80208653;959.98898;.80063179;982.53115;.81943199;69137000;3.34501e+11;6.32920e+10;8.207e+10;8.207e+10;8.207e+10
"US";1926;"pall";5020.3559;1.000001;922.48536;;1249.1471;1;1249.1471;.99999994;1249.1471;.99999994;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p90p100";41748.189;.83157827;;;5889.3835;.47147238;5925.9082;.47439635;5641.6825;.45164276;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p99p100";213556.93;.42538204;;;26280.093;.21038429;26488.821;.21205526;24181.987;.19358798;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p0p50";;;;;;;;;;;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p0p90";939.49119;.16842273;;;733.56527;.52852762;729.50689;.52560359;761.08753;.54835718;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p90p95";13801.408;.13745448;;;2530.4428;.10128682;2528.3771;.10120414;2484.0767;.09943091;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p95p99";33729.48;.26874175;;;4990.382;.15980126;5032.0939;.16113695;4953.6136;.15862387;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1926;"p0p99";2913.931;.57461896;;;996.30926;.78961571;994.20082;.78794469;1017.5022;.80641196;70348000;3.53172e+11;6.48950e+10;8.788e+10;8.788e+10;8.788e+10
"US";1927;"pall";5271.4934;1;918.99742;;1204.9152;1.0000116;1204.9152;1.0000117;1204.9152;1.0000116;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p90p100";44370.976;.84171547;;;5597.2637;.46453591;5633.9119;.46757747;5361.5087;.4449698;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p99p100";236563.5;.44875992;;;24262.424;.20136209;24482.868;.20319163;22202.997;.18427021;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p0p50";;;;;;;;;;;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p0p90";927.10649;.15828453;;;716.89193;.53547565;712.82006;.53243421;743.08693;.55504176;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p90p95";13957.685;.13238834;;;2480.711;.10294131;2478.3433;.10284306;2443.0579;.10137884;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p95p99";34339.458;.26056721;;;4826.6645;.16023251;4866.1336;.16154278;4799.2001;.15932076;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1927;"p0p99";2935.2105;.55124008;;;972.02512;.79864947;969.79855;.79682005;992.82741;.81574136;71615000;3.77518e+11;6.58140e+10;8.629e+10;8.629e+10;8.629e+10
"US";1928;"pall";5957.342;1.000001;952.00461;;1208.0212;1;1208.0212;1.0000114;1208.0212;1.0000113;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p90p100";50311.512;.84452952;;;5755.7656;.4764623;5793.1426;.47955638;5521.9013;.45710302;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p99p100";284658.64;.47782827;;;25575.473;.21171378;25827.491;.21379998;23265.568;.19259238;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p0p50";;;;;;;;;;;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p0p90";1029.1076;.15547148;;;702.71625;.5235377;698.57861;.52045507;728.71637;.54290831;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p90p95";14796.905;.12419049;;;2530.9972;.10475798;2529.6647;.10470283;2528.9976;.10467522;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p95p99";36117.988;.24251076;;;4831.7992;.15999054;4863.903;.16105357;4827.1144;.15983542;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1928;"p0p99";3142.1834;.52217273;;;961.88531;.78828622;959.35364;.78621146;985.2315;.80741894;72882000;4.34183e+11;6.93840e+10;8.804e+10;8.804e+10;8.804e+10
"US";1929;"pall";6196.6618;1;978.10071;;1271.0492;1;1271.0492;1;1271.0492;.99893844;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p90p100";52295.681;.84393312;;;5883.6703;.4628987;5933.0282;.46678194;5604.7997;.44095851;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p99p100";297116.51;.47947834;;;26586.06;.20916625;26887.831;.21154044;23842.271;.18757945;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p0p50";;;;;;;;;;;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p0p90";1074.5485;.15606688;;;758.53577;.5371013;753.05156;.53321806;788.02217;.55797993;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p90p95";15225.012;.1228485;;;2501.454;.09840115;2506.7924;.09861114;2495.7656;.09817738;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p95p99";37428.811;.24160628;;;4935.8432;.1553313;4977.1222;.15663035;4931.7245;.15520168;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1929;"p0p99";3258.0775;.52052166;;;1015.342;.79083375;1012.2938;.78845956;1041.6942;.81135899;74112000;4.59247e+11;7.24890e+10;9.420e+10;9.420e+10;9.420e+10
"US";1930;"pall";5451.5595;1;818.67426;;1100.5894;1;1100.5894;1;1100.5894;1.0012033;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p90p100";46112.592;.84586057;;;4949.9194;.4497517;4990.0477;.45339777;4667.234;.42406679;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p99p100";236166.9;.4332098;;;19713.958;.17912183;19894.529;.18076251;17067.169;.155073;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p0p50";;;;;;;;;;;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p0p90";933.66699;.15413943;;;672.88603;.5502483;668.42733;.54660223;705.767;.57713651;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p90p95";15035.655;.13790233;;;2460.2491;.11176962;2465.4951;.11200794;2437.762;.11074803;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p95p99";37445.187;.27474845;;;4370.9977;.15886025;4419.6181;.16062732;4354.0901;.15824576;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1930;"p0p99";3121.1015;.5667902;;;912.57554;.82087817;910.75159;.81923749;940.64849;.8461303;75505000;4.11620e+11;6.18140e+10;8.310e+10;8.310e+10;8.310e+10
"US";1931;"pall";4228.0997;.999999;667.09736;;883.58131;.99999994;883.58131;1;883.58131;1;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
"US";1931;"p90p100";35665.429;.8435333;;;3936.4893;.44551523;3975.572;.44993845;3604.1712;.40790488;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
"US";1931;"p99p100";163028.33;.38558299;;;13137.528;.14868499;13268.687;.15016939;10448.215;.11824848;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
"US";1931;"p0p50";;;;;;;;;;;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
"US";1931;"p0p90";735.05844;.1564657;;;544.36925;.55448471;540.02679;.55006155;581.29354;.59209512;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
"US";1931;"p90p95";12718.121;.15039996;;;2290.8021;.12963165;2299.2613;.13011034;2238.2089;.12665551;76620000;3.23957e+11;5.11130e+10;6.770e+10;6.770e+10;6.770e+10
