alpha2;year;p2;ahweal992j;shweal992j;afiinc992j;sfiinc992j;afainc992j;sfainc992j;aptinc992j;sptinc992j;adiinc992j;sdiinc992j;npopul992i;mhweal992j;mfiinc992j;mfainc992j;mptinc992j;mdiinc992j
"US";1990;"p99.99";19107248;.04632;1798451;.02227;2456948;.0201;2578452;.0206;2068651;.01602;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.991";20510216;.04436;1937820;.02134;2625828;.01923;2757331;.01969;2214022;.01529;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.992";22180154;.04228;2106418;.02033;2832662;.0183;2961554;.01871;2339768;.01452;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.993";24128208;.04003;2308636;.01924;3090684;.0173;3195021;.01766;2521146;.01368;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.994";26784004;.03758;2559026;.01804;3426084;.01621;3533142;.01653;2787032;.01279;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.995";30335400;.03486;2908707;.01671;3840091;.015;3954988;.01528;3076422;.01184;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.996";35425516;.03178;3380725;.0152;4466120;.01364;4583597;.01388;3537823;.01071;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.997";44118096;.02818;4178922;.01345;5533538;.01206;5667123;.01226;4362238;.00946;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.998";61256864;.0237;5839694;.01128;7670260;.0101;7816816;.01025;6024418;.00793;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1990;"p99.999";1.709e+08;.01748;15888738;.00825;20564068;.00738;20870128;.00748;16255552;.00577;1.784e+08;1.75500e+13;3.44316e+12;5.035e+12;5.035e+12;5.035e+12
"US";1991;"pall";101885.68;1;19273.293;1;28651.969;1;28651.969;1;28651.969;1;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p90p100";639266.76;.62743533;71330.22;.37009877;110873.9;.38696781;110479.9;.3855927;96392.114;.33642405;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99p100";2648433.7;.2599417;243992.62;.12659623;382361.81;.13345045;398026.26;.1389176;329312.88;.11493552;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p0p50";4827.5592;.02369106;5632.3632;.14611834;8112.6535;.14157236;9515.9346;.16606075;12797.17;.22332096;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p0p90";42176.673;.37256467;13489.19;.62990123;19516.199;.61303219;19559.976;.6144073;21125.286;.66357595;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p90p95";289177.32;.14191264;42217.974;.10952455;63801.923;.11133951;60424.358;.10544538;55144.066;.09623085;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p95p99";574586.83;.22558099;64554.928;.13397799;101841.88;.14217785;101162.74;.14122972;89721.982;.12525769;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p0p99";76162.975;.7400583;17003.401;.87340377;25079.142;.86654955;24920.915;.8610824;25614.99;.88506448;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p0";-27114;1;-27552;1;-2551;1;-2152;1;-1954;1;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p1";-10308;1.00266;0;1.01427;-1010;1.00089;-371;1.00075;2249;1.00068;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p2";-7788;1.00367;0;1.01427;-663;1.00124;52;1.00088;3216;.9999;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p3";-6280;1.00443;0;1.01427;-466;1.00147;561;1.00086;4023;.99878;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p4";-5259;1.00505;0;1.01427;-362;1.00163;1208;1.00066;4728;.99738;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p5";-4682;1.00557;0;1.01427;-210;1.00176;1762;1.00024;5353;.99573;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p6";-4293;1.00603;6;1.01427;-45;1.00183;2251;.99963;5924;.99386;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p7";-3921;1.00645;348;1.01427;154;1.00185;2690;.99884;6457;.99179;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p8";-3527;1.00684;734;1.01409;479;1.0018;3168;.9979;6991;.98954;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p9";-3357;1.00719;1071;1.01371;876;1.00163;3634;.9968;7461;.9871;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p10";-3115;1.00752;1386;1.01316;1379;1.00132;4049;.99553;7920;.9845;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p11";-2824;1.00783;1733;1.01244;1857;1.00084;4443;.99412;8358;.98173;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p12";-2228;1.00811;2080;1.01154;2288;1.00019;4798;.99257;8789;.97881;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p13";-1331;1.00833;2437;1.01046;2677;.99939;5134;.9909;9202;.97574;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p14";-483;1.00846;2791;1.0092;3143;.99845;5457;.98911;9598;.97253;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p15";-7;1.00851;3131;1.00775;3646;.99735;5803;.98721;9976;.96918;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p16";0;1.00851;3469;1.00613;4174;.99608;6131;.98518;10359;.9657;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p17";0;1.00851;3821;1.00434;4663;.99462;6488;.98304;10726;.96208;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p18";0;1.00851;4156;1.00236;5123;.99299;6875;.98078;11090;.95834;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p19";136;1.00851;4500;1.00021;5554;.9912;7259;.97838;11449;.95447;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p20";562;1.0085;4811;.99788;5983;.98926;7604;.97584;11796;.95047;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p21";776;1.00844;5107;.99539;6439;.98717;7968;.97319;12138;.94636;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p22";1032;1.00836;5399;.99275;6899;.98492;8325;.97041;12479;.94213;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p23";1424;1.00826;5707;.98996;7378;.98251;8698;.9675;12827;.93778;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p24";1825;1.00812;6013;.987;7823;.97994;9122;.96446;13151;.93329;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p25";2405;1.00794;6276;.98389;8208;.97721;9572;.96128;13477;.9287;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p26";3181;1.0077;6593;.98064;8612;.97434;9977;.95793;13792;.92399;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p27";3722;1.00739;6912;.97723;9047;.97133;10403;.95445;14095;.91918;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p28";4397;1.00702;7209;.97365;9468;.96817;10818;.95081;14429;.91426;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p29";5155;1.00659;7496;.96991;9967;.96487;11234;.94704;14751;.90923;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p30";5770;1.00608;7788;.96603;10451;.96139;11673;.94312;15061;.90409;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p31";6245;1.00551;8112;.962;10902;.95774;12068;.93905;15392;.89882;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p32";6634;1.0049;8426;.9578;11342;.95394;12467;.93484;15713;.89345;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p33";7370;1.00425;8738;.95343;11812;.94998;12874;.93048;16021;.88797;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p34";8421;1.00353;9071;.9489;12249;.94585;13307;.92598;16355;.88237;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p35";9478;1.0027;9380;.94421;12686;.94157;13739;.92135;16686;.87666;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p36";10553;1.00177;9693;.93936;13106;.93715;14174;.91655;17026;.87084;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p37";11493;1.00073;10002;.93434;13537;.93257;14557;.9116;17370;.8649;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p38";12302;.9996;10296;.92916;13975;.92785;14965;.90652;17719;.85883;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p39";13013;.99839;10622;.92383;14429;.92297;15418;.9013;18048;.85265;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p40";13940;.99711;10946;.91831;14905;.91794;15808;.89591;18377;.84635;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p41";15121;.99574;11253;.91265;15401;.91273;16228;.8904;18734;.83994;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p42";16272;.99426;11573;.90682;15853;.90736;16668;.88473;19072;.83339;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p43";17374;.99266;11915;.90083;16308;.90182;17090;.87891;19394;.82674;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p44";18391;.99095;12275;.89465;16789;.89613;17551;.87295;19732;.81998;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p45";19576;.98915;12582;.8883;17288;.89027;17981;.86682;20101;.81308;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p46";20851;.98723;12939;.88179;17752;.88424;18414;.86055;20474;.80607;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p47";21852;.98518;13279;.87507;18238;.87805;18852;.85412;20852;.79892;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p48";22707;.98304;13652;.8682;18780;.87169;19293;.84755;21241;.79165;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p49";23569;.98081;14005;.86112;19306;.86513;19720;.84081;21618;.78422;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p50";24795;.97849;14375;.85388;19847;.85839;20203;.83393;21991;.77667;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p51";26013;.97606;14721;.84644;20409;.85146;20649;.82689;22348;.769;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p52";27098;.97351;15077;.8388;20964;.84433;21135;.81966;22707;.7612;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p53";28427;.97085;15452;.831;21535;.83701;21614;.81228;23063;.75327;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p54";29926;.96806;15836;.823;22119;.82949;22084;.80474;23458;.74524;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p55";31680;.96512;16224;.8148;22727;.82177;22563;.79703;23861;.73704;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p56";33406;.96201;16600;.80639;23343;.81384;23042;.78915;24247;.72871;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p57";35437;.95873;16993;.79779;23904;.8057;23564;.78111;24625;.72026;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p58";37738;.95525;17398;.789;24543;.79735;24097;.77289;25057;.71166;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p59";39840;.95155;17821;.78;25137;.78879;24625;.76448;25469;.70291;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p60";42174;.94764;18237;.77077;25789;.78001;25168;.75588;25875;.69402;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p61";44921;.94349;18624;.76132;26403;.77102;25689;.74709;26288;.685;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p62";47761;.93908;19049;.75169;27081;.7618;26233;.73813;26723;.67583;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p63";50752;.9344;19478;.74182;27784;.75235;26783;.72897;27153;.6665;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p64";53669;.92942;19921;.73174;28494;.74266;27344;.71962;27594;.65702;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p65";57166;.92416;20357;.72143;29189;.73272;27903;.71008;28046;.64739;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p66";60465;.91854;20773;.71088;29871;.72252;28450;.70034;28519;.63761;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p67";63994;.91261;21239;.70012;30537;.71212;29030;.69042;29019;.62766;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p68";67122;.90634;21697;.68912;31219;.70143;29625;.68029;29445;.61752;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p69";70569;.89975;22162;.67791;31934;.69054;30274;.66994;29941;.60725;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p70";73939;.89282;22654;.66641;32653;.67939;30887;.65938;30481;.59679;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p71";78287;.88556;23162;.65468;33449;.66799;31497;.6486;31015;.58616;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p72";82831;.87789;23651;.64269;34254;.65631;32179;.63761;31518;.57533;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p73";87502;.86976;24174;.63045;35047;.64435;32868;.62638;32086;.56433;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p74";92361;.86117;24755;.61792;35837;.63212;33562;.61491;32710;.55313;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p75";97999;.85211;25331;.60511;36677;.61962;34331;.60321;33339;.54171;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p76";103426;.84249;25889;.592;37528;.60682;35126;.59121;33973;.53007;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p77";109034;.83236;26489;.57858;38381;.59372;35967;.57896;34645;.51823;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p78";114947;.82164;27069;.56486;39294;.58032;36878;.56639;35306;.50612;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p79";120967;.81036;27682;.55084;40315;.56661;37828;.55352;36058;.4938;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p80";127661;.79849;28321;.53652;41395;.55254;38741;.54032;36815;.48121;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p81";134725;.78596;29036;.52184;42510;.5381;39776;.5268;37627;.46836;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p82";141939;.77275;29791;.50681;43709;.52328;40859;.51292;38505;.45523;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p83";149650;.75881;30592;.49138;45028;.50801;42014;.49866;39449;.44179;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p84";157891;.74412;31435;.47554;46356;.49231;43229;.48399;40490;.42803;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p85";166979;.72865;32344;.45927;47766;.47611;44563;.46891;41630;.4139;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p86";177417;.71224;33313;.44254;49274;.45944;45984;.45335;42924;.39937;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p87";189533;.69485;34307;.42526;50909;.44225;47557;.43731;44274;.38439;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p88";202314;.67623;35443;.40749;52742;.42447;49286;.42071;45728;.36895;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p89";217924;.65636;36744;.38915;54820;.40606;51340;.40353;47392;.35297;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p90";236894;.63497;38287;.37011;57170;.38692;53616;.38558;49322;.33643;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p91";257650;.61172;39926;.35029;59801;.36698;56312;.36687;51634;.31922;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p92";281441;.58644;41865;.32961;63016;.34612;59760;.34721;54420;.3012;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p93";312077;.55883;44188;.30793;67072;.3241;63723;.32636;58031;.2822;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p94";349765;.52818;47274;.28504;71943;.30071;68722;.30411;62309;.26195;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p95";399231;.49387;51097;.26058;78391;.27558;75552;.28013;68137;.2402;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p96";471044;.45466;56560;.2341;87847;.24822;85801;.25376;76836;.21643;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p97";591755;.40844;65447;.20481;104024;.21756;103807;.22381;91860;.18961;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p98";830786;.35035;85597;.17092;137085;.18128;139468;.18758;122034;.15757;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99";1092925;.26882;107268;.1266;172146;.1334;177347;.1389;154023;.11495;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.1";1165805;.25807;113667;.12104;183163;.12739;188865;.13271;163528;.10958;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.2";1253128;.24663;121925;.11515;196274;.12099;203731;.12613;174540;.10386;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.3";1363260;.23437;132073;.10884;212815;.11414;221796;.119;189301;.09777;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.4";1520571;.22095;145493;.102;233861;.10672;243052;.11126;207822;.09117;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.5";1714748;.20602001;162942;.09447;261483;.09855;271751;.10277;231421;.08392;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.6";1995805;.18919001;188051;.08603;300640;.08942;314899;.0933;265017;.07584;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.7";2493626;.16960001;227647;.07629;363090;.07893;376200;.08229;318707;.06659;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.8";3506290;.14513001;307760;.0645;485307;.0663;512586;.06916;419026;.05547;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.9";4505173;.11070001;393160;.04856;616691;.0493;661928;.05127;531586;.04083;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.91";4818022;.10628001;419594;.04653;655359;.04714;702882;.04896;566520;.03898;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.92";5241758;.10157001;452323;.04436;703845;.04485;744661;.04651;610407;.037;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.93";5749897;.09642001;491640;.04202;762330;.0424;802641;.04392;665202;.03487;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.94";6359584;.09076001;541521;.03947;840689;.03975;884550;.04111;724688;.03255;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.95";7211544;.08452001;610295;.03667;944686;.03681;988941;.03802;797339;.03003;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.96";8465334;.07744001;716250;.03351;1090692;.03351;1143283;.03457;911185;.02724;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.97";10418695;.06914001;886477;.0298;1322699;.02971;1389944;.03058;1101916;.02406;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.98";14617984;.05890001;1230008;.0252;1802464;.02509;1884187;.02572;1482268;.02021;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.99";18877772;.04455001;1602440;.01883;2329250;.0188;2425320;.01914;1886326;.01504;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.991";20181092;.04270001;1715848;.018;2494707;.01799;2591190;.0183;2011897;.01438;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.992";21895600;.04073001;1844865;.01711;2688796;.01712;2797625;.0174;2178561;.01368;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.993";24036624;.03859001;2023128;.01616;2939033;.01618;3041511;.01643;2382473;.01292;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.994";26649496;.03621001;2242999;.0151;3265078;.01515;3349988;.01536;2649058;.01208;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.995";30277164;.03360001;2555200;.01394;3705619;.01401;3778217;.01419;2956362;.01116;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.996";35695356;.03064001;2967525;.01262;4321749;.01272;4396296;.01288;3384681;.01013;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.997";44298144;.02711001;3633632;.01107;5351981;.0112;5415654;.01133;4169546;.00894;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.998";61214892;.02283001;4960663;.00922;7394061;.00936;7475030;.00947;5798237;.00751;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1991;"p99.999";1.710e+08;.01677001;12854762;.00663;19585396;.00676;19741992;.00684;15655664;.00547;1.810e+08;1.84391e+13;3.48804e+12;5.185e+12;5.185e+12;5.185e+12
"US";1992;"pall";106631.91;1;19959.132;1;29976.385;1;29976.385;1;29976.385;1;1.834e+08;1.95609e+13;3.66136e+12;5.499e+12;5.499e+12;5.499e+12
"US";1992;"p90p100";685149.87;.64253736;76729.578;.38443345;119702.95;.39932418;119241.99;.39778644;103498.85;.34526795;1.834e+08;1.95609e+13;3.66136e+12;5.499e+12;5.499e+12;5.499e+12
"US";1992;"p99p100";2939444;.27566269;279310.99;.13994145;432226.86;.14418912;450079.3;.15014462;369706.7;.12333265;1.834e+08;1.95609e+13;3.66136e+12;5.499e+12;5.499e+12;5.499e+12
"US";1992;"p0p50";4574.4419;.02144969;5501.4591;.1378181;7939.9645;.13243699;9484.4118;.15819806;13075.689;.21809983;1.834e+08;1.95609e+13;3.66136e+12;5.499e+12;5.499e+12;5.499e+12
"US";1992;"p0p90";42352.14;.35746264;13651.304;.61556655;20006.766;.60067582;20057.984;.60221356;21807.222;.65473205;1.834e+08;1.95609e+13;3.66136e+12;5.499e+12;5.499e+12;5.499e+12
