"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","-7318435.75418994","-14413407.821229","-17039106.1452514","-11284916.2011173","-7765363.12849162","-7765363.12849162","-9664804.46927374","-17877094.972067","-20000000","-15195530.726257","-17821229.0502793","-23184357.5418994","-5586592.17877095","-42681564.2458101","-24022346.3687151","-57262569.8324022","-135698324.022346","-53407821.2290503","-74301675.9776536","-478659217.877095","-105865921.787709","-384748603.351955","-116703910.614525","-88826815.6424581","-140279329.608939","-246927374.301676","-116089385.47486","-164581005.586592","-102849162.011173","-124748603.351955","-135195530.726257","-170670614.52514","","","",
"Afghanistan","AFG","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","11111037.7777778","11111128.8888889","11111128.8888889","15555515.5555556","15555515.5555556","20000000","28888888.8888889","35555555.5555556","28888888.8888889","28888888.8888889","35557777.7777778","37777777.7777778","35553333.3333333","37775555.5555556","46666666.6666667","51111111.1111111","55555555.5555556","64444444.4444444","71111111.1111111","77803203.6613272","74829931.9727891","72727272.7272727","","","","","","","","","","","","","","","","","","","","0","","","","","","","","-35470045.5951843","27931206.5193245","-19413354.2297519","31495312.3114456","71736629.8970571","-2370553.83889973","179966040.035465","179550017.89463","248317508.98574","190733909.927783","306659429.197692","",
"Angola","AGO","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","-170966004772.268","-16011142394.6828","-481074465.091011","-767257294.938499","-1696768951.82791","-917755953.197422","-968767354.922939","-1372030006.50313","-1680860003.18873","-1560987288.00112","-1634656383.38441","-1726480988.87091","-2488562607.28214","-4030890603.50554","-6177865357.02598","-7599031578.97481","-13717539306.4955","-6823138404.75392","-8086863659.16369","-9697321527.27211","-10421748807.9775","-9900056795.44708","-8849901929.14924","-5907539218.07886","-5273683298.05617","-7505615632.60927","-7829547501.20325","-7516300000","",
"Albania","ALB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","3200000.02845688","1400000.01244988","100000","400000","200000","-100000","-1900000","-21700000","-35100000.6663779","33900000.4898959","13800004.8613819","43600000","71800011.2919849","50354960.463531","77080499.4707595","75076762.4909486","106378977.556802","148718444.243352","127461473.101539","171937109.558383","175598601.741881","174058633.047062","263021132.804775","297319979.785","54804356.8954379","-192369391.470244","-119707419.034855","3115976.08621964","-91061082.8568312","220299930.348673","122309565.794463","134178386.763596","193137368.749622","34040151.9731318","-17188917.9658707","-201737339.464073","",
"Andorra","AND","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5091899251.19129","5064669843.43091","921170864.533696","-54458815.5207624","707964601.769912","2886317222.60041","4737916950.30633","8373042886.31722","3803948264.12526","2614111640.57182","-83866575.9019741","135330156.569095","299523485.364193","462899931.926481","658951667.801225","1742682096.6644","2096664397.54935","2777399591.55888","1424098025.86794","2058543226.68482","",
"Argentina","ARG","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","632802749.327546","472828283.29687","662611831.457015","733528054.8065","1165716399.63184","87575485.6208264","-392285420.713972","-219712940.743224","-1187892368.7027","341401095.441806","-533500315.881762","178220536.772338","243112774.184023","709461515.870546","15502930.1384528","-441796877.685007","-366396040.481392","-626163812.541883","-675349739.129055","-1834734840.21823","-5063657543.67694","-5906932543.23323","-4095200103.45346","-4744166786.5144","-5012222146.23763","-5163333374.32201","-5490909048.02283","-6417435494.28933","-6202341664.54415","-5862619611.95595","-4258037149.2025","-2998052152.15215","-3696736900","-4668859300","-5502049300","-6217795600","-7406048600","-7463719900","-7547781100","-7726781900","-4960215219.15838","-5135021620.33737","-18296342135.6323","-22583727006.0044","-7722609992.20374","-7594655757.14835","-9034190709.81539","-10318874993.3294","-14547533192.2704","-15073067102.9902","-13753840629.2042","-13164827582.2274","-11613847486.2647","-12104598573.6831","-12192210743.8577","-16380283705.5356","-18619219485.2227","-17835932123.6902","",
"Armenia","ARM","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-82988509.0059672","-2336144.89862303","-209272304.191122","-1300000.4022755","-4020000.10272633","39521297.7085542","44729999.0768661","97204736.6225635","58815383.6061177","54956293.1898677","58972266.8461017","63602627.4636976","82371299.5552455","92875458.8178378","148352246.883494","206006397.82349","302026880.3222","497420826.352735","691280287.832705","358781501.379227","458281199.912755","360073574.587337","423036136.886331","682547056.739848","522216009.192157","428407523.838279","245150182.460256","407368053.788933","218605858.075171","227733337.94819","",
"American Samoa","ASM","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","-200000","-400000","-1800000","-1200000","-2000000","-3700000","-1000000","-400000","-2700000","-36033333.3333333","-39959259.2592593","-31625925.9259259","-45481481.4814815","-45325925.9259259","-32200000","-29666666.6666667","-22937037.037037","-26559259.2592593","-26859259.2592593","-26218518.5185185","-22155555.5555556","-21037037.037037","-23445185.1851852","-44518888.8888889","-24788148.1481481","-41446703.7037037","-38696296.2962963","-45085333.3333333","-42040222.2222222","-46743333.3333333","-52667407.4074074","-61084037.037037","-50820296.2962963","-27720333.3333333","-35065111.1111111","-39626333.3333333","-38660037.037037","-60754850.999427","-84214020.1604341","-97102189.4466389","-78749757.8253848","-77951188.590463","-79754401.4044696","",
"Australia","AUS","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","23518871.0941875","-30238548.5496696","49277634.6735357","-71676559.5251428","-14559301.1535446","64956882.0696607","-69436667.0399821","-227349087.243812","-315824840.40766","-548773658.864375","-482696830.552134","-511815432.859223","-239485981.308411","20499679.6925048","-327192336.035372","192544039.328144","-17647800.3277449","-797201192.934159","-1451612903.22581","-1675565148.24492","-1605571030.64067","-625798212.005109","-3725035860.09048","-1380439868.9752","-2354645897.48234","-2540461762.67546","-3249860100.72748","-3460825833.77448","-4428114086.14668","-8264799283.44597","-10984224701.8084","-13239934071.109","-12727832038.7603","-8507588532.88364","-7298512625.38914","-12678942678.9427","-14183611532.6252","-14623571763.9693","-12591738452.1468","-12151272089.2342","-11990202851.2215","-10620908017.6022","-10727814985.3495","-13150262085.032","-17482572200.8821","-25761539618.1025","-29059598682.2402","-38051346470.9115","-43091316025.0671","-32539390369.6068","-44524795208.315","-56062308981.5636","-47024128686.3271","-39204883553.914","-38400807858.2576","-27630418504.0353","-28603144562.5273","-36172411192.3976","-45432137043.64","-44546559862.6806","",
"Austria","AUT","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","-50233924.3186028","-42743694.2394537","-84797309.3636526","-124640522.875817","-43998085.98351","-80826420.1627558","-154393648.845593","-218887686.28757","-258344546.574434","-214649511.065363","-120580727.504786","-39795230.6894764","45881261.5955473","56993258.7712579","85212846.4342205","143300744.878957","-191731410.545291","-288996517.196343","360995207.84576","798636505.460218","1255878010.40784","486306423.099588","168946907.087403","298005441.854963","-82385254.7885797","-926982393.885628","-133480634.260463","-984665689.480212","-1326700755.89151","-3441189004.90092","-1713838216.32578","-2698344519.01566","-1238377564.46452","-657900677.200903","-414576607.896697","-668946648.426813","784719608.581106","-391732822.337805","3589277867.29164","-173242567.379828","3278215414.16427","1453662838.70662","413468643.987089","1160312482.49087","582436112.280499","-3759403659.48315","-29866096.0898884","-3912424818.47059","-4140190320.47059","2219694058.03921","",
"Azerbaijan","AZE","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493207.587341089","-2700148.77420953","-7629452.16843573","-12126714.7175076","-9485947.30238394","-13285996.5920724","-44969054.6498928","-335453045.170833","-367191560.184688","-384676815.470068","-441983710.038689","-700598758.522438","-1645673577.32177","-2680714013.87956","-5079535951.5208","-5266174537.48783","-3519082980.84101","-3466862090.44475","-4859763201.21565","-4267072301.42566","-4127716124.92033","-2581857325.00319","-2027726429.82627","-2472087422.44783","-1759502788.75203","-2459589117.64706","-2061014000","",
"Burundi","BDI","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-2107986","-2179994","-2288006","-2471998","-2764002","-1515851.85185185","-9396571.42857143","-11325714.2857143","-13520000","-12034285.7142857","-7449142.85714286","-9075428.57142857","-11397714.2857143","-8357283.88273811","-8990476.19047619","-8645079.36507937","-11262608.6956522","-10348888.8888889","-14460000","-10160000","2086666.66666667","-2900000","-7666666.66666667","-9330823.02313071","-13025645.309498","-18375176.0709255","-20644652.7108698","-28415344.7717708","-22935289.7182948","-17623702.4712133","-14889492.2775977","-11244924.6059511","-13657987.6430008","-9814032.94892916","-11375600.3055453","-12410125.001001","-13908363.9966969","-12500000","-8299999.91066759","-11304510.0787849","14300000","-12317565.1231408","-13685412.0315118","-17896392.8248139","-27301126.3409361","-17700045.8219718","-8799999.63059584","-5899999.87983766","-4300000.13494243","-16999999.5122662","-10806433.7769144","-17445456.9770052","-6516439.17361569","1800537.94929531","-6788705.1721593","-1654051.02861935","-846112.298320824","-4800309.99592263","6101644.53019833","7204577.78931268","",
"Belgium","BEL","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","314951996.772892","316223994.737275","403236183.667858","450348789.070586","528123446.561723","610705275.858287","676506792.058516","595778277.996624","631215575.765339","273408090.258668","60198648.0893916","229518687.527162","-186955677.202896","-238743984.220907","-42368053.6163083","227955024.118486","372747877.912227","876034575.904916","915296763.576522","525063472.563473","947346692.419121","1714611931.48258","1852431618.56964","3855944496.26866","5947083433.80757","6324849480.02189","6493680781.75896","6149300857.01398","6278728606.35697","6013743873.85468","6087433204.34863","4424697986.57718","4444099378.88199","6060158013.54402","5117333002.23491","4816938191.76719","5866390666.16485","6542294004.92746","12531565841.5116","8951236454.57071","7381944591.92284","836165437.010643","11513778327.0128","12850669862.7259","11218993186.9137","6540610420.22478","4563207637.02284","4608308423.17648","5303548608.07843","6641058634.50979","",
"Benin","BEN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-713322.982392389","-726043.494233265","-727508.520945138","-751189.716280216","-772704.010003787","-800008.895747955","-99999.8371855238","-400007.88615001","-1399985.94306862","-2500010.00151561","-2499984.26211573","-3102652.37973318","-2100010.07826127","","2299977.52432753","-1299938.08118877","","-199998.616084276","300008.552845283","1199984.86284421","-2899930.23462748","-3199966.1430493","-6000038.95238771","-13299955.9131489","-29600010.2527321","-21299998.2193058","-26000000.288762","-28599996.4729753","-24800001.4772626","-38156443.8918987","-38932654.1660912","-30839582.7964506","-60448076.266553","-39832601.1274088","-35133285.7953112","-44255662.2439339","-46021231.2560747","-29820057.5531285","-13389829.4742045","-12338819.4005806","-12267262.2670165","-14576314.8865987","-28139644.2579659","-38093579.7865211","-37000875.2854521","-17758419.8930703","-30212849.6982444","-48459438.4589127","-11308486.0764265","-32995451.1598494","-53535378.2369765","-15521658.8441854","-66734657.862414","-69016638.1993425","-61234537.6969616","-92518466.735352","-102758900.692131","-140238109.550707","-145018957.350351","-143474686.313792","",
"Burkina Faso","BFA","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","4451866.28933449","3190155.67554608","8493789.73755764","3424697.05076764","3436548.44709014","-3627782.31859917","-1704099.74991696","-1719527.04238074","-1595400.95797218","-1598458.22730761","0","-504728.054259861","-1303798.07608373","-238219.814248431","-2253973.5426743","-12071599.9830155","-9522028.00246411","-20188171.097641","-11100242.0500603","-9209176.68915616","-4080303.10560182","-9807492.98756051","-10261941.192832","-10085025.9535094","-4950148.59599329","-5699963.42898557","-5399908.00041235","-8800102.15065391","-13100079.1678446","-11900066.8321379","-7345792.53204694","-9216364.43490039","-7992939.73777105","-13612565.7657658","-14263807.9727726","-10038101.0937829","6899888.06620788","-2192909.92347893","-2796602.16251602","3887175.64516129","-3735900.42075736","-12079155.2185377","-34289885.3589639","-54644356.7431066","-45408604.1590024","-64044627.6436753","-18588213.7092822","-22466337.8278629","-36737974.8878924","-117493029.032515","-302076935.405279","-487651229.520894","-317520092.886916","-363592887.096892","-605515220.73699","-539033649.029612","-571634827.615534","-529621030.808738","","","",
"Bangladesh","BGD","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","21327785.6316669","10399158.9254331","-8428819.28796755","-11816383.8383838","-42293736.2637363","-43542652.1164021","-29761228.6465177","18892474.1602067","341064871.481028","321756487.025948","513930976.430976","532080000","376923076.923077","428133333.333333","568903225.806452","605288446.737995","636853612.827879","635714256.229897","661064425.770308","769761273.209549","902698412.698413","1055810473.81546","1157014925.37313","1211149144.25428","1369039812.64637","1431101321.5859","1570840266.22296","1731961836.613","1638491475.16679","2183963085.49539","2425181347.15026","2816901647.69832","3077723577.23577","4051146515.7832","5107949609.03562","7052834863.72249","8124890992.17469","9338019435.32615","10185295732.9449","11285907465.2141","12063695606.2117","11521979400.5443","12664020663.5342","12753289864.5722","10730110771.181","12496967287.0268","14336120491.1622","",
"Bulgaria","BGR","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","-313923076.923077","-197714285.714286","-154466666.666667","-79166666.6666667","-38611111.1111111","-62842105.2631579","-131470588.235294","-314153846.153846","-421000000","-636777777.777778","-1636181818.18182","-1110967741.93548","-169742268.041237","-192681159.42029","-192452029.520295","-431812500","-396066891.512085","-356893691.658244","-283493581.004317","-184697339.065136","-323406584.090802","24900169.3596375","343500000","343800023.085358","305506063.107104","83504732.8632234","-851067145.514013","-3246102449.26522","-2592165731.80764","-1666255065.04585","-1054326519.56139","-1804393885.53146","-722151773.981603","-1227592969.59826","-491644281.644282","-1580502153.70664","-1677229072.39819","-1432639008.93114","-2079802051.90103","-1113172867.77333","",
