"Data Source","World Development Indicators",

"Last Updated Date","2017-05-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahamas, The","BHS","Net income from abroad (current US$)","NY.GSR.NFCY.CD","-20196274.5098039","-22647254.9019608","-25196372.5490196","-28235588.2352941","-31666960.7843137","-35686274.5098039","-40490196.0784314","-46372549.0196078","-52941176.4705882","-62745098.0392157","","","","","","","-75600000","-83600000","-127800000","-133600000","-134500000","-151900000","-131600000","-138500000","-165100000","-180600000","-183600000","-183300000","-166900000","-131600000","-172800000","-179000000","-82600000","-128400000","-137600000","453158500","812275600","-170225100","-22071600","-88699900","-110599700","-127900300","-134500300","-96199700","-78000000","-182064700","-218000000","-231600000","-85277000","-152161000","-234887600","-225597200","-267591300","-329084800","-438144300","-398004400","",
"Bosnia and Herzegovina","BIH","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-165000000","-242000000","-222000000","-228000000","809281809.399329","727922276.688453","589894394.724447","538496751.464129","508749663.137632","532916387.766878","506471555.555556","467984993.959433","391892758.642807","468571728.481456","706204164.170162","678480005.682222","279353602.383532","149626012.793177","133994021.810537","237304392.098296","137401221.166893","76539600.5900375","",
"Belarus","BLR","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","7600547.41038833","-28799999.9999296","-50999999.9999923","-30800000","-84600000","-92900000","-42000000","-46700000","-50800000","-28600000","25100000","25500000","55482816.5770584","-114755249.574715","-410982208.803845","-787868362.512126","-1113693235.33578","-1162628294.01278","-682502567.576187","-1470378977.75483","-2652225310.60486","-2364344449.794","-2536488232.00504","",
"Belize","BLZ","Net income from abroad (current US$)","NY.GSR.NFCY.CD","-141257.174856503","-208945.821083578","-155466.890662187","-161626.767464651","-169886.602267955","-209790.20979021","-209790.20979021","-206896.551724138","-1556886.22754491","-1676646.70658683","-1736526.94610778","-2256097.56097561","-2937500","-4110429.44785276","-10818713.4502924","-12265193.3701657","-8385650.22421525","-5600000","-6800000","-5300000","-1950000","-1900000","-4900000","-5500000","-9300000","-9850000","-4350000","-7100050","-8900000","-12500050","-6800000","-10800000","-16900000","-19800000","-21800000","-21400000","-23800000","-23300000","-29100050","-40140750","-52899100","-67049500","-67481150","-89477874.7452305","-116744140.419775","-114426240.153816","-125282543.255211","-158952822.022456","-165177274.268747","-90644785.055244","-132899678.747006","-98188522.6880915","-118255746.140286","-117989717.560398","-137799297.482433","-95545138.952914","",
"Bermuda","BMU","Net income from abroad (current US$)","NY.GSR.NFCY.CD","5599999.1655351","5949999.11338104","6066665.76266302","6299999.06122698","6999998.95691887","7583712.43120187","9100454.91744225","10125417.3936934","10000000","11100000","12100000","13800000","15400000","17700000","20500000","22600000","25300000","29300000","31200000","21400000","40700032","55399936","42999936","50299968","65700032","70899968","69899904","47300096","34999936","8999936","17000064","14000000","2000000","2030080","2080000","2280064","","","","","","","","","","","","1920254000","1730414000","1377749000","1419485000","1325372000","1464526000","1512952000","","","",
"Bolivia","BOL","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","40251776.0942761","52917188.5521886","55426882.2865739","54725532.2338831","90575037.4812594","108494262.868566","124974437.781109","118571319.34033","124720904.547726","100880357.589214","4212720.22838499","406630032.626427","-381453543.452101","-175656303.155895","-429218950.798971","-428967181.708478","-308887277.570813","-258802345.67","-260015572.877664","-249285204.779171","-241099995.272091","-242500670.278724","-190000974.234073","-204599048.08797","-187800822.421816","-221201841.55157","-164300319.236984","-196198504.082371","-162186875.011343","-196083339.068199","-225469523.732514","-211172531.747113","-204758995.8159","-301767247.232087","-384738709.677419","-376351557.754057","-397244532.927256","-489437614.632158","-536375806.473896","-673808091.168091","-864107073.125543","-1160750180.19317","-1629277945.00724","-1907771099.85528","-1706703227.20695","-1172692764.10999","",
"Brazil","BRA","Net income from abroad (current US$)","NY.GSR.NFCY.CD","0","0","0","0","0","0","-1238738444.1199","-1032670703.03182","-810175889.16795","-675178483.414242","-599032024.248814","-520302243.54305","-463660646.806538","-898254736.047859","-810415500.006078","-1692729017.77704","-2320083832.3662","-2917873473.22267","-4720098101.91149","-6024274804.95134","-7724708204.37072","-10902032026.5667","-14453060026.9443","-11858046681.7018","-11879186473.8945","-11878935989.4009","-11963350754.6112","-11128636522.9583","-13220010132.7362","22913690000","-12280000000","-13510000000","-7556875000","-10658074534.1615","-20992236821.5235","-27784397951.4002","-22908925480.0517","-28180168831.1688","-38187232227.4882","-31310307488.8411","-28532385897.7863","-25135192585.6645","-21462349448.9747","-23771530711.7322","-25549059829.0598","-34887446598.7512","-45304555693.4676","-58409429407.8373","-81455447704.2207","-78880664199.2598","-64847089586.1755","-68146819703.4912","-52334237878.2448","-29786651825.0545","-48615384615.3846","-38907391265.1417","",
"Barbados","BRB","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","-8499993.68606598","-17899994.4817877","-19000009.3769876","-25800031.3532182","-27099895.0344185","-27600032.0207932","-38600110.1922841","-44599945.4003436","-44899926.2642714","-25800001.5508985","-69700081.5760926","-56158465.0766693","-29052834.9981832","-35311057.3541731","-31500000","-40450000","-45600000","-40300000","-58700000","-76200000","-83800000","-91650000","-99000000","-102750000","-116855000","-175000000","-256400500","-187817001.83815","-245952051.68104","-190051636.27847","-111949633.559957","-300146376.326216","-172403398.71192","-194599433.670789","-197441356.654656","-212942336.695954","",
"Brunei Darussalam","BRN","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62399973.4589609","54500000","52100027.4989688","-100476714.3381","-497654821.527943","-456946222.791293","-200607416.879795","-39463299.1318074","622590733.871554","",
"Bhutan","BTN","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","-25445292.6208651","-31143187.0669746","-33995771.6701903","-45158415.8415842","-34137323.943662","-34575586.0953921","-35876288.6597938","-31342592.5925926","-26250000","-13074553.2963648","-18623643.6322102","-21600703.6059807","-28317901.2345679","-24083306.0019679","-20210392.0943577","-37240209.6823928","-35184871.577759","-31421096.1167722","-56306349.9757635","-71597770.5527171","-495769.915442813","-237145.581691036","-8042886.23739971","-13795193.2159725","-15976478.3759929","-11568857.1428571","-3555660.27324696","-15957048.0186706","-34018921.8760056","-50572974.447013","-87980964.7944924","-113904929.237955","-142110739.335145","-123435350.815218","-134990291.580301","-182376359.858399","",
"Botswana","BWA","Net income from abroad (current US$)","NY.GSR.NFCY.CD","3793915.60353288","4046592.97607388","4334361.41875789","4722633.85991891","5139829.91774711","5654055.56331146","5509065.55090656","3626917.71269177","4114365.41143654","5152485.72622197","4426856.50474595","3459032.43847875","-7801.32622545833","283388.56072612","3379396.6151582","0","0","0","0","0","-46834791.5594442","37528385.3232939","28746236.7679907","-39657215.7899535","-114063462.723352","-96446967.3078945","-110531637.486031","-236106974.804932","-176528491.742317","-266564097.47382","-105831765.654394","62870993.2726553","112385647.248424","293629111.46878","-224357520.673471","-32429189.8131448","-253083207.989892","-144816122.4937","119571594.216617","-262260790.589049","-352168391.548081","-137129356.981442","-698188944.02478","-715717064.991212","-959588612.584969","-835575023.481528","-772966881.403557","-738163503.290545","-748813433.684596","-238016361.953784","-549556277.451011","-112347891.629298","43471817.4945708","-375621287.865831","-345775498.980823","-298345929.340919","",
"Central African Republic","CAF","Net income from abroad (current US$)","NY.GSR.NFCY.CD","-407862.555165254","-407696.156040057","-408155.61892611","-408101.661766314","-408133.464366405","-408029.187846776","-407068.753296993","-406535.098042324","-3299990.66910589","-1099997.46115373","-1799934.22649746","-2509649.12758551","-2066587.54834788","-3099521.19707909","-2405275.01124822","-1942632.01141882","-692710.414918571","-606483.156728049","1199995.21395186","-5399984.7688246","2565321.49814748","3301280.85996655","-7262991.30600965","-10688472.0757034","-9663662.32626711","-7299967.5023316","-12399967.7741557","-24110315.0165404","-27497402.7037934","-25633504.2066304","-22437957.8263514","-16118443.7530596","-15489771.5002883","-18717227.1338093","-20796329.7140676","-20996998.4878245","-21078355.0228677","-15738396.0851811","-18730502.0511845","-8143289.79853958","-13064215.1992981","-7823189.64147176","-9078484.97291633","-2787781.94023644","-13814730.2364179","-10221524.4865045","-11472126.5520231","-10694162.4164244","-22882559.0049961","-5828392.94575044","9633926.87324467","9715580.96671916","11222197.2153878","5596646.83021618","7175658.10098804","6968756.92683822","",
"Canada","CAN","Net income from abroad (current US$)","NY.GSR.NFCY.CD","-631731852.262797","-710671664.316606","-719098642.458435","-784155044.549871","-839187665.759241","-917184078.132128","-1034321582.80301","-1146203142.75013","-1124227029.21197","-1073132835.09146","-1299501770.50435","-1462006337.88869","-1508011920.396","-1832449855.0145","-2383616053.16973","-2638355387.33779","-3717961561.86613","-4471158627.17442","-5417906986.93785","-6606815946.73041","-7413179267.87547","-10259404454.0829","-10867309718.7323","-10017851346.9653","-11039301984.4028","-11191504943.2442","-12754947822.9579","-13352187028.6576","-16490615097.0992","-19502533783.7838","-21448405896.469","-20299380291.5248","-21307189542.4837","-19681420044.9578","-20771821909.7832","-20874380647.0417","-20951961862.853","-20318503538.9282","-21331311088.6417","-22834354176.4825","-19541445020.5373","-20807722107.438","-19246797935.3852","-22028406252.2304","-22129131437.3559","-23986631457.3362","-20994358251.0578","-21620891909.5056","-22817244611.059","-23668970343.8019","-31962725684.3331","-33864578069.7322","-32448338000.4724","-28133711887.2894","-29380575665.5764","-23858220785.4691","",
"Central Europe and the Baltics","CEB","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Net income from abroad (current US$)","NY.GSR.NFCY.CD","225633822.157498","224744924.746948","230349942.770903","221599595.448078","222676763.016184","50668089.0688186","99603343.3541619","110517392.487705","209849102.281214","252089057.630189","619897576.034759","587870025.883548","600491974.969235","882966127.401416","1144026314.90619","718824739.472359","1344936629.86078","1953457832.32786","2039630369.12752","2868512539.84483","2855729008.77245","3180279961.3074","3056502142.54051","3472023200.41923","4082185172.57522","4101172276.26063","4643576463.3943","5381436896.45923","7415885737.71612","6073429488.35503","5928263029.08149","6221788145.04881","5736829825.06045","6743653221.44017","5128208379.03049","8802105623.67865","9341721521.0356","13098223799.3523","14663206856.1181","16629196511.7827","18100623578.8726","11094421545.3899","8399582766.5854","23641106928.0463","25012291435.4644","34815843639.576","32726434997.6073","3557139453.5155","-35444157695.5036","11086897068.2842","35172037683.3829","6739211261.26126","14907582867.7737","15999828823.4704","6569264552.8755","15355017153.7962","",
"Channel Islands","CHI","Net income from abroad (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89433587.2805565","-56625141.5628539","-196701467.695567","-152583849.143515","-181354916.067146","-158367346.938776","-265470523.617722","-314545454.545455","-471021159.153634","-626250500.20008","","","","","","","","","",
"Chile","CHL","Net income from abroad (current US$)","NY.GSR.NFCY.CD","-232818181.818182","-257272727.272727","-247818181.818182","-293625000","-296739130.434783","-346875000","-361538461.538462","-400000000","-398550724.637681","-463953488.372093","-467256637.168142","-415573770.491803","-417307692.307692","-550698324.022346","-261538461.538462","-290020366.598778","-324980835.249042","382730269.266481","-506822492.103601","-697557046.979866","-1028717961.53846","-1596153856.41026","-2035356546.84738","-1794770817.36261","-2072908238.22096","-2083196572.17456","-1937702806.71746","-1751966710.26845","-1977719253.49986","-1991563917.21296","-1759357123.31912","-1959813338.29678","-1920558164.543","-1706430509.19168","-2551953876.9099","-2711999924.89352","-2505707424.74592","-2634086952.37414","-1889285015.96819","-2226099689.4532","-2877747502.27066","-2501020568.87265","-2852319505.32702","-4461787677.17674","-7837994848.48982","-10459939171.1737","-18413232756.5886","-18674559902.8603","-12911737536.9645","-11128026014.3398","-14631591060.9953","-13912183165.7078","-11029575158.2879","-10440063783.825","-7659878251.39099","-6203232813.77341","",
