"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","-39755351.6819572","-39499244.5499676","-24988942.9455993","-22897196.2616822","-59079903.1476998","-64054257.7241899","-73195613.3639378","-68510858.3247156","-124052551.793835","-119052565.967172","-243971942.130644","-342005958.291956","-425013155.586739","-662977562.158884","-1069000000","-1459722222.22222","-1665000000","-1783990270.93596","-1878230616.99651","-2062997312.40593","-3283949324.67804","-3812722263.79794","-521853888.452475","-208413174.332765","-509629337.050805","-1105115612.38223","243200000","213300003.009057","222600000","215600000","326600000","436800000","511100000","856000000","511200000","467000000","1071500000","95800000","-107200000","-206700000","-253800000","530700000","1177000000","1359700000","153600000","-4364700000","-6049500000","-6479400000","-7406400000","-7262700000","-5700900000","-4471700000","-4568500000","-6279600000","-11009600000","-11354000000","-12399200000",
"Euro area","EMU","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","200000","7550000","-7700001.5731433","-3174974.65242573","4307705.89114223","6098054.6083458","475657.142857143","-2357655.06874751","-6102713.8169678","-9664560.20003026","-15294346.3281958","-9422224.24664398","-8702439.02439024","-7227733.33333333","-11754113.8211382","-16161944.7154472","-19627973.9837398","-23546465.0406504","","","","","","","","","","",
"Spain","ESP","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","-401652008.557167","-351702994.011976","-353383380.79213","-208075385.494003","229567349.293337","-333214492.753623","-875749813.479234","-1253780941.94962","-1706393229.16667","-1552568170.55032","-2601093061.03504","-3854417012.07425","-3913913372.70937","-3918777262.18097","-3828054233.07804","-2498795499.02153","-2874924557.44327","-3441161568.52176","-5007168975.86059","-3925065354.88405","-5435794972.24943","-6094589271.41713","-7943538111.49033","-3709636553.79788","-12856137125.8229","-3622171070.18949","-5825508997.76698","-5170155681.81818","-5877644503.8423","-5766916359.45947","-4279096939.60785","-8689397676.37796","-8027920929.41178","-7447560021.96077","-9967389262.93439","-15929331847.4708","-23310192158.8235","-36171026889.0197","-45299268437.5","-28556775305.4687","-20726254366.6667","-26129784007.7822","-10595652176.9531","-9049796319.21571","-5020404463.92155","-262954555.078125","3051731882.10117","493670674.117648","2048956074.5098","2466202345.09804","3125048554.08561","7490294383.72081",
"Estonia","EST","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-213445130.378697","-285603795.542028","-329823867.3825","-520827687.443541","-592551552.795031","-545792811.839323","-876731903.148915","-1523116616.47961","-1272447634.39285","-598360655.737705","-1049871266.48676","-1185389093.38522","-954469504.335938","-608410873.764708","-757909697.450978","-502387436.875","-535519725.992219","-662332073.764707","-648934503.137254","-584813483.921568","-350996864.280157","-644948291.085261",
"Ethiopia","ETH","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","-7053140.09661836","-8792270.53140097","-13526570.0483092","-19516908.2125604","-33140096.6183575","-31278454.1062802","-47331980.6763285","-64589371.9806763","-80338164.2512077","-67047101.4492754","-73456280.1932367","-63775557.5379126","-96282065.6881335","-79490360.1749866","-60421911.9810657","-43580551.7306871","-96945478.8871107","-66413687.8814298","-52490340.7048423","-60128766.2154367","-51256562.3574053","-53601882.3088719","-66110168.4051046","-63530552.8162886","-35785045.5407092","-38399935.4905597","14189629.2926996","19937483.7732583","-41650906.9968327","-108215406.097277","-69491315.1364764","-96192407.9976818","-106781281.946994","-152795252.474417","-262500248.810685","-242680956.509791","-485600324.801349","-377299086.110877","-589608686.043444","-612594506.651354","-557097930.864792",
"European Union","EUU","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","-81562853.9071348","-95078147.2009093","-126181531.402352","-172212540.843317","-220209547.817867","-336327784.063359","-390329281.427912","-507423638.77822","-535139350.180505","-571097542.359945","-694993624.481989","-920150179.112703","-1062953003.57716","-1026746370.6234","-985980411.555204","-910563123.561013","-998925639.221206","-1286193696.74016","-1325144278.60697","-2492131079.39587","-3557942777.17307","-4228698720.77636","-4851649853.99522","-4355389819.92297","-3926079681.2749","-3922930283.2244","-2980843903.70179","-1897835299.5075","-2582331998.21985","-1353536088.80309","-785070666.666668","-47468364.96063","425508176.470589","-1011257390.58823","1389438887.64479","854690017.120622","1975056949.41176","749651487.450983","479466282.8125","3148023926.17187","3226794366.66667","1055102081.71206","1207701351.5625","1114291034.90196","2751325124.31372","2306677299.60937","1095834081.71206","127653972.941177","1107735330.19608","1359042054.90196","4597339338.52141","5518666286.82162",
"Fiji","FJI","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-4281576.62762876","-4407505.35197078","-4785291.52499685","-6674222.39012719","-4155647.90328674","-6170507.4927591","-3774534.47408153","-5221932.11488251","-7786556.73880683","-9034766.69716377","-9400435.62994383","-11808722.0858178","-11148812.4091129","-5792369.68018131","-2234483.61469712","-15905341.2823945","-11406706.0265122","-9373991.71571833","-5314359.94331601","-13334450.1615412","-17848533.007335","-10882284.1095249","-36250536.2505362","-28348770.8947886","-28203122.1134306","-10423110.2635229","-8318651.24900697","-11111102.1786317","-15270083.1993288","-19365468.8869413","-47471132.4194746","-39644890.2141502","-50033266.7997339","-54222337.5275652","-86127996.7215354","-39251937.7088815","-27934155.2055868","-37473159.2436102","-55617072.6796859","-64835499.5938262","33261298.5060603","-13924273.038742","14815492.2493027","1002215.42356789","288517.022504328","43347131.8746304","-120898798.521257","-75558902.0679376","-87092928.405597","-11453699.4426548","-97628355.4860568","-116105477.69278","-146656237.778647","-81944067.3364105","-225401367.032268","-275362318.84058","-269298706.258653","-423097392.22991","-359825620.389001","-450703573.412331","-281066847.001926","-250313918.670917",
"France","FRA","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","813306499.348881","808842652.795839","804360636.417207","553737043.098745","925500994.339911","1066648456.70582","932067397.69992","1611918604.65116","2699660807.89393","5173859049.98448","3907060953.53048","1422297634.49446","-2314312763.5769","-3380619980.48488","-729303547.963206","3309972535.27796","7418967587.03481","6726131483.31682","3919391322.22908","4419949403.6863","3325194744.79712","5465923172.24287","6384063006.71763","4533317580.34026","5360756998.2915","13677394537.7613","17666891436.2778","19588614631.9769","29779925506.5638","21573741920","24838493687.7953","15637898272.1569","24482835527.8431","29344899550.9653","37620045746.3035","46429533296.4705","52849744626.2747","63832258099.2187","62116635158.2031","61230875683.3335","76170575350.1947","58677583433.2031","62983341773.7257","61900165544.3135","52676343508.2031","52312241112.8406","58654176363.5295","64704497592.1568","58547397388.2352","40975143212.4515","87300427767.4405",
"Faroe Islands","FRO","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34249641.8338109","42802671.9417448","40962007.1507219","30626712.1641755","40026853.4586495","54920533.7219363","65814291.1986113","60864780.1364038","67397591.9822426","68795120.9655198","15437123.6342951","-51875617.8999795","30244839.1742679","135209641.06767","126232196.806215","146876057.190677","104908685.96882","69650262.3404034","102663517.387881","100152963.091975","90995470.8136699","93606621.285273","93609085.767567","91711599.9427399",
"Micronesia, Fed. Sts.","FSM","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","4500000","","","","","","","","","","19600000","20800000","11088500","10257000","2501600","672300","5882600","6075700","5045800","4243600","3746400","6836600","8351100","8542700","10363500","7227200","16472200","10563100","9554200","15361000","25493600","25383200","59362100","54735000","49887900","10265100","46300000","46400000","41100000",
"Gabon","GAB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-6675043.26146811","-8606472.88327779","-11456466.2042372","26912167.6213097","-18796113.6528276","-20403088.7914405","-20351806.4914862","-25203155.9541967","-27871583.3635356","-22695287.6017909","-16642466.6862617","-23968858.6907927","-28568296.5497214","-57427641.0584206","-126295847.513296","-153047249.829403","-178698102.845318","-151416669.889803","-226894173.932883","-361505291.422102","-423609373.023907","-327897264.611299","-313140724.360903","-294961999.694197","-224049677.381625","-243509946.468963","-246602784.199057","-242898898.613342","-277658198.956625","-234476658.192226","-615944504.842827","-553690817.2044","-728016508.256017","-633121471.90481","-498014504.019869","-665417433.773203","-763040395.470728","-716491989.643452","-515113670.303235","-568915065.492218","-780671296.296296","-629713883.590841","-481015785.774294","-714735054.856256","-1193329515.41516","-957972409.733064","-1360620536.2065","-1830832220.96564","-2164656950.67265","-1377437999.34254","-1888128056.44689","-2499084347.41238","-1713493693.05599","-1704773601.76036","-947717680.52847","-1194388862.73732","-1089015307.98899","-943759023.188745","-1107310144.66037","-1363315999.75244","-813473233.766116","-3164511771.49984",
"United Kingdom","GBR","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","515553155.74754","453217327.816987","289592907.092907","843324350.808427","906089294.062646","142763274.336283","320988319.856244","-1252300715.15786","-1092496644.2953","-2504987293.51969","-4884643272.13572","-4290576768.48875","-4705258560.44724","-2664373199.93937","-1882745411.01357","-3672693788.50103","-2491487833.47992","-4111642425.23288","-4294155104.94486","-5880935863.87435","-9331892755.68182","-8827185185.18519","-5432537732.53773","-6020373425.31494","-2109951025.40557","-5529940034.71674","-4964773790.95164","-3223726260.64178","5800412388.20802","-5879307555.41175","4451505522.77198","8782208147.40176","20526079136.6906","23355102040.8163","19761991944.3427","26227272727.2727","-10791168353.2659","-28387354941.9768","-38779411764.7059","-20345848262.9693","1032171382.75915","11168953545.1233","-25126096924.8285","-49434029713.0323","-54795748844.8578","-63810692067.0913","-63118855915.2977","-28893082281.1085","-39229883074.5982","-1174300519.89985","-60756443228.6864","-13681033685.7378",
"Georgia","GEO","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24734108.3353945","-45615763.3844953","-44689328.5037615","-119575589.766309","-71247299.7839827","127400000","190702259.317887","146901210.175352","37400000","20000000","10400009.1087125","9499557.25404297","73799979.1318865","60800022.0665306","161099977.533139","36000000","-59299973.1687685","-43600000","-217399988.778545","-425900029.647198","-172399987.88833","-317099975.952868","-229800022.653905","-338699995.593355","-701400008.450585","-795442359.035664","-684562793.450385","-777618331.441544","-738591150.27173","-1169455695.81647",
"Ghana","GHA","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-14005602.2408964","-19607843.1372549","-14005602.2408964","-25210084.0336134","-16806722.6890756","-26610644.2577031","-19607843.1372549","-37166085.9465737","-50987840.3806046","-48046234.2048005","-44124092.6370617","-45441624.9151595","-27763708.3309884","-18309859.1549296","-19254658.3850932","-22340425.5319149","-20338983.0508475","-11428571.4285714","-8376963.35078534","-14102564.1025641","-18879668.0497925","-12906975.9937805","-10504201.6806723","-36155202.0247971","-47782126.5492498","-79372998.2198783","-126324823.041648","-138068027.210884","-131172802.688054","-117863367.275026","-112409323.360444","-121671195.652174","-106199084.668192","-112311248.07396","-111026150.627615","-133128440.366972","-143696024.464832","-133799316.40625","-151841262.975779","-163902475.618905","-146963296.017618","-108082228.116711","-129440307.92529","-164972311.952007","-198179655.364091","-131142730.888202","-127929625.177576","-140567981.985846","-116652855.64953","-94282918.1494662","-534148251.748252","-1223011705.90556","-2095998684.85944","-1750443121.02554","-2862728095.00794","-1485478732.56878","-2203591769.39997","-2974685438.45535","-3029044119.25065","-2810231034.61494","733428186.382942","-1956935079.39922",
"Gibraltar","GIB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","-157427277.648241","-124199998.832873","-131200012.099601","-169900003.684637","-148907510.784776","-165909220.846735","-140999796.785215","-83300845.6496105","-73197271.7789343","-80622564.7977656","-88904724.8820388","-110915417.745684","-119609983.103604","-78960008.0380493","-73123875.1666624","-87066703.9277934","-32630811.7068768","-245451485.802053","-268880550.843958","-279135055.265115","-40820000","-63150000.0714668","-91200000.0869246","-168200001.303872","-77110000.2776773","-133389999.157859","-121980000.455207","-405159998.205527","-284139999.082992","-143243322.481667","-148999459.819427","-50626906.1843611","-408258814.733888","-660363762.798668","-1316385550.41377","-1874796396.01086",
"Gambia, The","GMB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","-1272121.09413024","-1619147.55408984","-1299459.58646617","-1098895.31825355","-405033.185840708","1072291.86323404","1633187.96336677","-606127.439229036","-2671732.68375344","-4099651.36548518","-3711235.05175359","-6435160.51539638","-13775070.1129387","1049998.60494964","25249826.6519428","28553675.0902527","29850107.4296053","5250134.16015741","-16852260.1403028","-25411841.6042645","-20140202.2191433","-18597356.0259451","-18927938.2076714","-18032133.8370661","-15363913.5400186","-16103560.2008737","-23753593.0668026","-25301115.2765642","-28879465.7352722","-30234320.7482248","-31224743.7401193","-32947936.01703","-22717786.2287727","-20628466.105674","-22445386.5912638","-25081530.1239591","-25853023.712078","-25589264.7933527","-27993323.174851","-29906183.064401","-31867450.7407973","-29259418.7130383","-29670000.2224843","-28969999.7603815","-33049999.7647402","-27824693.0658828","-28299151.0205133","-29199211.6597926","-30000000","-26910890.3201254","-51250359.3321472",
"Guinea-Bissau","GNB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","0","0","0","0","0","2451195.36334999","-7377150.53711708","-5788590.35277359","-6632708.93371758","-1699949.64763545","-5894454.47234573","-1652727.27272727","-2400462.01241891","-415579.216343725","-82950.5124558395","15674993.7502449","-817035.896058865","-8299992.54635181","-10000029.1370693","-12299966.577433","-10640016.5031643","-17000001.7766313","-13499992.5006281","-15299995.7448509","-14089957.3763516","-18020457.1946895","-18600045.8416","-14700189.5250976","-14100048.8514485","-14300020.9030677","-12430938.5419483","-15904378.181417","-8781593.0272049","-11030877.8759829","-10301543.2227528","-11436276.2167469","-5591582.61004055","-3516930.37911873","-13609239.6860987","-10244690.2295461","-3639383.67923802","6443535.95957633","5385233.51881076","-20034456.193121","37385047.2691746","25581868.5590965","29736978.5233214","2755500.79763137","-51130036.826229","30380040.6546387","24496773.7227799","2310487.22284844",
"Equatorial Guinea","GNQ","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","0","0","0","0","0","0","0","0","530000","423210.352819243","-174262.1088827","204256.77995194","364033.491081179","402389.952444824","399085.242814224","398883.652352492","","","-1842946.7594685","-6584629.25851703","-9749826.59748771","-3905446.90789932","-3058130.44289624","-4200377.28457496","-5582088.2635843","-5305018.09097461","-7030209.0125104","-7258726.81055634","7485254.42877669","10322227.4960308","15079215.1475792","12502165.1870692","-8453569.28714761","-23845852.6562441","-45019826.1214296","-54964334.4331569","-80311645.9683656","-100883694.811313","-370191580.11299","-873522588.513427","-985362311.729237","-1560540571.29702","-2929304038.08703","-4044355397.79562","-2146996089.61807","-2620972285.16559","-5113061413.07394","-5088944766.08068","-6735987055.631","-7538124537.0278","-7544113598.24568","-6944972651.12181","-6969066769.64573","-3240478469.89496","-2530870584.24693","-3217382491.68872","-3070031580.35922","-3034217097.64794","-2644627901.99901","-3121630617.74578",
"Greece","GRC","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","74261916.1004936","91136991.2370781","93590391.1357806","113218726.158687","139724531.730965","139748384.22998","141453269.992921","158180686.802269","193383567.84879","201409365.850749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5075871248.01176","-8216237862.54042","-10600536225.0117","-7354002872.37773","-6573206822.45001","-7844592108.48251","2024613671.95547","-9766980.06039218","1528163824.1898","-159544625.133203","-941625874.546695","-1001161867.74824","-2339172102.43059","-1846056006.69804","-920260551.803894","-938759907.953473",
"Grenada","GRD","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","-1296296.2962963","-1481481.48148148","-1666666.66666667","-2185185.18518519","-4888888.88888889","-5296296.2962963","-4518518.51851852","-4888888.88888889","-5240740.74074074","-5551851.85185185","-6640740.74074074","-6274074.07407407","-9533333.33333333","-11874074.0740741","-6885185.18518518","-5337037.03703704","-8474074.07407407","-8814814.81481481","-13444444.4444444","-15400000","-16944444.4444444","-23244444.4444444","-26300000","-33748148.1481481","-41444444.4444444","-47596629.6296296","-50492592.5925926","-65193370.3703704","-28282148.1481481","-28884851.8518519","-41092111.1111111","-42711703.7037037","-63044222.2222222","-39877629.6296296","-31772703.7037037","-34282296.2962963","-25687333.3333333","-82800000","-116936185.185185","-97023666.6666667","-121630370.37037","-114535259.259259","-115881185.185185","-72504518.5185185","-65976962.962963",
"Greenland","GRL","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","-6848333.33333333","-8725018.87402933","-10451901.63038","-13806380.6926192","-16738519.0897308","-20804510.8856442","-23718990.9015715","-27806020.1226013","-35068055.7066696","-41436989.1655579","-47552298.656825","-40289749.2770306","-27003024.3387259","-36850738.1082559","-27808354.0930421","-28311502.0195538","-49437646.7680138","-58476967.3844714","-66849884.8696427","-61557823.3153676","-72714345.7324758","-70350973.1884625","-74551448.7831547","-61691266.0590077","-55026255.3847121","-49086105.9545909","-34490489.24759","-30282383.2235597","-29847182.425979","-28668902.8410883","-24742982.2716532","-29076753.015812","-30653476.3828898","-169042306.115943","-222613543.422744","-187613600.360186","-355640613.439161","-207631629.222771","","","","","","","","","","","","","","",
"Guatemala","GTM","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-10399900","-12399900","-11900000","-14200100","-16999900","-11700000","-16200000","-19400000","-31400000","-35700000","-38200000","-41900000","-45600000","-45900000","-48000000","-66000000","-44000000","-26300000","-17500000","2700000","-44100000","-85700000","-113600000","-112700000","-206600000","-170100000","-214400000","-179300000","-176300000","-179400000","-195700000","-102799996.022987","-141000000","-118400007.097988","-130000000","-159100006.883971","-229900003.283425","-238700001.649158","-183700003.127737","-204500006.770206","-209599997.423743","-84430687.3997913","-318372016.313589","-317861161.833042","-410100006.292078","-485000000","-680399994.738642","-842699998.69678","-634002380.952381","-729296057.145658","-1033696368.73588","-1303303067.27978","-1025000868.05556","-1236002227.36992","-1517106709.60399","-1486403080.42013","-1425307346.14929","-1501108343.88056","-1502202029.47122","-1404055608.24769","-1407287618.01158","-1909338255.06827",
"Guam","GUM","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-13941200.4899959","-12774601.8783177","-20940792.1600653","-16041124.6572945","-16741118.8240098","-14705882.3529412","-19235294.1176471","-18823529.4117647","-21000000","-20500000","-21250000","-18000000","-10571380.952381","-15095238.0952381","-22409090.9090909","-13750041.6666667","-24320000","-26880000","-25839960","-30840000","-41999960","-62499964.2857143","-61666700","-69666633.3333333","-73157921.0526316","-68604627.9069767","-87906953.4883721","-92142867.3469388","-94699980","-123492632.352941","-107316455.696203","-135000000","-110311750.59952","-91490015.3609831","-82942877.80188","-85936619.7183099","-52129629.6296296","-73454540.347329","-56172310.472432","-68629984.6065686","-43970289.9742367","-51310372.3665498","-54991739.4382818","-42939307.8028846","-31871714.3829658","-20452782.9893684","-68998862.5708895","-11163709.1190516","-14792522.1464269","-16885732.2873253","12779879.5693095","-9329000.20831546","23967049.5399502","28542158.4445909","26655217.3609779","24697075.5447942","-4615101.69491525","-11477274.0920097","-27734804.6642374","-46629608.1534772","-108166905.995204","-389968406.235012",
"High income","HIC","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","5980492.96558892","141020286.573369","109810701.956272","37845465.6817254","58516518.8017373","-6457225.13089005","-7321978.34765782","-7481461.50500218","-8874168.04982663","-10502724.1696206","-13981856.4637376","-19292439.0612156","-34566029.7089375","-46827688.7204897","-52667402.0192384","-63219727.6706111","-79514251.3456206","-106821814.671815","-105045242.009522","-155715433.66582","-366351218.825988","-505966543.216503","-579416893.194287","-634255973.682762","-703377513.430545","-830852556.86194","-1020592749.22148","-1318490722.33692","-1416092006.14912","-1627841356.94047","-2144730326.83766","-2935321880.79061","-3590810079.32202","672346036.506541","291133999.2754","1268388531.24434","-1379956815.74286","-143501117.267925","3300969620.28585","3371189171.76926","1379120032.85758","3904831512.54039","1075792740.0018","4138542148.25089","3592449922.9584","959716096.845949","4571822137.54216","6769426000.46146","12907356038.424","6419412265.53833","4839108273.69613","6786485097.63618","3797509153.73111","5224213512.11965","6010626636.23116","5724605897.98498","8063718227.84484","14827285325.6685","17199081456.9114","18340841511.5047","20121048832.0528","26368548345.5977",
"Honduras","HND","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","8500050","-1000000","-4300050","-6000000","-7000000","-13100000","-15500000","-21200000","-23100000","-18600000","-22600000","-24500000","-27500000","-33000000","-13500000","-29000000","-58000000","-69000000","-93500000","-129000000","-163000000","-159500000","-214500000","-169000000","-186500000","-192000000","-210000000","-237500000","-244635193.133047","-255172413.793103","-276264591.439689","-281941806.007486","-338129103.839648","-229930479.888277","-219191561.221577","-264054014.59854","-259222212.837838","-213832699.619772","-210087740.029542","-162748850.174216","-222726843.928143","-258419053.034219","-298422471.117168","-366627287.134419","-455180480.732796","-456975515.47076","-532457978.745925","-400008467.803822","-407082173.954443","-288820911.241539","-728866213.991987","-941576668.728293","-1281573360.95415","-1303712328.90173","-1587710604.55897","-1430267211.05299","-1520223341.36194","-1415066142.69109","-1894497274.36649","-1987669584.02187","-1657390193.59773","-2316837866.98422",
"Heavily indebted poor countries (HIPC)","HPC","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-153206650.172433","-178493302.754672","-52794122.8463904","-103302190.882365","-44209665.5850962","-188315996.219185","-500405925.997482","-403336333.265203","-481846865.868014","-458253992.687927","-1165187889.35664","-724697130.081284","-1093866986.4596","-1305621329.67112","-1392606324.33249","-2295489770.22777","-2341207659.38103","-2037883292.9802","-2040591343.85021","-1918142449.93393","-1130111831.30119","-863228648.298884","275281149.356061","-905440360.290226","-125079234.29623","-254279972.002591","51425056.5976512","1435224428.32347","604937443.00241",
"Haiti","HTI","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","-14300000.0028","-13060000.0026","-14020000.0028","-14199988.5128","-18060000.0016","-19799641.01","-15336982.476","-20900622.394","-27124936.768","-25578170.456","-18200000","-18000000","-11900002.1812154","-10599998.3781636","-1802478.26263887","7694340.06575857","12903631.3545588","10966892.5352095","8102837.99041196","4446976.19461755","-9189344.28735972","-9470357.67192215","-13669848.5615004","-14278376.2538747","-12336099.4282172","-35036404.6788426","6616385.11312807","2204583.98173252","5546102.86777503","12796086.7694955","22282612.5786413","37797736.9130382","54543077.8629185","31526795.1759176","49095408.7280778","40632927.0075849","47896524.9366439","58507480.3089627","50278564.3747497","49656096.4159005","28603899.911543","23079392.3427159",
"Hungary","HUN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1003585814.63699","-1151491024.21289","-1489969113.09317","-1738144355.56091","-2475223406.92074","-2633612513.33362","","","","","","-6361581842.87911","-7100367016.1462","-7157925756.92761","-10627379159.1378","-10416539570.1552","-5705151236.74458","-6221126664.60948","-6873691278.50588","-5453679592.78111","-3946686336.30613","-6365367115.45488","-5991637206.55491","-3468710704.85573","-5790200412.97219","-6289021569.51031","-4326890525.01204","-3726627993.80945","-5717745052.49211",
"IBRD only","IBD","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-20105846400.3361","-24729986035.251","-25908443594.8956","-27274607744.9614","-29868253190.4004","-28555379440.2292","-29831928128.7111","-32180787912.4858","-31058906176.5792","-34021221090.1152","-28278644760.7181","-31627713584.944",
"IDA only","IDX","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103823759.58679","106596418.951038","134089268.132589","116698627.872376","95146632.291331","64202748.6330723","72550450.8372692","74681277.9749961","91019409.2827004","116636548.036142","120118181.818182","155839926.402944","-96906762.705082","-1571766544.11765","-1653742015.89033","61560568.6032138","126180099.343054","127606635.07109","200831639.831171","-53279578.7395096","-258322383.498854","-740962732.919255","-614433719.433719","-380054703.135424","-346983660.965024","","",
