"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","43.3093890838257","44.8650493768888","46.2596521610641","48.092710775238","50.8675976205796","53.7237419188531","55.7772433722674","58.7336124436987","62.4267675229417","64.534193745572","66.6376770289244","69.1060950189652","73.6622256573217","75.2754730834044","76.0554028714012","73.8988493710715","77.1760338095741","79.5291664138761","81.7638635203761","85.9072467050831","88.9005520037047","93.4939488128411","97.4790802155812","99.139423070479","97.9265437818449","101.849161170719","102.036597192185","100","103.958896887774","111.060627128645","109.946912430437","106.452616290085","110.154555740694","116.867603578979","115.849306421497","110.068231312115","113.824686416737","",
"Africa Eastern and Southern","AFE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3956793304064","41.7542348370525","46.4605350535869","51.5306680359325","55.2407479721211","67.685248998221","69.1041272575874","67.6091255086834","70.1881637074578","81.8347290756724","87.8101017017806","92.0449945360269","92.5668386076435","94.8324703015681","92.7485016684186","94.9778567684599","96.9451792549117","103.267439580796","110.457895899583","113.593791422896","","",
"Africa Western and Central","AFW","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","4.28705632307566E-08","4.197015014741E-08","4.197015014741E-08","4.1975507032029E-08","4.19760057471834E-08","4.99662248029275E-08","4.54627380223814E-08","4.99286843265394E-08","5.10339927831256E-08","5.93421546631015E-08","6.76544712697346E-08","1.39577927680422E-07","8.04688737806164E-07","8.18998894556242E-06","0.000186402424825001","0.00358916964763739","0.175888394344964","0.343779182409549","0.479088428283886","3.15001174865776","16.3176590936026","33.6718363717297","100","193.926566906731","258.782582133226","368.439758532296","431.500673863193","450.091587891221","537.255305596086","447.199817555747","591.513296595688","779.445707940429","836.000339188437","859.74044251697","890.354809013781","859.02869588617","1046.07628909378","1282.64054748492","1643.92310662772","1959.34269601225","2170.22881322863","3012.79241091361","3504.03975967112","",
"Albania","ALB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","2.70973210396316","2.65175543496619","2.65128556777898","2.65084134033152","2.65008955489768","2.65939726165219","2.59511164024236","2.59510369678934","2.59508868205726","2.59518415952619","2.58398934443231","3.50167370157163","11.6600362298122","26.3109666908969","35.7414684041477","39.3051296551283","54.3087066224655","60.4128121686322","64.4791139204194","65.8350129603178","69.5530265332017","72.2035931737441","74.83720210148","78.7277153097625","81.2095033428414","83.8949539363895","85.9740293615007","89.7454601747404","93.4403574357268","95.7000592931679","100","102.314743796998","103.381594575105","103.680104757091","105.287060398773","105.880870312261","105.211011366062","106.737340734897","108.309532117697","109.671009828334","110.434914958701","114.249813988865","125.521715981993","",
"Andorra","AND","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","4.33139499046445","4.67123065356325","5.06912971080917","5.6697928829703","6.57385277135099","7.67706329382928","8.94300006933769","11.0341500528811","13.3106101189923","15.5643212380349","17.642907365075","19.8220134139161","22.5143086195456","25.1899620209526","27.9267844836513","30.3272211232512","33.62646348233","35.6252873244434","37.7400489076685","40.3426808555381","43.2982839533219","46.3010841835154","49.408242969283","51.6500096524339","53.653956850034","56.3007714892205","56.7495887009687","58.0140605105971","58.8840125846456","60.4927117521632","77.8792564996033","80.2783543933462","82.8789971882537","85.5124642419289","88.1141159753295","91.1065613447548","94.2562828855088","97.2830664124349","99.4956124705714","99.6270821248032","100","100.196764152031","100.371664523226","100.821823609818","100.737113802681","101.402572054216","101.755245516619","102.911703389108","103.953662239379","105.382768858012","106.556507462058","109.283881502216","113.888094897813","",
"Arab World","ARB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","26.9829199678994","30.1599783741646","31.7451132746868","30.5828892833468","32.7392950898152","35.8547585645084","38.3841267643535","38.8880599614549","37.4810832560998","35.1956865034748","35.4563221378592","34.8541017193419","36.1386791953986","36.9991576738566","37.6471152678592","38.9029855720537","39.2184299344409","39.9270387703267","40.4373208214534","40.3311829950478","41.9071158051968","44.3264320005963","43.9043110757962","42.0364261675801","45.5857202974666","50.8096322331766","49.6159576451516","51.4868957985518","53.5836516421406","58.1390240230545","67.7472575803287","75.8512856667228","85.3584559806606","101.178240012665","85.8163681845516","100","113.16721937658","118.463134166644","117.338533639722","116.554654321473","97.5947016728099","92.198223523747","96.7954234609874","104.47783233038","101.140382624486","88.9718744148615","101.288936375555","114.701148538828","",
"Argentina","ARG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.18895053077512E-11","8.64907652859395E-11","1.11462242080893E-10","1.39986716490085E-10","1.8026735845815E-10","2.18543409373263E-10","2.74498089074849E-10","3.54152666315735E-10","3.90542952635561E-10","4.20989017432552E-10","4.48218059324916E-10","5.88380614997062E-10","9.66384481466911E-10","1.59970732849673E-09","2.0897047438501E-09","6.22099594917571E-09","3.34890383211041E-08","8.6879666954123E-08","2.27079272547969E-07","5.6174199204415E-07","1.09983703145184E-06","2.25770549426669E-06","6.64973964305643E-06","3.19292920206385E-05","0.000227079944709636","0.00160647138692226","0.00284814905360172","0.006480676022766","0.0311880164525857","0.981203426102591","21.3737192502697","51.4043032052253","59.6659994934379","57.5412362252407","59.180781521562","61.0539262799835","61.0219489829064","60.7388601486823","59.7030927427165","58.6066105825432","59.214529394292","58.5656756966243","76.4605374112749","84.4856083466432","99.9999998969317","110.317511084538","125.47629818382","144.222363056105","177.640364739783","204.957277170641","247.824346395484","306.567321408416","374.977453364052","464.780047776689","652.007262571679","825.310738210731","1164.67339673925","1467.56277769074","2084.4332574088","3109.88226850322","4356.4191087013","6701.93475654618","11357.8519058325","",
"Armenia","ARM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00192948040175913","0.0034612197258735","0.0231488900378276","0.345188503355057","14.5231047518872","37.9291093241536","45.360093301755","53.4051569524923","59.1187064708023","59.1505147474781","58.3379783235321","60.6878142866904","62.1184682254049","64.9749957569785","69.054512012036","71.2703032696396","74.5615747892553","77.7512261584953","82.4081843354575","84.4661252560531","91.0280582047478","94.9254700292304","100","103.366824642245","105.753753195239","107.037508479879","107.324984550164","109.633160635444","112.68941468526","113.890258600166","115.94779169987","123.948784902889","133.846965460052","",
"American Samoa","ASM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6206896551724","71.5846994535519","69.2517006802721","68.3060109289617","70.2279202279202","72.4475524475524","80.4597701149425","101.19940029985","85.6502242152466","85.2017937219731","100","102.24358974359","101.259842519685","102.748091603053","104.192546583851","102.170283806344","103.90243902439","105.718954248366","112.83255086072","118.296529968454","135.038759689922","",
"Antigua and Barbuda","ATG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","19.6053928427041","21.2983738189389","24.4602214111479","27.2483880431974","29.524340572785","32.852530055598","34.5518213961038","35.8800762524075","38.5392419449166","41.6705322937972","45.369393979589","50.9818579034885","53.317187234322","54.1971766919003","55.609772876277","56.9784958695625","58.0116492733407","59.893888283316","61.3333561478519","63.1593632669459","64.3134670541889","65.6704214100575","66.6582458483419","67.693648487048","68.6972666184625","69.179385636202","68.5810659653039","69.6368832205066","72.7438320486194","73.0403909004903","75.7678141706838","79.0869500713284","80.5397269714753","81.7263649585338","92.9842715231788","94.9393114814039","94.3604928636029","96.038592508513","98.716312092808","98.2541210267635","98.5607274322443","100","100.718452311458","101.524269981556","106.512929537286","113.435051657703","",
"Australia","AUS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.52125014955532","5.69914580914639","5.69483885219607","5.79678693070501","5.987394662031","6.16580930733341","6.33129318649816","6.63948762042483","6.78904882657698","7.11174513840034","7.47676237246655","7.86452722643535","8.35126805345172","9.10140521896717","10.5922217484308","12.3388058951976","14.0686689048793","15.6749807734922","16.9662106621405","18.4310103988825","20.2771974169214","22.2086173948408","24.8090197688346","27.3292212242542","29.4780376300698","30.8577590894737","32.8784716445601","35.1888763271726","37.7153627250364","41.1958226412308","43.7055460398852","45.0250536088688","45.6915023959187","46.0886661686587","46.5587638370861","47.6264389620743","48.9177809446216","49.5404295613078","50.1030137144713","50.341203949206","51.6252825011705","54.0159038742595","55.5501213157323","57.2086367013505","59.0577701836822","61.3170305723149","64.4536350499949","67.6672803609342","70.7595547944178","74.261558912216","75.1169472267541","79.7757743640267","81.215857972412","81.082841413165","82.2219686561495","81.7097905421342","81.1739606983481","84.1378109835792","85.7186009561115","88.6876556264284","90.5623578544649","93.3505683303578","100","",
"Austria","AUT","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","16.2732646453409","17.1011106325943","17.67232247964","18.3223575301174","18.9057025906236","19.9117535689689","20.5334714085697","21.2003498068899","21.8020225082156","22.3979966821022","23.8429787755394","25.3222864886616","27.246762940181","29.4389126719672","32.2362392253626","34.3179833105818","36.2483422235106","38.1327891940487","40.4180935865645","42.0810439770473","44.4294309916292","47.4136082155982","49.9527441587086","51.6874947504377","54.2459086209681","55.8532126173903","57.501439254722","58.9027195364937","59.8020789154312","61.5750673626581","63.4221227185029","65.7318749502184","68.0187482039896","69.8940826625591","71.6588681435911","72.9587013895424","73.6782241171471","74.6117239282053","74.9414370363121","75.1335491811904","76.1584015321351","77.6412858765368","78.53074108308","79.5575718131056","80.941649886225","82.9957823480576","84.566196230416","86.4445601727905","88.1356943641046","89.8008104656327","90.5848208974789","92.2456122838266","94.140554569286","95.6692918037125","97.7507755089035","100","101.848294698438","102.872414092458","104.763275362235","106.447739164286","109.342580281172","111.604014568839","117.515995879219","",
"Azerbaijan","AZE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00255493308937798","0.00468956723455536","0.0546488977534667","0.462944212848657","6.87966301658957","44.4189812811194","56.1541043212809","61.3441499069767","60.752097047405","62.0656434562818","69.8193639087621","71.5753280506695","74.5917888226914","79.7844706229203","87.1661020060435","100","111.301219143831","134.707118425148","172.125333738561","139.688388111945","158.610321243664","194.336282806762","199.938867545439","200.828724484622","198.248084371587","180.703738380863","207.215507107444","240.727228422171","270.059545007326","269.407869916397","249.48255592103","303.342906315825","416.334678105749","",
"Burundi","BDI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.21203716343248","2.65615751680729","2.56140131653323","2.68145802041822","2.82671843557352","2.79762121988048","2.88580319085215","2.73233657621358","2.81585899997816","2.96684197587824","3.12065824840279","3.16373016479961","3.29947981417492","3.48129575116082","3.91489732115274","4.74042803097296","5.12321514111844","5.85604626997016","6.58850327510876","8.31012580190997","9.67165883781495","9.08523568838561","9.60055221431337","10.217728398768","11.9768324433501","12.5839187948262","12.0481692443371","11.6363875088442","12.0426397111602","13.819794310178","14.646986604034","15.246508387633","16.0700882857693","17.3143382815245","18.4637411844939","21.4369042043135","24.5352038509711","32.4840674819496","36.203673821609","41.6176219844858","57.8255604200099","65.7571495169799","66.4330400161365","74.3689639936029","84.1456264933397","100","102.845666333767","111.354474627567","138.31984452747","152.786435620874","165.867330590054","179.740889117828","205.433180650958","221.771495157498","233.537927858139","283.325287901007","286.082542856796","318.836655594085","309.747071139955","312.385705569222","331.024205979135","359.216609788413","425.06720119975","",
"Belgium","BEL","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","14.9270651224403","15.1234259911003","15.3756381483845","15.8408737001259","16.5762746278768","17.4217828122874","18.1336394596051","18.712724712135","19.2030522311272","19.9757496993481","21.3102241357185","22.4520723614726","23.8705537030979","25.4954190545999","28.5977883963432","32.2839640495682","34.7295592700855","37.3266565390133","38.9777080003032","40.733747828014","42.4146654312923","44.5944385010489","47.9704231193204","50.6629311889927","53.4183447632492","55.8904080140709","57.4535404021178","58.4211217266059","59.6882699581393","62.5517892592981","64.310998103119","66.1609840181352","68.4266831646566","71.159119320485","72.6494081547418","73.5362900295698","73.8867785045836","74.4465627743766","75.7908022968193","76.2447117313426","77.7807509506569","79.3229897968033","80.623893012855","82.1155065328796","83.6880110501443","85.4312944274965","87.3660630558931","89.0537317447947","90.7536298293876","91.2375094865492","92.963794203806","94.6439283615003","96.5000087460424","97.7267729767862","98.6870807670005","100","101.92085069495","103.786280298684","105.394792789226","107.258275397466","108.973861989089","112.430493162371","119.054580226486","",
