"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9238836580591","58.9735404977085","60.7971672400535","63.2094875482819","66.8855857243835","70.6392895927602","73.3183376068376","77.201660692951","82.0677953625322","84.8340031151323","87.6167387261636","90.8634543142894","96.8324084233893","98.9626032773209","100","105.629057610248","110.411387109218","112.727941084602","115.175223554416","119.013777442239","122.519083829392","129.808732752854","136.39377198392","138.749392447957","137.80998389694","142.092154420922","143.213383838384","146.501060284762","149.506041101174","149.330306722907","148.581773122097","150.113364262741","","","",
"Afghanistan","AFG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3194430719753","45.0187702111284","50.0930303149772","55.5595692719552","59.5597200789218","72.9771886172954","74.5070012106097","72.8951134400467","75.6757925433523","88.23293918431","94.6754935362308","99.2414894879252","99.8041336938281","102.246902750192","100","102.403656184075","104.524792865167","111.34135616494","",
"Angola","AGO","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","4.28705632293308E-08","4.19701501468192E-08","4.19701501468192E-08","4.19755070319467E-08","4.19760057477972E-08","4.99662248026381E-08","4.54627380218593E-08","4.9928684326955E-08","5.10339927832032E-08","5.93421546643563E-08","6.76544712689004E-08","1.39577927680422E-07","8.04688737806164E-07","8.18998894556242E-06","0.000186402424825001","0.00358916964763739","0.175888394344964","0.343779182409549","0.479088428283886","3.15001174865776","16.3176590936026","33.6718363717297","100.000001968785","193.926858257732","258.776346106944","368.434273474669","431.503212037768","450.094163436159","537.27704550001","447.223599061626","591.513326986809","779.44627462551","836.000327672442","859.740973614853","890.354809013781","859.028686612548","1046.07565465829","1282.64055421391","1655.4522739637","2106.21595919426","",
"Albania","ALB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","2.70957288962813","2.65159962714335","2.65112978755412","2.65068558621114","2.64993384496675","2.65924100481951","2.59495916061338","2.59495121762933","2.59493620375731","2.59503167564931","2.58383751831052","3.50146795555262","11.6593511273047","26.3094207492493","35.7393683606848","39.3028202239717","54.3055367445331","60.4093062835158","64.4750006931698","65.8312185344784","69.5465890444503","72.1990492975176","74.8300908923865","78.7190895861339","81.2042071135671","83.8867808789142","85.9677315115566","89.7416286851914","93.4364582164937","95.7000927387951","100","102.314785504477","103.381340130549","103.679855451036","105.286767363332","105.880541484639","105.2109075613","106.737639585003","108.188631478635","108.581619453633","",
"Andorra","AND","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","4.33139499047686","4.6712306535909","5.06912971080184","5.6697928829822","6.57385277132106","7.67706329383622","8.94300006904356","11.0341500527473","13.3106101188281","15.5643212378553","17.6429073656213","19.8220134146535","22.5143086197847","25.189962021195","27.9267844829301","30.3272211229052","33.6264634812902","35.6252873234307","37.7400489065613","40.3426808567862","43.2982839530275","46.3010844775356","49.4082443031425","51.6500108489984","53.653955240734","56.3007711296988","56.7495875353522","58.014059240465","58.8840130625527","60.4927111303908","77.8792564996033","80.2783543933462","82.8789971882537","85.5124642419289","88.1141159753295","91.1065613447548","94.2562828855088","97.2830664124349","99.4956124705714","99.6270821248032","100","100.196764152031","100.371664523226","100.821823609818","100.737113802681","101.402572054216","101.755245516619","102.911703389108","103.953662239379","105.52114153028","",
"Arab World","ARB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","27.9514420299598","31.2425374330578","32.8845689972593","31.6806282614747","33.914435868816","37.1417254584134","39.7618825316472","40.2839038533763","38.8264252756677","36.4589967348556","36.7289875970048","36.1051511427786","37.4358371062586","38.327201507786","38.9984168228142","40.2993652022558","40.6261320910667","41.3601756572094","41.8887737180555","41.7788261917873","43.4113253667616","45.9174802405966","45.4802077521772","43.5452771815514","47.2219692977798","52.6333877734053","51.3968675565603","53.3349609652285","55.5069775402609","60.225859973351","70.1789704449369","78.5738836543114","88.4223033292433","104.809921008246","88.8966517851225","100","113.165389424771","115.6976167208","114.694344818752","113.65576361595","96.0634732456283","92.9266500219339","98.0331070241831","106.078230506507","104.062820863738","",
"Argentina","ARG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.18895053091502E-11","8.6490765284921E-11","1.11462242081356E-10","1.3998671649233E-10","1.8026735846122E-10","2.18543409371641E-10","2.74498089075475E-10","3.54152666316617E-10","3.90542952628105E-10","4.20989017434933E-10","4.48218059328181E-10","5.88380614993936E-10","9.66384481480835E-10","1.59970732848138E-09","2.0897047438487E-09","6.2209959491128E-09","3.3489038319795E-08","8.68796669538272E-08","2.27079272548601E-07","5.617419920553E-07","1.09983703146405E-06","2.25770549423123E-06","6.64973964313215E-06","3.19292920209082E-05","0.000227079944710638","0.0016064713869076","0.00284814905357603","0.0064806760228146","0.0311880164529436","0.98120342610931","21.3737192500369","51.4043032052253","59.6659994934379","57.5412362252407","59.180781521562","61.0539262799835","61.0219489829064","60.7388601486823","59.7030927427165","58.6066105825432","59.214529394292","58.5656756966243","76.4605374112749","84.4856083466432","99.9999998969317","110.317511084538","125.47629818382","144.222363056105","177.640364739783","204.957277170641","247.824346395484","306.567321408416","374.977453364052","464.780047776689","652.007262571679","825.310738210731","1164.67339673925","1467.56277776765","2054.76642168673","3094.94195899989","",
"Armenia","ARM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00192948040173708","0.0034612197258735","0.0231488900378276","0.345188503355057","14.5231047518872","37.9291093241536","45.360093301755","53.4051569524923","59.1187064708023","59.1505147474781","58.3379783235321","60.6878142866904","62.1184682254049","64.9749957569785","69.054512012036","71.2703032696396","74.5615747892553","77.7512261584953","82.4081843354575","84.4661252560531","91.0280582047478","94.9254700292304","100","103.366824642245","105.753753195239","107.037508479879","107.324984550164","109.633160635444","112.68941468526","114.337738450286","",
"American Samoa","ASM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.7421981004071","70.92866756393","68.5408299866131","67.6075268817204","69.5652173913043","71.5268225584594","79.5197740112994","100","84.5814977973568","84.0409956076135","98.6217457886677","100.944881889764","100.15600624025","101.692307692308","103.164556962025","101.176470588235","104.605263157895","","",
