"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.ADJ.DKAP.CD","Adjusted savings: consumption of fixed capital (current US$)","Consumption of fixed capital represents the replacement value of capital used up in the process of production.","World Bank staff estimates using data from the United Nations Statistics Division's National Accounts Statistics.",
