Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,249599899.3,296903083.2954,294763141.6215,438359400.0456,585303132.1787,814041829.6045,826827128.7196,1848485552.4013,2153341794.7813,2175337254.9797,2852885928.7898,3295564227.7982,3253463367.6308,3694654557.6078,2820545941.2728,2282841235.3672,2067310712.1074,2290485971.7548,2455574690.7014,2495779950.8298,2576784269.40534,2147836708.57404,2065099919.64732,2171190737.33589,2108783168.66793,3431979741.6234,3700703466.64525,4471742711.78291,5555012138.64428,3658552661.75144,4522704313.96017,4979533365.52141,8634866163.73194,9171448856.83655,13664595716.1601,15741268520.262,18400607133.6813,21062497139.1566,23061175526.2362,25724170615.5265,29351649250.1948,31446176215.4963,34772026151.5816,37804086709.4515,41725092188.6245,41008461247.4825,40198347121.7171,51571958277.424,54643531676.2619,58634213719.9178,56103364908.8353,62456959812.842,66228080125.6017,65924298556.0209
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,World,WLD,..,..,..,..,..,..,..,..,..,..,1400867148.2919,4050961448.0186,4800562874.3266,6431468298.5163,7455824099.0909,11909587556.214,12970602510.5267,17454646980.2893,22826658510.0855,26280182305.5902,30206296631.9598,33433043829.2044,34307562900.2293,33890397655.9956,32797985284.427,32773412420.1277,38811813384.5335,45102499106.3538,50016794504.4392,54620582882.7419,65248227353.5537,70500349683.0474,77573374929.3892,80933158921.8768,85168670570.3634,96283264490.8089,99063400345.5154,98816457121.0587,102026661490.397,113019498816.712,115873102907.077,124836187299.684,139198086080.958,153083552088.141,174547441816.663,191209316492.167,217874380529.201,262025250601.659,319409051238.71,308520479027.444,316112680209.403,356898362426.01,367472167674.186,400213686458.141,415473075531.778,387306425268.564,390570896386.295,416288113455.977,448345096591.609,457107251580.994,435080165541.484,478245442589.652,495321855078.825,518264452652.963
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1426000000,1312000000,982000000,982000000,983000000,1694000000,2071000000,2490000000,2140000000,1513000000,1807000000,1714000000,1634000000,2021000000,1776000000,3063000000,3246000000,2819000000,3008000000,2919000000,2627000000,3327000000,3542000000,4197000000,5356000000,4533000000,4560000000,2786000000,1936000000,729000000,804000000,1368000000,1833000000,2096000000,2439000000,1834000000,1819000000,1883000000,1881000000,1901000000,1739000000,1401000000,1201000000,1056000000,1147000000,856000000,816000000,726000000,696000000,1029000000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,89540435.95,140695166.3,378206657.0181,179116561.3764,219416087.481463,347165291.814146,253367821.603343,348624717.302647,627710802.377386,822731630.245558,803546453.786557,828571904.111179,788917115.24523,320000000,320000000,320000000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,151800000,332000000,307100000,427300000,550900000,300300000,504140000,407200000,597800000,699300000,733570000,888748582.309638,1160672105.01954,1289704315.92613,1359467324.66364,1468020000,1865581563.70359,1717698012.16514,1586574271.35641,1552078514.34036,1419772515.43027,1281848113.75308,1421007454.36595,1290863508.09402,1306009166.92504,1311822432.138,1458210055.85311,1472812241.61037,1465987212.49097,1718355918.32179,1745245135.76651,2036169283.29038
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,211000000,238000000,227000000,225000000,202000000,266000000,255000000,349000000,393000000,417000000,406000000,447000000,507000000,392000000,329000000,313000000,358000000,487000000,379000000,345000000,352000000,1290000000,1390000000,1140000000,1395000000,1120000000,880000000,1060000000,1060000000,790000000,790000000,670000000,1070000000,1750000000,2460000000,169999999.999993,189000000.000008,99004563.3476434,103631887.21223,150336961.494535,196589288.017747,202869816.188342,214841268.635457,209601443.444637,2452442617.07256,1997393458.35396,1989023597.12295,1791887073.28626,1984998399.13173,1785838683.22299,1699608934.6252,1791896708.54488,1704725677.60992,1867591302.65443
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21100000,47416323.7388305,53001417.7730525,44577777.0540164,44577777.0540164
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5142000,..,..,..,..,..,..,..,..,0,0,0,82084000,162358.5,17972037,204751.1,40348853.9894801,36637411.3401682,30971119.270778,11114711.6,3988048.38,1418195.84,1579247.15,3445473.46759301,8053050.89441933,12631149.3197743,14005491.4763133,12066567.165122
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11185185.43,11744444.85,12337037.09,13196296.69,12533333.78,3048148.155,2714814.901,11629630.09,11948147.77,3333333.254,8940740.74074074,9537037.03703704,18755555.5555555,18394444.4444444,17342962.962963,23676666.6666667,14242166.6666667,16372237.0370371,17601625.9259259,29018120.692389,29202071.8774934,30352179.8027457,29719238.8318999,27817357.2998099,28924211.8034622,29296532.4395495,29845308.1734269,29967174.278059,31849221.567761,31244412.2632378,26705675.6457208,24020044.3490542,32768265.3234986,36875282.1086838,36220490.9834502,45265850.3993532,34810853.7037037,34970955.5555555
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26000000,42000000,56000000,42000000,28000000,28000000,32000000,27000000,32000000,34000000,30280000.69,26559999.47,22840000.15,19120000.84,15399999.62,57700000.76,62400001.53,63600000,65000000,65700000,68500000,64300000,86343658.5898822,189600000,206630000,273420000,311780000,432090000,540635441.916292,606498926.517186,705144403.358363,628542376.088907,644300740.057192,697379575.129916,577532962.100773,535004409.367289,505346891.730357,494433532.139966,391579047.663514,479937459.808431,522441503.008565,561398444.719758,648090050.021815,902789422.017933,1056459895.66862,1009693898.95111
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71350000,153730000,228986400,166647970,182652132,182160000,209240000,263890000,335860000,787519510.008093,915231161.780943,1169173062.59984,1644375090.62217,1904067122.6008,1439809231.68406,1669336819.11366,1798624692.26173,1914983996.61627,2192193826.94676,2078618314.80089,1491475903.47047,1382330886.59828,1538655751.77642,1487814907.95282,1527937456.87278,1327006085.34023,1556822543.94877,2031342937.0743,1451764406.31499
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2569832.325,2625698.328,3351955.414,3910614.491,1340782.12290503,1620111.73184357,1843575.41899441,1620111.73184358,608938.547486034,1083798.88268156,1335195.53072626,1329608.93854749,273743.016759777,1458100.55865922,819846.096273242,1036166.00246323,5195530.72625699,6759776.53631285,9050279.32960894,4972067.03910615,5307262.5698324,4860335.19553072,58146742.3052803,58627995.0761846,53640100.5182244,52684335.9800863,56140485.0473226,36920295.448098,34264018.270972,34984040.4172566,35845637.1605112,38279493.4539565,37717579.0260779
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Australia,AUS,..,..,..,..,..,..,..,..,..,..,180320037.8,176046508.8,228958923.3,280555023.2,308759124.8,286614196.8,305269104,326544830.3,415642852.8,495797180.2,631592773.4,740711547.9,771140441.9,900273193.4,956123474.1,1009029114,1053348999,1396266846,1884704224,2402261230,2369583740,2484919434,1926091797,1101867798,1276966675,438888326.43968,517894423.709037,538747822.17049,501585257.221363,531812423.752442,518334052.870813,486744685.823923,465722533.977934,651572145.062106,824729101.175224,940407766.641077,1014841490.87417,1341851616.34835,1526025147.3275,1334648952.60383,1864472761.35169,2449287569.05191,2440634974.57651,2461137536.76136,2329656676.96023,2174651380.40477,2056844753.41069,2001928453.24729,1867930551.38816,1762645594.80965,1197283915.031,936423063.167017,1307030458.6425,1726715971.05796
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Austria,AUT,..,..,..,..,..,..,..,..,..,..,16576923.37,24760213.85,36248191.83,52594650.27,80947891.24,87247398.38,105288040.2,118988021.9,154029663.1,198398651.1,244725067.1,223906967.2,220660125.7,214508590.7,197660034.2,201390884.4,303058471.7,400337341.3,448963897.7,469524231,634832336.4,772377197.3,815280883.8,768971069.3,844941223.1,1012422485,984293640.1,915090698.2,1416633179,1809788330,1804517334,1774000488,1985329834,2496145508,2520989014,2313507128.00776,2517171820.75859,2915622151.61598,3189808742.62739,3101681748.75588,2983488445.59884,3250804925.70344,3028188698.98571,3248309532.62515,3239901778.63492,2863606817.4052,2887576591.28188,2956934245.82416,3022591419.43224,2996058679.89715,3026771045.59774,3191616713.05916,3010700898.17371,3262189742.06597
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,4098000.05,5196000.099,6294000,54492000,57132000,104125000,163317000,155957000,203578000,623235000,790214000,1267735000,1518327000,1254645000,1410296000,1893080000,1990180000,1733168000,1846424000,1269964000,643148000,1133371000,1225790000,1275168754.82216,1403087000,1526636000,3950029000,1912814000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50805711,53040600,57888000,62673300
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18761274.34,78875038.15,115435371.4,171138702.4,338666748,381052154.5,526463684.1,642408508.3,500747406,502471374.5,576282470.7,747808898.9,763622131.3,757979553.2,778865600.6,769365722.7,911759948.7,1007375061,1150881226,1201664266.51586,1344661208.65883,1526499543.77216,1605786652.44555,1806794191.65168,1967528858.46792,2104551469.14176,2858057770.42652,3191664732.05594,3583817227.52373,4314502845.76468,5427515428.7338,6562316321.90849,8940611606.37691,10520653005.6389,10850211617.3056,12071073184.1576,14119627033.9853,13866954019.3967,14987531478.7427,15295536094.8351,13574285886.2473,13501933032.7097,15566241930.3078,18363859531.2812,21751646479.1935,22205503377.12,21505473781.2512,22168181204.6103
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,4400000.095,4607883.93,5100764.275,6380088.329,8133522.987,9213089.943,9649999.619,10000000,11699999.81,14199999.81,9100000.381,11050000.19,9050000.191,8449999.809,10399999.62,8149999.619,10800000.19,28200000.76,31950000.76,32000000,37900001.53,45150001.53,54500000,55349998.47,57200000.76,60900000,68000000,77000000,86750000,98700000,113200000,129950000,125061000,130500000,130508571.515,94455423.8,87348422.95,138674184.035,101160650.815,114476089.54,81868796.19,147293266.1916,152319842.442333,190981632.979834,188716960.993834,198038294.834484,157509039.9835,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5,85175892.5
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,400000.006,400000.006,28500000,93300000,46500000,53900000,62000000,114200000,67200000,80600000,164100000,239400000,198600000,268200000,288300000,583300000,503800000,575300000,890600000,1053100000,1213500000,1231300000,931500000,976600000,1253800000,1445800000,1418800000,1013700000,1149960674.08,1486960391.02,1260612819.98
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,662297424.3,658915466.3,754823120.1,956470520,1041822876,1139075073,948875671.4,837334533.7,848768920.9,780039001.5,817282897.9,1098416260,1275191284,1430124512,2736618164,3583137695,3972553223,4475618164,4580757324,4612880859,4936722168,4947035645,4328916992,4204201172,4466878906,4004603516,3933338623,4534638939.10999,5778136096.27102,6562530149.38673,6884305723.77046,7268884910.03939,8991846090.58459,10479068216.8072,11090651436.729,10993669270.2742,11728548904.613,11171452382.4131,11695085497.9929,12161003266.0421,10464912315.3811,10786360682.2729,11435497317.079,12448569091.0714,12429684501.1092,13112247336.0384,14286079087.3738,13929436258.144,14861307478.7247
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17750000,21049999.24,24399999.62,19350000.38,16950000.76,21950000.76,18450000.76,15600000.38,19750000,16500000,12968000.41,13896500,17250000,22700000,23400000,24416904.32,24868381,28397885.2124741,26836163.7211132,32151079.7313914,33650128.5408451,44693322.844602,63811950.7870625,73119263.1866794,76489003.3131694,78578401.6029387,78134569.5922123,75323553.8226013,75945646.6882624,74401710.3702047,80334417.6238619,84744074.5377817,96671006.6813063,90214516.2971224,92512738.7840346,96816750.1184866,120683619.417896,135359896.997178,142416852.72081,149567163.491605
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7382490.635,17591100.69,28039279.94,39181098.94,56236076.35,72921585.08,77002243.04,62006073,36949996.95,43845420.84,42065956.12,40288208.01,50822120.67,60225616.46,71116760.25,91336494.45,101049423.2,117970527.6,136306823.7,108893981.9,89481948.85,98932296.362212,84917981.8711026,70106471.1259591,89178475.7128406,75026904.5400656,85876253.1152284,83064161.1242547,76107818.0196352,55401177.0875582,63117010.2701726,146939347.933076,195673786.140392,240793733.393634,207863209.389345,126457222.338888,139569120.486052,172185775.345679,207763555.185996,248800533.682456,304659173.440494,214449579.452891,221726214.973562,195776833.870766,198742396.0148,216993145.183503,204623916.545632,230914333.08778,250408119.919798,233249649.047852
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1182490000,1450138212.08335,1390779867.42441,1346066952.36915,1261415800.63611,1175291441.14365,1190775526.82694,1224886398.23913,1335682709.83224,1445391571.511,1445943330.07813,1505955305.05222,1446756401.43,1547229197.94003,1574100922.762,1655608129.09726,1750000000,1750000000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,2238933.57293969,2933039.37670196,3548930.80484922,4866701.16845046,8273480.86460516,10460534.0047244,18144730.4308342,11804283.7060374,14292342.8904863,19656507.9192159,34343456.661168,43153828.4255767,58148515.7992805,56658762.9385091,83435182.5866655,73367268.394708,95956453.625231,107936833.880001
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1399999.976,1799999.952,2000000,1000000,1399999.976,4699999.809,2700000.048,5000000,5800000.191,6000000,8000000,8600000.381,4500000,8500000,4599999.905,3400000.095,3799999.952,4199999.809,4500000,5400000,10700000,84900000,88400000,96000000,126870000,135280000,112900000,158166413.296793,210558668.516465,337040056.699114,602974070.716,1055366581.7028,1134718446.9388,1057930000,960212746.785506,1042996646.64182,1110532146.98188,1201339478.59819,1176966248.36876,1190958193.96267,1246634759.3559,1407996988.86426,1388281653.93941,1335620196.92987,1126517920.43532,1417462508.76989,1459221074.91625,1449389659.8976
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1984050244.41406,1872783885.77068,1580952510.81787,1500016856.77626,1495729518.77171,1738096326.07414,2053201662.45907,2037731948.23597,2148940834.02539,2686415541.12783,2717663874.22993,2127033059.49894,1822304847.02471,1958230199.62974,1845715376.70009,1957987470.1827,2107139724.56893,1801111957.91248,1845995097.12476,2016872694.94044,2262876954.49907,2332570551.4136,1931039749.05507,2477948499.81384,2581262139.02977,2823600740.52491
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43136806.49,61410015.11,68886909.48,57477024.08,58281730.65,77326385.5,74575286.87,56426345.83,55883449.55,49985622.41,31273542.4,37250999.45,54319961.55,54687019.35,49382450.1,85569969.18,83500007.63,93993293.76,74285774.23,69878875.73,55334979.8355581,43258571.7451534,40925961.6025508,36255880.4320047,26360203.531478,18540860.9679144,17907642.6621621,19073417.4869225,27309329.1576155,78656415.9593629,117744505.789808,103859006.637737,92191518.1508924,46823196.335013,15209029.1859779,22321278.9239338,20409878.2888146,18103143.9242752,36004335.9432826,46123119.0839999,30045619.5721967,24622501.683518,38956561.4682334,44309897.4026306,59360104.1407768,44222901.8878611,60583609.6740258,62238030.2194787,70025203.609462
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82000000,81000000,61000000,113000000,73000000,111000000,124000000,57000000,29000000,46000000,40000000,40000000,42000000,32000000,120000000,573000000,1110000000,1791000000,1247000000,2068000000,2952000000,2059000000,1572000000,1236000000,1501000000,1349591000,1448914000,2003791000,2286680000,2812514000,2805358000,3287162000,3305694000,3642585000,2889159500,3082801866.11,3214602242.94,2784072055.49,2717675068.66,2647908513.04,2896909951.71,2739786526.59,2698770651.24,2933489276.49,3213621676.71,3566219438.48,4102018147.7,4973758734.57,4433700953.4
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869996.045371236,892985.401225192,870223.31019784,893469.008816082
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41500000,50600000,50675833.2425631,42528019.7653899,58235451.3536032,826200309.55945,1176951496.86156,1718485429.27941,1722769584.63433,1612912427.00584,1716435980.56618,1693553171.13885,1918650334.46895,1591794627.63678,1332910000,1483190000,1448880000,1666960000,1717900000,1523870000,1629140000,2079620000,2122180000,2135650000,1985450000,2010320000,1995400000,2354760000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35940307.62,47654621.12,51023120.88,60147422.79,78074638.37,109669143.7,150431030.3,153360977.2,110302223.2,113213974,90237777.71,125921798.7,191625381.5,173280075.1,187028152.5,155259277.3,139672851.6,112967811.6,128813964.8,117222412.1,80346946.72,78178306.58,76009666.44,73841026.31,71672386.17,69503746.03,67335105.9,49915523.53,58734134.67,53747390.75,44417327.88,56664819.5959556,67996281.7810241,84436174.1346809,99742143.2004595,96373875.8623851,120462189.137398,221068018.694094,209980744.386756,308469520.206762,396308040.732104,384985616.449515,397373892.542271,416839243.101534,455650092.233639,467251841.7327,524608104.841885,570950968.580105,523912790.75047,578943725.585938
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41783.9949132528,71562.1616149131,11470.9717731824,189948.940546266,3645216.67747847,28232147.7562549,34498929.5130741,45463176.8704967,46433649.08889,48639473.8999705,56262627.9576534,51041076.6786063,34652856.2334303,33778270.3184594,48328656.127359,92045248.3755562,145245511.487583,168015391.456856,163422316.580144,197847049.192108
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24281503.68,23602317.81,24005556.11,40064800.26,31596889.5,25852012.63,20547992.71,20617847.44,20757017.14,27560075.76,36425994.87,42742012.02,47700454.71,59140384.67,62366531.37,76012992.86,76491363.53,85453643.8,105860860.513533,100349713.287571,76416556.3624656,73741557.0460778,79715583.7524235,89761166.1532951,80954171.1337339,85021681.6857538,108444935.563724,113427832.59142,136692598.596987,136573208.356251,138793676.267285,155035990.797435,135620281.024167,130909874.536165,176875019.612974,176969700.272847,175918335.416559,196981864.56991,200903517.81206,211373829.22032,216552201.969857,234507466.969779,215024389.588415,234138375.784112,314508173.969034,315278933.416779,316382780.266555
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9000000,9500000,11300000.19,11600000,11600000,11700000,72200000,82400000,102600000,112800000,123000000,128200000,147400000,163700000,183700000,185800000,187918000,142213500,557456183.510441,610649730.153891,855043136.864211,1003326430.78545,1103123111.71673,1185470632.92188,1199209465.58663,1287315706.92993,1431304827.19167,2654393614.65735,2587757355.27972,2538809147.78715,2616016585.91047,2781885245.44323
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3478724.48,29392337.8,28704811.1,19019723.89,28000396.73,14829845.43,12220014.57,23736240.39,12777147.29,12321712.49,32569686.89,22992322.92,7337643.623,25010219.57,20341670.99,11401200.29,11239141.9243085,13409964.6371449,13564186.1214648,22612526.2692594,15404277.0364073,22100034.1796201,16831585.0818213,29456452.6251852,75414618.5995415,103389306.370281,77019167.2179993,130058704.554612,167560280.239556,162670388.475588,185112093.172528,114971017.942742,219542284.801707,210407729.586195,244128551.991109,283337565.91589,241706990.04708,268951584.734338,316800671.404731,333554498.390558,355550645.811703,334097288.504641,430097112.097775,562660764.308562,580000000
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,486450124.196581,557614596.99196,492323809.928894,495453434.25793,657130051.118597,554559608.300993,611188719.329728,635318060.390276,672291476.854856,827662792.757915,933656853.336043,1085691997.21255,1177479621.67601,1299412196.87697,1196444724.41024,1199157750.27888,1227344978.04621,1254600489.98476,1336538605.70778,1351304689.29191,1274255368.12748,1289324860.09108,1268185480.31644,1295567216.75409,1311782569.26068,821832443.665485,831502696.662449,863836976.43937,847193218.595666
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,13507646.3271561,15584663.3835892,14256282.6687645,14148597.5605371,9008669.81895839,10213438.5342959,12750388.5220376,10213438.5342959
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1965974.45,988230.4668,..,37864.5249,11040.3122,36517.8697,20993.7375,21151.9469,21310.1581,21468.3693,21626.5805,21784.7917,21943.0029,80803.6923,141790.2112,150354.7579,158919.3046,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33388.0186,1230126.262,1354244.59,345813.7214,793082.8333,..,..,204010.8591,321370.1546,724057.2572,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
