Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108000000,124000000,124000000,126000000,157000000,190000000,268000000,404000000,689000000,815000000,850000000,1108000000,631000000,627000000,678000000,521000000,631000000,731000000,994000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216603835.92,624996676.79,788698416.8004,454083461.9711,323642538.268423,444730790.483326,524163478.528777,228991809.215134,167894464.282526,143979106.230961,234618700.600525,217292317.990937,225420606.479917,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4135728.07,4863740.36,6511798.04614106,26532132.0306529,9940000,279685288.700009,229819782.333038,209306821.565656,150855105.344629,215775643.88998,190551293.64341,178722842.218417,153312400.478059,147156757.388012,106330982.912761,114879336.943132,119679640.769479,124630375.669198,140344309.701299,149489653.212121,178276905.235549
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83920974.73,112963012.7,130798111,164692703.2,149682266.2,126301345.8,156824249.3,141269714.4,130872345,101439361.6,82272422.79,53256538.39,38377834.32,31481969.0371486,22032304.1215837,..,..,..,..,..,..,..,..,..,..,..,..,..,26999999.9999988,35000000.0000016,48863732.651948,26782545.1641349,45702405.8364337,27971375.7452961,30901604.941008,44242618.9188504,38715810.1979153,295922112.14148,72128990.5929386,76633496.3215657,214378056.734394,87006383.2050524,81545364.5801962,149253465.262997,83216354.2530757,77650629.4705225,74973190.7473104
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91484853.444657,83804274.980466,70514090.7029224,123883259.200784,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79000000,89000000,77000000,71000000,104000000,150000000,124500000,121637000,132900000,148900000,209546000,173802000,179950000,201650000,263070000,266290000,216060000,223507959.12,229849970,296009591.2,214905215.9,412666784.97,602671451.28,669453676,715962015.82,714458886,564261541.640106,2051320868.26326,2395965855.79732,2746615873.18541,1252909011.69,1176110313.56,961415276.24,681627015.492267,549082042.551059,576471436.778989,445400143.824058,517668187.39298,434161569.954021
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11148148.54,10925926.21,4314815.044,9474074.364,6311111.11111111,7867901.325,9424691.2,10981481.4814815,8396296.2962963,7859259.25925926,2051851.85185185,1111111.11111111,1085185.18518518,1581851.85185185,1558148.14814815,1564444.44444444,1411481.48148148,1489292.59259259,1566737.03703704,37356938.9733342,39912337.5431445,48278132.5138068,51046970.3667893,48365332.4423548,48919119.1843307,48524100.8269397,50128385.6921298,49248879.3135012,52088361.5547778,52822644.38,54742927.4962963,55445390.1111111,54174267.5481481,47551576.2174111,44158258.3572766,52124108.4092389,55995754.8148148,57136720.0000001
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16000000,28000000,36000000,27000000,18000000,19000000,22000000,18000000,20000000,21000000,45360000.61,69720001.22,94080001.83,118440002.4,142800000,163100000,176600000,195200000,207300000,231700000,246500000,250300000,267700000,256100000,119550000,180410000,234470000,314010000,356443536.609755,463192097.270433,631436069.113049,766571548.308179,1037765445.69439,1137054505.60572,979205922.333175,887803486.561137,732414557.145982,685001365.914279,769242057.986733,1060484529.95531,1010375535.64433,669932291.414625,521040572.482506,601996355.712134,595083515.980289,519511391.828224
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31400000,37190000,3210000,8045000,3520000,18080000,22791214.4548463,25591178,184166845.259631,207369058.141488,182059933.214311,238832730.679451,223597466.863586,180494515.859856,227429876.335838,300394193.48562,314788691.745455,355297861.233836,390589978.814492,363788468.805367,358015507.114938,367496443.764591,341262575.416442,362671834.147856,304365569.428434,352775607.719648,605440454.645195,535930537.81696
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16480446.9273743,4692737.4301676,4301675.97765363,3687150.83798883,4972067.03910615,7206703.91061453,10000000,11620111.7318436,27391061.452514,43743016.7597766,39111731.8435754,45960893.8547486,47636871.5083798,49072625.6983241,61930744.9395718,71864171.2511287,73072625.698324,75642458.1005586,72960893.8547486,64916201.1173184,63910614.5251396,67821229.0502793,96600635.7344925,101055321.90846,101227532.399301,98053343.8823571,108045584.640981,111650956.926434,112627597.550605,101762567.219897,111331648.74942,110361038.271826,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Australia,AUS,..,..,..,..,..,..,..,..,..,..,66080009.46,83962074.28,122832298.3,193900329.6,213557098.4,222246444.7,211665603.6,208692459.1,247260421.8,273925994.9,303632507.3,365259887.7,365698913.6,381575408.9,403232727.1,311754455.6,291884246.8,340696655.3,428584075.9,555251220.7,601367466.962332,522617128.63364,457806049.587982,441562934.039845,487695522.157596,570167764.18997,728177753.776965,771092538.014612,796700672.873205,870854803.38831,868990623.794047,855078367.421529,991488492.414696,1380807137.81441,1608966509.53885,1531079216.44991,2051227219.45335,2980870874.07376,3366427026.74913,3224401181.6775,4655461396.62226,6597638171.47406,7288016963.60232,7353448444.88035,6916961339.98325,6032850094.65993,6179374297.70856,6793253706.78176,7268447090.4099,7438424190.33028,4354448930.29543,3785919242.04078,6530528854.30705,10317028789.6747
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Austria,AUT,..,..,..,..,..,..,..,..,..,..,24692306.52,46596698.76,98605583.19,181810546.9,271194152.8,243576324.5,232826538.1,239277359,187292373.7,231978363,334470336.9,285688446,265836181.6,214980117.8,194567581.2,189676162.7,224538681,228747100.8,251341339.1,302310730,319779052.7,415871521,206126342.8,288913970.9,292412139.9,345817108.2,346233947.8,342774261.5,932067504.9,1370329468,1298060059,1421891113,1517669556,1874189575,2227846924,2118672481.03345,2302162764.5374,2592071465.95299,2984770130.75056,2909179496.78333,2989978304.90619,3622755852.38093,3450702386.15693,4105252550.13768,4962526962.17432,4750215267.75261,4885123590.77349,5369093592.33248,6206351378.91026,6423312126.48802,6214084544.94524,6878204794.58874,6949674700.78465,8129050456.48142
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9310000,14861000,19039000,30272000,77030000,100962000,141882000,187881000,131284000,172305000,239397000,274348000,404535000,567345000,638101000,953589000,1279630000,2072681000,1902602000,2031324000,1293019000,740236000,603318000,579500000,621549000,731878000,812858000,811938000,674780000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26500000,29200000.76,38900001.53,27200000.76,41700000.76,30500000,35200000.76,26700000.76,32400001.53,33700000.76,32200000.76,39500000,47400001.53,39700000.76,38700000,49500000,28800000,27300000,28000000,31700000,33200000,36800000,39300000,47100000,56170000,53620000,57669730,62750000,71390000,83964350,100290000,94990000,65924820,63340000,88040000,119727000,139704000,138725000,150819240.9824,178800140.7306,193848517.8571,262328167.4932,210701450.4281,206936185.690005,235468493.520002,246134328.020002,216507922.479998,295653593.059998
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263463958.7,292467742.9,347529388.4,448570159.9,322574310.3,329973266.6,367287231.4,372872345,345478729.2,384042541.5,778457458.5,716223388.7,672074462.9,668617004.4,693882995.6,332180851.06383,369148936.170213,335638297.87234,395744692.253282,430585146.464043,499734081.318025,559308558.982788,634840484.626109,725000072.307188,856171707.013059,1012681829.78723,1286918851.06383,871542553.191489,1082180851.06383,1119946808.51064,1223404255.31915,1530851063.82979,1482771276.59574,1774489021.2766,1390957446.80851,1641755319.14894,2050000000,2074468085.10638,2165957446.80851,2364361702.12766,2367287234.04255,2391489361.70213,2465957446.80851,3268882978.7234,2890159574.46809,2738031914.89362,2526861702.12766,2711702127.65957,2663297872.34043
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,720442.6527,517298.758,266491.8005,195129.6926,392002.4037,223066.7025,133171.5137,162511.2742,196470.6928,415305.5549,..,..,..,..,..,..,..,..,..,..,790506.627107363,1714249.52766601,2557265.56639443,3704857.23006327,4378216.6851099,3699706.70815673,5734840.98605732,7068562.16197178,7743207.69949113,5457649.18951444,3322209.50838785,2809832.24204278,14330657.1150535,7791556.3682341,9418584.30684694,11612731.7063982,11741740.2571771,19553597.1403801,32521361.4348432,32102746.7155943,41213540.689277,46838244.5116133,56932184.6211527,82792588.3259286,94827814.1836616,100464837.018003,135240485.625238,148780050.850501
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,550000.0119,354452.5802,416388.8991,816651.2847,438333.5412,396261.9305,100000.0015,649999.9762,649999.9762,750000,699999.9881,800000.0119,550000.0119,500000,850000.0238,750000,800000.0119,4500000,3650000.095,7000000,6250000,7700000,8800000,9550000,11250000,15450000,20350000,16250000,17700000,18950000,19150000,20300000,20134500,21713000,18250000,40794146.7041721,35778093,55286712.96,39018966.67,37170015.89,35029244.525,56726261.536,52694935.0010688,63896785.9782236,62510666.9516274,54531589.6431534,51615785.7846208,48758037.1105,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3500000,17000000,11900000,35600000,25700000,19900000,4800000,9600000,33200000,48800000,28100000,47100000,52200000,70400000,103200000,171000000,133000000,115700000,133800000,141700000,150800000,181200000,162300000,123800000,137800000,159900000,185900000,245200000,240200939.05,164657870.37,113931580.04
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,580808349.6,663999267.6,713931457.5,987577941.9,1130499146,1280031494,1187483032,994580749.5,892699218.8,793433410.6,779245666.5,986456298.8,1276381836,1380126343,1508718384,2309630859,2432428223,2896886230,3029477295,3659792236,3251686279,3418260742,3125033203,3347351807,3653230957,3587770752,3905530518,1628741741.3897,2097327653.91901,2342483500.50505,2426083650.54625,2564697223.16673,3201618745.39467,4123817770.53245,4291702746.26141,4142285273.16016,4504366770.99565,4303018197.84427,4548072301.03076,5251309838.20849,4441158754.04116,4564818715.74936,4747435274.46293,5611363724.67033,5348935400.56812,6066880104.35842,7063245870.70707,7877562509.65911,10616193570.2879
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6800000.191,6400000.095,4650000.095,5349999.905,6000000,6000000,7150000,5700000,6000000,6000000,6568500,6881500,6875000,7550000,6900000,5972124.5,6435358.715,16029825.407302,16651088.7717685,19749508.9657851,18013818.1394635,19332237.978542,20608628.3376499,21454975.4159218,27977571.046179,22508922.2045363,21991807.7054283,23529361.4356243,26326846.2259463,31523217.6742768,33269797.5072743,41161360.5304401,45202220.8003739,45607619.8901334,42979100.7358568,41881051.8284085,42407418.7359842,41695830.9735939,41395472.3829643,40719736.3539237
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2687941.313,2664328.575,1330819.607,1208891.153,1511150.599,1842783.809,2120413.303,1898933.649,23773132.32,22295349.12,28693920.14,11129339.22,2887620.449,3327382.088,15516963.96,15151329.99,20687581.5353086,20727602.9668692,21149125.0734851,21458697.0168479,23251784.613878,26484507.0404244,33615322.6578149,17064455.446481,29877018.3595546,5934716.82879594,8901617.84217862,10267645.6646459,6648280.33234005,5247479.74841846,5637750.0160204,33541431.0189927,60845024.603029,107687774.618298,74614342.8442147,70228496.4253565,63440509.3118417,61631882.6515212,87741932.9189547,101062518.757726,144363223.97077,98216933.4574093,88136694.4092267,72946194.1673193,94458843.3443268,87497446.53695,92063088.5880929,100184328.662152,102731291.456694,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171580000,177947228.143311,190915102.148093,212564001.156237,238623065.815222,215424493.832844,217148645.741621,218784177.190285,224147086.878863,186973109.772682,213856867.829307,218383822.031545,197545233.446783,198609831.920464,183196006.11852,159405524.463641,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75022491.0343194,60503403.6793541,61007916.244212,47650215.2113134,70779765.6661513,92283274.0490246,73765182.3259175,57949829.2888992,52119521.9726357,54958721.1717833,52526250.4395012,52589438.2417465,57524189.4222053,64990915.7525375,47980514.7972506,25794645.5021305,33684108.3160668,77803979.6175326
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1799999.952,2000000,2200000.048,2000000,2400000.095,2200000.048,2299999.952,2299999.952,2200000.048,3299999.952,5099999.905,4199999.809,7099999.905,7699999.809,7700000,8600000,8900000,9500000,9800000,9200000,13000000,12000000,15100000,32100000,37000000,36380000,37880000,45781410.2461145,50586782.9261628,66719820.04045,73240336.466,78912289.447,105883449.600716,103470000,101784071.7,117258563.539464,147112672.285848,172158814.237793,180137043.898414,210175743.521405,222250464.340478,232927804.367505,251815643.315127,275421573.736587,215679931.571257,293731382.457238,319306430.893004,332201491.417087
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2350912.0467568,10807341.1919961,14009275.6810388,20021614.0188188,62067340.7838474,39993450.0464274,54510130.9879534,65397819.0403844,55292739.1974826,55055851.8690874,46440159.0725173,51680114.1431026,46846961.2648497,48445049.0365599,46847045.1574511,55544289.464585,60512502.9427537,63649593.4311002,83628912.5031727,84373799.5566988,96760344.4839983,110328943.591715,107867530.396403,136902834.922731
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3921527.863,36800010.68,40619522.09,34293014.53,16809679.03,25861236.57,29041337.97,25542390.82,22608638.76,24030069.35,15663051.61,22031305.31,1131665.826,18780263.9,36428863.53,117981204.528078,117928922.760843,139212456.599794,131444548.765515,145307825.558347,198938992.04244,86366731.2102472,119016205.743274,117727668.556608,122264635.575863,133941061.157217,129091561.656691,129616289.542827,185589022.421694,99200398.0583915,107032901.744271,97410081.8139718,98646074.2009613,57561567.9031087,59503691.6493388,99754459.855347,122311487.009103,124130509.024899,97489264.3869631,105396857.464986,94742111.7026077,80447980.7958848,81246534.89425,63438910.5693902,99403760.8478688,182228868.570862,242674148.126351,211834421.023256,211481653.09639
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108000000,103000000,114000000,147000000,27000000,152000000,154000000,168000000,19000000,5000000,6000000,10000000,10000000,7000000,9000000,11000000,21000000,34000000,198000000,250000000,336000000,396000000,361000000,359000000,308000000,338325000,344833000,329421000,295980000,339493000,373953000,529306000,562634000,813083000,730896100,1023656774.64,1123817121.58,1063670886.79,1150189008.34,1538775897.25,1339086890.17,1385076006.47,2238140844.16,2253247430.04,2231583198.17,1607787352.21,1755081763.44,2238383172.35,2286426744.26
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89225732.0647701,96975673.5483045,353781659.800789,375574678.932879,405466493.678279,430285346.649689,420360159.049574,444817438.557593,..,..,..,..,..,..,..,..,..,..,10149953.8626644,10418163.0142939,10442679.7223741,10721628.105793
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33500000,15500000,3420338.63825527,3817229.84349167,25957718.7965305,26957168.6723578,14492716.0014684,12586214.1572144,29436635.3450777,35452285.32738,49577452.7719573,102605421.739246,161810951.998948,101249928.567394,90350000,104540000,107090000,161950000,169060000,114850000,126530000,163040000,195080000,204570000,189120000,157230000,188040000,174060000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13680665.02,31015398.03,30261497.5,40516170.5,34348766.33,39394203.19,51931194.31,45419841.77,35510585.78,39783130.65,35529838.56,40757865.91,49268581.39,58355628.97,56955184.94,56073776.25,80855110.17,70661155.7,70100395.2,61805484.77,50952377.32,49878166.2,48803951.26,47729740.14,46655525.21,45581314.09,44507102.97,44031791.69,50096973.42,77183372.5,79165634.16,83860215.6593625,86153890.3437805,93321883.2601027,100015685.775945,99707964.5869509,111897013.015589,42037257.8695118,71420129.8732234,148953261.85146,160554578.541688,180767735.761453,188062679.743843,198931795.905219,208745502.373646,196545204.663271,201769454.242857,202582629.848734,185158859.491844,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8542493.82,6998269.558,8797072.411,5940382.481,5376050.472,5313700.53988559,4363333.85518268,6821804.16957375,5997199.11030563,3930143.96675407,4496361.47062651,4508720.16207169,2332902.10278108,2158494.30226737,2087967.17311745,2463668.23618653,2355623.71038835,2825143.54476098,3267998.00484011,330638.568444,193606.158167478,206185.857041694,225443.049144692,241799.963312528,1114227.94105194,4957959.18201529,6163321.19200048,5235126.8994185,6978499.11232411,14846035.6425822,21041450.006701,16976270.5786602,15752213.6015518,19331771.6281818,17473373.90201,16213088.1061569,17348187.0320015,16617476.1839473,15839144.0457988
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1080542.684,1430881.262,2284386.158,1798325.777,1830323.56944987,3049644.06581865,4717897.70047206,3668562.51135611,2745972.78897719,5165683.55308813,3480262.69057659,5237470.03899402,412552.438672325,473036.778588945,479393.645007688,282770.063507953,1521438.77173392,7190099.31363358,11977563.1165539,5170967.04875081,5718482.32634398,6022910.78238546,10007579.5039821,11724051.281501,7962675.69111659,8626301.03167873,9824627.35988005,9847113.92319058,11394438.8095345,14207581.3249194,36460830.9082515,44233167.2347701,40252578.6794581,37197803.893243,37059989.2986641,35347713.947864,30236846.2177801,29799346.6512291
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14100000,14900000,38400000,52000000,77200000,38800000,41900000,54202170,59617900,52346450,69656040,56198080,56246790,128490500,120240500,118396500,170627500,159287131.884636,163000010.026649,192436819.101186,265124288.352564,297255644.815401,359610112.126491,314340835.238975,356857492.012196,324477385.964618,309802626.755738,279024939.883376,226459074.65167,259244148.765836,302336225.903684,430153652.224109
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10908513.07,20119131.09,37090724.95,101760910,101460464.5,98050476.07,117853591.9,106600959.8,138983184.8,135285018.9,136655578.6,160551574.7,114103614.8,110884702.450238,95353921.3682631,135062740.510378,106511248.955472,62229300.7792314,22338045.0010765,37081634.0172496,35565340.556248,33510027.1789142,28118441.4610098,29980072.0425181,41725638.8375231,55576406.8879165,56736548.8513943,42170434.5981639,56198255.1610859,91752773.4395071,89682356.9736026,56576227.9280025,130469611.001679,54232641.8245913,80717476.7713523,72900867.5373347,65130642.840141,82226627.4209087,75607434.9552448,81209328.7727286,83592863.6782188,88887957.4166886,86396256.2550969,101578112.437275,40311259.1348726,32278962.9385108,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1314152129.04174,1312810161.88573,1225019804.85808,1137252965.8626,1180866506.68029,1306027082.43198,1451288395.37223,1547247001.22047,1494681390.07417,1614242982.15281,1696622259.4351,1774974003.28847,1970679764.05853,2242154647.11984,2610530518.9199,3261615579.71714,3286690324.2995,4567022241.08906,4859141896.89805,4662098288.9915,5290453957.41713,5557756827.74173,5629382995.17342,5702499908.42515,5948213016.80636,5114157603.63363,5255722464.64191,6482765219.33016,7578422449.32389,8763218444.02473,7458003424.31636,8156966073.45161,8328009711.61056,8593389624.59289
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,371197417.729328,395035319.864718,449068951.138823,501070778.204923,492115602.516584,492085184.735062,538825162.051836,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11335898.4,14823457.72,10511388.78,19609090.81,15783966.06,17714208.6,16739881.52,15264671.33,15051318.17,24230022.43,28944896.7,33013458.25,31184141.16,35987025.9889842,35199421.5311098,34591173.4856788,35968735.7629801,27377290.0678529,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11506853.1,8322407.722,8546380.043,4113034.248,592496.7527,663407.9218,2962741.137,6741096.497,10519452.1,17663574.22,25324705.12,35219280.24,31199815.75,38932687.8427467,38800893.0593683,46903606.2499675,40948207.2824501,15421339.3132209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70000000,93000000,81000000,14000000,14000000,13000000,12100000.38,14199999.81,14100000.38,17600000.38,7200000,8333333.015,9466666.222,10600000.38,11733333.59,12866666.79,14000000,20500000,15808000,14400000,15600000,15700000,15900000,3500000.05085985,3600001.63216023,3199999.16289998,3199999.84122023,3200000.50499129,3199999.7251396,103939862.000001,148788988.999984,177089470.999982,237627482.999982,310104615.999989,304434932.999978,386476768.999982,345594093.542873,492037287.263703,623866299.713828,722743058.630458,615580366.397797,636974680.335048,675621549.36892,681691198.08408
