"Data Source","World Development Indicators",

"Last Updated Date","2017-05-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahrain","BHR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3072698328.46909","3467819148.93617","3645744680.85106","3735106382.97872","3905585106.38298","3651861702.12766","3052393617.02128","3392021010.6383","3702393617.02128","3863563829.78723","4229787234.04255","4616223404.25532","4751063829.78723","5200265957.44681","5567553457.44681","5849467819.14894","6101861436.17021","6349202393.61702","6183776595.74468","6621010372.34043","9062906914.89362","8976207712.76596","9632155053.19149","11074822074.4681","13150166755.3191","15968726861.7021","18505053191.4894","21730000000","25710877659.5745","22938218085.1064","25713271276.5957","28776595744.6809","30749308510.6383","32539441489.3617","33387712765.9575","31125851063.8298","",
"Bahamas, The","BHS","GDP (current US$)","NY.GDP.MKTP.CD","169803921.568627","190098039.215686","212254901.960784","237745098.039216","266666666.666667","300392156.862745","340000000","390196078.431373","444901960.784314","528137254.901961","538423153.692615","573400000","590900000","670900000","632400000","596200000","642100000","713000000","832400000","1139800100","1335300000","1426500000","1578300000","1732800000","2041100000","2320699900","2472500000","2713999900","2817900000","3062000000","3166000000","3111160000","3109000000","3092000000","3259000000","3429000000","3609000000","4961119000","5353524000","6019972000","6327552000","6516651000","6957996000","6949317000","7094413000","7706222000","7965588000","8318996000","8246650000","7820420000","7909580000","7889750000","8399031000","8521997500","8617738100","8853519100","",
"Bosnia and Herzegovina","BIH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1255802469.1358","1866572953.73665","2786045321.63743","3671816504.23851","4116699437.4041","4685729738.56209","5505984455.95855","5748990666.17862","6651226179.01829","8370020196.19158","10022840634.9206","11225138297.1959","12866524918.2221","15776422673.198","19101454463.7507","17600630726.6141","17163117551.4626","18628022743.4257","17207367625.8048","18154290272.2151","18523988466.7571","16191716214.6829","",
"Belarus","BLR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17369598958.1159","17813389815.004","17022180272.211","16280372553.0518","14931599418.4226","13972637603.2102","14756861538.4615","14128412417.193","15222014828.3039","12138485328.6267","12736856485.1068","12354820143.8849","14594925392.9691","17825436034.5366","23141587717.7633","30210091836.8294","36961821893.6976","45275747860.6442","60752177438.8895","49208656976.039","55220932613.958","59734593904.6402","63615445566.8483","73097619636.8208","76103961203.4406","54608962634.9908","",
"Belize","BLZ","GDP (current US$)","NY.GDP.MKTP.CD","28071888.5622288","29964370.7125857","31856922.8615428","33749405.0118998","36193826.1234775","40069930.0699301","44405594.4055944","47379310.3448276","44910179.6407186","47305389.2215569","53233532.9341317","59207317.0731707","66062500","78343558.2822086","103216374.269006","118066298.342541","96905829.5964126","117650000","136300000","151800000","194750000","192900000","179250000","189000000","210900000","209150000","227850000","276550000","314900000","363150000","413050000","444720750","518239100","559858250","580863700","620140400","641383800","654314350","688992450","732732350","832072450","871860600","932551850","990374038.916065","1057845487.01254","1114222545.68238","1217467601.14436","1290573396.53153","1369603993.98571","1338515647.69315","1398362215.83775","1488894464.89739","1573867323.54972","1625828111.72853","1717861729.53812","1752861127.94553","",
"Bermuda","BMU","GDP (current US$)","NY.GDP.MKTP.CD","84466654.0801544","89249986.7007156","94149985.9705588","96366652.3069165","107566650.637987","114339048.962736","134173373.782802","155102984.621576","150000000","164900000","186300000","211100000","235400000","269500000","312600000","345000000","386300000","447000000","475800000","517200000","613299968","739100032","785500032","889400000","985699968","1039500032","1173500032","1296499968","1415100032","1501500032","1592400000","1634899968","1679900032","1820359936","1867160064","2030749952","2695390000","2932827000","3130748000","3324433000","3480219000","3680483000","3937228000","4186525000","4484703000","4868136000","5414299000","5895048000","6109928000","5806378000","5744414000","5550771000","5537537000","5573710000","","","",
"Bolivia","BOL","GDP (current US$)","NY.GDP.MKTP.CD","563110051.920733","612518906.826491","669722541.277818","721142957.311474","812543072.505384","908874537.037037","994044553.872054","1084059814.81481","908874537.037037","964615698.653199","1017171717.17172","1095454545.45455","1257615644.97932","1263018490.75462","2100249875.06247","2404697651.17441","2732083958.02099","3227436281.85907","3758220889.55522","4421343606.18135","4537487842.57749","5891606676.18271","5594118400.16731","5422656261.71049","6169481549.37482","5377277406.71638","3959379487.6064","4347956298.51327","4597615562.66594","4715978868.21613","4867582620.20708","5343274311.56789","5643893347.00679","5734676560.92471","5981244886.917","6715220507.05164","7396966657.47054","7925673448.41368","8497545598.08352","8285075872.27307","8397912509.09679","8141537937.61068","7905485216.17852","8082364868.39357","8773451738.91129","9549077869.1065","11451869164.7112","13120159975.5451","16674357238.5781","17340028490.0285","19649692875.5683","23963096439.383","27084515195.369","30659334298.1187","32996237337.1925","32997684515.1954","",
"Brazil","BRA","GDP (current US$)","NY.GDP.MKTP.CD","15165569912.5199","15236854859.469","19926293839.0163","23021477292.2093","21211892259.9904","21790035117.19","27062716577.9111","30591834053.9653","33875881876.3672","37458898243.8609","42327600098.2412","49204456699.9313","58539008785.9047","79279057730.3799","105136007528.354","123709376567.552","152678020452.571","176171284311.567","200800891870.164","224969488835.181","235024598983.209","263561088977.1","281682304161.041","203304515490.791","209023912696.837","222942790435.299","268137224729.722","294084112392.66","330397381998.489","425595310000","461951782000","602860000000","400599250000","437798577639.752","558111997497.263","785643456467.255","850425828275.793","883199443413.729","863723395088.324","599388879704.634","655421153320.579","559372502338.237","507962741819.919","558320116997.075","669316239316.239","891629970423.924","1107640325472.35","1397084381901.29","1695824517395.57","1667019605881.76","2208871646202.82","2616201578192.25","2465188674415.03","2472806919901.67","2455993200170","1803652649613.75","",
"Barbados","BRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1012264035.93834","1114104641.92324","1164059789.75045","1235775210.81961","1347033586.80082","1409740726.1551","1547790025.47984","1704440882.93392","1812891396.47311","2006394477.47387","2012302519.52124","2020744653.61842","1957168343.54374","2063267995.73752","2151285060.49141","2261996995.18515","2411846465.43502","2549260575.07039","2874413287.26735","3012021852.2502","3121619807.97687","3116632412.98352","3169612598.33334","3274856571.16603","3514370691.25564","3897467233.85757","4303275572.40198","4546115388.40716","4595264666.36232","4601200362.60463","4446829722.72591","4358920097.55454","4332141067.26626","4371196622.64321","4352734313.10536","4385250000","",
"Brunei Darussalam","BRN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","114040245.655299","132758395.400497","139030445.576898","160819286.554292","161211289.690318","179080099.307461","197523179.241883","270818555.823521","433092003.579273","1073577085.64159","1168304305.65513","1423061356.64562","1732721160.94122","1941600703.60598","2803780005.51826","4928824957.9675","4366213849.57637","4264252336.4486","3844723142.45149","3782523088.4628","3523612563.06532","2358592817.12134","2754463437.79677","2690717551.18267","2985467979.28524","3520551724.13793","3701667052.55846","4183548189.07305","4105706151.75145","4087337959.93191","4734020036.68689","5115602836.87943","5197332974.13793","4051147227.53346","4600000000","6001153306.2645","5601090584.36122","5843329107.56171","6557333084.60567","7872333215.00414","9531402847.87311","11470703002.0769","12247694247.2298","14393099068.5859","10732366286.2643","13707370737.0737","18525319977.7407","19048495518.5659","18093829923.2737","17123125493.2912","12930394937.8137","",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","135653295.165394","146391639.722864","148934334.038055","165585940.594059","169264991.197183","172217502.021019","201375725.614592","253182453.703704","283855833.333333","275949889.09427","299787275.842376","250045839.929639","250794359.567901","235239570.350935","270801565.189672","303053462.843047","316420860.852385","365964500.137703","376955087.251575","419035810.496981","439158233.199822","476360697.181606","537050133.717342","622026107.771576","702682018.976169","818869145.124717","897731524.929922","1196091805.02316","1258332337.28382","1264758197.96593","1585472534.10547","1820207625.80217","1823692109.61652","1798333725.83954","1958819914.95916","2057947621.19283","",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30412308.9864012","32902336.644746","35643207.6265246","38091150.566196","41613969.0506064","45790869.7473126","51464435.1464435","58646443.5146444","66248256.6248257","77356914.0788191","96245114.4611949","126957494.407159","165258093.875959","244129088.027662","306033848.417954","355172413.793103","372010119.595216","451603325.415677","590376720.598889","819877300.613497","1060923829.13021","1073861599.13948","1014907254.54016","1172258182.14969","1240796364.75662","1114764007.14811","1392634771.9653","1965274882.36345","2644536804.11244","3083800684.89751","3790567051.86778","3942792837.35655","4146513722.33019","4160086253.1468","4259330999.03151","4730611067.02258","4847752842.78924","5020214747.45261","4790458837.17078","5484257417.17844","5788329609.15755","5489608299.66445","5438857106.73536","7511582173.37724","8957467706.5354","9931134940.51346","10126940513.3125","10939053367.1521","10945070447.5102","10267133183.7388","12786654369.6595","15682926890.0326","14686278713.5189","14814761247.9547","15880203580.8046","14389717321.1029","",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.949571","123134584.467673","124482748.937917","129379097.888958","142025069.461676","150574816.300764","157930041.875883","163820538.867947","191767436.956884","188039191.323608","189106554.521277","201450768.367553","230317908.038643","271183061.359635","281398668.160613","378660016.265936","451152449.984411","507298120.68315","610578523.761178","700764892.704831","797048028.773247","694803502.722356","748312283.726757","658679394.907969","637820620.670195","864849765.059664","1122265026.38274","1200991825.95398","1264899368.20165","1233930277.04922","1440711395.67069","1377375030.52921","1411917558.45855","1278781166.72188","851174350.649409","1115389731.79119","1007791186.20106","937741468.029676","967338348.658314","999477510.686632","914500299.097034","931833302.752857","991387870.12463","1139754799.16304","1270080250.65268","1350301057.06866","1460562038.37097","1698125617.92304","1985370057.92473","1981728140.77833","1986014845.63184","2212699746.81377","2184183758.31567","1518565219.01061","1702898939.55483","1583776759.97697","",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","41093453544.9096","40767969453.696","41978852041.4426","44657169109.224","48882938810.2204","53909570342.169","60358632035.1532","64768831262.1761","70759031841.7237","77887510241.7083","87896095224.4234","99271961477.5203","113082820992.019","131321859214.079","160408697648.262","173834029787.652","206575564401.623","211612156934.65","218632867449.812","243072102185.419","273853826377.01","306214863624.99","313506525087.136","340547711781.889","355372558103.621","364756499450.751","377437927311.983","431316742081.448","507354351182.254","565055743243.243","593929550908.468","610328183643.188","592387689252.916","577170761956.438","578139279437.61","604031623433.401","628546387972.131","652825364726.275","631813279406.808","676082654640.91","742293448252.643","736379777892.562","757950678646.53","892380986367.854","1023196003074.56","1169357979864.66","1315415197461.21","1464977190205.75","1549131208997.19","1371153004986.44","1613406134731.12","1788703385548.26","1824288757447.57","1842628005830.18","1792883225804.38","1552807652015.37","",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256113710143.824","242631763095.68","259823089212.43","273915101053.398","310702551105.138","386114770443.77","412629647650.116","408895194854.647","447448445095.855","433914929267.196","427550057344.787","468161747436.848","527146029826.051","634284044602.711","762451565964.507","885747884938.307","1001942861242.99","1260957151542.12","1523196376640.99","1279854244442.77","1312796514871.96","1446473848931.1","1350752561420.34","1421345861043","1462008176483.53","1281724433656.71","",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","9522746719.21614","10712712465.0522","11879982758.5619","13063643795.7884","14480556571.5476","15346741669.7575","16480058704.8531","17740013179.26","18942729779.1","20524886616.4789","","","","","","","","","","","118710309542.281","108721034568.781","111431738019.012","111035571006.622","106019113631.527","107496240242.562","154095512368.67","192981619165.773","208774024533.588","201572650956.66","257420293190.325","260459896582.985","271133679206.372","263691005481.862","291913801052.862","341759012938.689","329619351051.78","286604024805.347","294977518761.208","289884127679.404","271659728209.379","278628772872.719","301127808995.252","351982634291.23","393541693928.428","407535656039.19","429195591242.622","477407802315.895","551546962699.658","539528229942.101","581211708792.789","696311671959.459","665054050620.785","684835034384.327","702705544908.583","670789928809.882","",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945677376.61477","6262740656.85164","6439703434.71024","6232906290.4851","6663669064.7482","7332244897.95918","8553643354.08275","8827272727.27273","9676172953.08188","11514605842.3369","","","","","","","","","",
